리뷰,rep,index,Processing
"자전거 타기, 인라인 스케이팅, 피크닉 등 다양한 활동을 즐길 수 있으며, 한강을 따라 잘 조성된 자전거 도로는 도심 속에서의 자연을 체험하게 해준다.",10,0,"['자전거', '인', '라인', '스케이팅', '피크닉', '다양하다', '활동', '즐기다', '수', '한강', '따르다', '자다', '조성', '되다', '자전거', '도로', '는', '도심', '속', '에서의', '자연', '체험', '하다', '해주다']"
"요약하면, 반포한강공원은 서울의 중심부에 위치하면서도 자연의 아름다움과 도시의 활기를 동시에 느낄 수 있는 장소다.",11,0,"['요약', '하다', '반포', '한강', '공원', '은', '서울', '중심부', '위치', '하다', '자연', '아름답다', '움', '도시', '활기', '동시', '느끼다', '수', '장소', '다']"
"그곳의 아름다운 경치, 다양한 휴식 시설과 이벤트, 그리고 한강의 여유로운 분위기는 방문객들에게 특별한 경험을 선사한다.",12,0,"['곳', '아름답다', '경치', '다양하다', '휴식', '시설', '이벤트', '한강', '여유', '로운', '분위기', '는', '방문객', '특별하다', '경험', '선사', '하다']"
여기 너무 좋아요.,0,1,"['너무', '좋다']"
저녁 7시부터 9시 까지 수시로 음악과 분수가 어우러져 아주 장관 입니다.,1,1,"['저녁', '7시', '9시', '수시로', '음악', '분수', '어우러지다', '아주', '장관', '이다']"
고속버스터미널 하차 8-1번 출구로 나와서 커피나 피자 치맥 사들고 가시면 아주 대박 입니다 .,2,1,"['고속버스', '터미널', '하차', '8-1', '번', '출구', '나오다', '커피', '피자', '치맥', '고', '가시', '면', '아주', '대박', '이다']"
간단히 먹을 것을 들고 쉬러 오기 정말 좋아요.,0,2,"['간단하다', '먹다', '들다', '쉬다', '오기', '정말', '좋다']"
"분수쇼가 펼쳐지는 시간대에 가면 경치가 아름답고, 멍때리기도 좋아요.",1,2,"['분수', '쇼', '펼쳐지다', '시간대', '가면', '경치', '아름답다', '멍', '때리다', '기도', '좋다']"
"친구, 연인, 아니면 혼자오든 늘 좋은 장소랍니다.",2,2,"['친구', '연인', '아니다', '오든', '늘', '좋다', '장소', '랍니', '다']"
그렇지만 주차하긴 너무 힘든 것 같아요.,3,2,"['주차', '하다', '너무', '힘드다']"
"특히 날씨가 선선한 날, 주말 저녁 등 인파가 많은 시간대에는 주차장에 진입하는 것조차 어려울 정도로 사람이 많아서 앉을 자리도 부족하고, 편의점은 줄이 무지막지하게 길어요.",4,2,"['특히', '날씨', '선선', '한', '날', '주말', '저녁', '인파', '많다', '시간대', '에는', '주차장', '진입', '하다', '어리다', '정도', '사람', '많다', '앉다', '자리', '도', '부족하다', '편의점', '은', '줄이다', '무지막지', '하다', '기다']"
"사실 이 정도로 사람이 많으면 많이 북적이고 씨끄러워요,,",5,2,"['사실', '정도', '사람', '많다', '많이', '북적', '이고', '씨', '끄다', '워', '요', ',,']"
학생시절 근처에 살면서 기분전환이 필요할때마다 방문했던 곳이여서 저한테 뜻깊은 장소입니다.,0,3,"['학생', '시절', '근처', '살다', '기분', '전환', '필요하다', '마다', '방문', '하다', '곳', '여서', '한테', '뜻', '깊다', '장소', '이다']"
잠원역이나 고속터미널역에서 도보 20~30분정도 소요되는 좋은 위치에 자리잡고 있습니다.,1,3,"['잠원역', '이나', '고', '속', '터미널', '역', '도보', '20~30분', '정도', '소요', '되다', '좋다', '위치', '자리', '잡고']"
"여러 신나는 노래에 맞춰 춤추는 듯한 무지개분수, 저 멀리 보이는 남산타워, 광활한 한강을 가까이 즐길수 있는 뷰, 놀러온 듯한 느낌을 확실히 주는 분위기 등 매우매우 좋은 장소입니다.",2,3,"['여러', '신나다', '노래', '맞추다', '춤추다', '듯', '한', '무지개분수', '멀리', '보이다', '남산타워', '광활하다', '한강', '가까이', '즐기다', '뷰', '놀다', '온', '듯', '한', '느낌', '확실하다', '주다', '분위기', '매우', '매우', '좋다', '장소', '이다']"
돗자리를 사거나 대여해서 자리를 잡고 맛있는 음식을 먹으며 여유롭게 즐길 수도 있습니다.,3,3,"['돗자리', '사다', '대여', '하다', '자리', '잡고', '맛있다', '음식', '먹다', '여유롭다', '즐기다', '수도']"
외국인 친구가 밤에 방문해볼만한 서울 명소를 추천해달라고 한다면 단연 남산타워와 반포한강공원 이 2가지를 꼽을 것 같습니다.,4,3,"['외국인', '친구', '밤', '방문', '해보다', '한', '서울', '명소', '추천', '해달라다', '하다', '단연', '남산타워', '반포', '한강', '공원', '가지', '꼽']"
"현재 무지개분수는 19:30~ 19:50, 20:00~20:20, 20:30~20:50, 21:00~21:20 시간대로 운영되고 있습니다.",5,3,"['현재', '무지개분수', '는', '19:30', '19:50', '20:00', '20:20', '20:30', '20:50', '21:00', '21:20', '대로', '운영', '되다']"
치킨배달을 포함한 배달음식을 시키면 금방 오기 때문에 맛있는 음식들과 함께 반포대교의 분위기를 느껴보세요~,6,3,"['치킨', '배달', '포함', '한', '배달', '음식', '금방', '오기', '때문', '맛있다', '음식', '반포대교', '분위기', '느끼다', '보다']"
피크닉 구역돗자리를 깔고 자유롭게 즐길 수 있습니다,7,3,"['피크닉', '구역', '돗자리', '깔다', '자유롭다', '즐기다', '수']"
딸하고 반포공원에서 나비연 날리고 걷기도하고 음료 마시고 놀고 이리저리 놀았네요.,0,4,"['딸', '하고', '반', '포공', '원', '나비', '연', '날리다', '걷다', '기도', '하고', '음료', '말다', '놀다', '이리저리', '놀다']"
"연인들, 가족들, 모임등 달리가모임등 사람들이 많네요",1,4,"['연', '인들', '가족', '모임', '달리', '모임', '사람', '많다']"
고래를 보러 갔어요,0,5,"['고래', '보다', '가다']"
"다들 돗자리 무릎담요를 챙겨와서
고래를 보면서 치맥도 하시고
누워서 하늘도 보시고
여유있고 좋아보였어요",1,5,"['다', '들다', '돗자리', '무릎', '담요', '챙기다', '서다', '\r\n', '고래', '보다', '치맥', '도', '하다', '\r\n', '눕다', '하늘', '도', '보시', '고', '\r\n', '여유', '좋다', '보이다']"
다음에 제대로 챙겨오려고요,2,5,"['제대로', '챙기다']"
겨울이라 아직 무지개분수는 작동하지 않지만 그래도 조용하게 산책할 수 있어서 좋았습니다,0,6,"['겨울', '이라', '아직', '무지개분수', '는', '작동', '하다', '않다', '조용하다', '산책', '하다', '수', '좋다']"
"맥주 몇캔들고 연인과 친구와 함께 노가리
까면서 여름을 보내기에 이보다 더좋은 장소가
없다고 생각한다.",0,7,"['맥주', '캔들', '고', '연인', '친구', '노가리', '\r\n', '끄다', '여름', '보내다', '이보', '다', '더', '좋다', '장소', '\r\n', '없다', '생각', '하다']"
"다만 분수쇼하는 주변은 꽤나
번잡한데 특히나 물가쪽에 가까울수록 사람만
많은것이 아니라 모기와 파리들도 많이 있기에
그러한 점들만 제외한다면 괜찮은 편이다.",1,7,"['분수', '쇼', '는', '주변', '은', '꽤', '\r\n', '번잡', '한', '데', '특히', '물가', '쪽', '가깝다', '사람', '만', '\r\n', '많다', '아니다', '모기', '파리', '도', '많이', '\r\n', '그러하다', '점', '만', '외한', '다', '면', '괜찮다', '편이', '다']"
"한강 공원중 화려한 분수쇼도 보며 피크닉을

즐길 수 있는 곳!!!!!",0,8,"['한강', '공원', '중', '화려하다', '분수', '쇼', '도', '보다', '피크닉', '\r\n\r\n', '즐기다', '수', '곳', '!!!!!']"
"분수는 시간이 정해져 있어서 검색해 참고 하고 가면

좋으며 이밖에도 서래섬 이라고 인공으로 만든 섬 도

구경할수 있고 세빛섬에도 다양한 편의시설들이 있다.",1,8,"['분수', '는', '정해지다', '검색', '하다', '참고', '하다', '가면', '\r\n\r\n', '좋다', '밖에도', '서래섬', '이라고', '인공', '만들다', '섬', '도', '\r\n\r\n', '구경', '하다', '세빛', '섬', '에도', '다양하다', '편의', '시설']"
"앞쪽에는 푸드트럭도 있어 한강 매점 과 더불어

함께 먹거리를 이용할수 있으며 주차장이 몇 군데

있지만 주차 스트레스 받느니 지하철 고속터미널에서

걸어서 얼마 안걸리니 대중교통 이용하는게 좋음.",2,8,"['앞쪽', '에는', '푸드', '트럭', '도', '한강', '매점', '더불다', '\r\n\r\n', '먹거리', '이용', '하다', '주차장', '군데', '\r\n\r\n', '주차', '스트레스', '받다', '지하철', '고', '속', '터미널', '\r\n\r\n', '걸다', '안', '걸리다', '대중교통', '이용', '하다', '좋다']"
"텐트와 그늘막 칠수 있는 존 이 따로 있으며

저녁 7시 이후엔 텐트는 정리해야 한다.",3,8,"['텐트', '그늘', '막', '치다', '존', '따로', '\r\n\r\n', '저녁', '7시', '이후', '엔', '텐트', '는', '정리', '하다', '하다']"
달빛무지개분수로 유명한 반포한강공원에 다녀왔는데요.,0,9,"['달빛', '무지개분수', '유명하다', '반포', '한강', '공원', '다녀오다']"
무지개분수도 노래와 잘 어우러져서 보는맛이 있었지만 사람들도 많고 세빛섬이 있어 잔잔한 분위기와 함께 사람구경도 많이 할 수 있었습니다.,1,9,"['무지개분수', '도', '노래', '자다', '어우러지다', '보다', '맛', '사람', '도', '많다', '세빛', '섬', '잔잔하다', '분위기', '사람', '구경', '도', '많이', '하다', '수']"
가끔 힐링이 필요할때 한번씩 들러서 야경을 즐기다가 가보세요.,2,9,"['가끔', '힐링', '필요하다', '한번', '씩', '들다', '야경', '즐기다', '가보다']"
건강관리를 위해 자주 가는데 너무 좋습니다. 👍…,0,10,"['건강', '관리', '위해', '자주', '가다', '너무', '좋다', '👍']"
밤 산책 하기 좋아요.,0,11,"['밤', '산책', '하다', '좋다']"
자전거 있는 곳이랑 도보랑 잘 확인하고 걸으세요.,1,11,"['자전거', '곳', '이랑', '도보', '랑', '자다', '확인', '하고', '걸다']"
위험해요.,2,11,['위험하다']
주말에 다녀오기 좋은 장소입니다.,0,12,"['주말', '다녀오다', '좋다', '장소', '이다']"
"무지개분수도 예쁘고 통닭과 즉석
라면도 맛나게 먹고 공연도 보면서 저녁의 시간을 알차게 보냈습니다.",1,12,"['무지개분수', '도', '예쁘다', '통닭', '즉석', '\r\n', '라면', '도', '맛', '나다', '먹다', '공연', '도', '보다', '저녁', '알차다', '보내다']"
푸드트럭도 보이네요,2,12,"['푸드', '트럭', '도', '보이다']"
한강 세빛둥둥섬과 반포대교가 어울린 풍경이 아름답습니다.,0,13,"['한강', '세빛둥둥섬', '반포대교', '어울리다', '풍경', '아름답다']"
한강시민공원 반포지구에 있는 세계에서 가장 긴 분수입니다.,0,14,"['한강', '시민', '공원', '반포', '지구', '세계', '가장', '기다', '분수', '이다']"
여름철 야간에 가보면 화려한 조명과 함께 시원한 물줄기가 쏟아져 나오는 장관을 보신 수 있습니다.,1,14,"['여름철', '야간', '가보다', '화려하다', '조명', '시원하다', '물줄기', '쏟아지다', '나오다', '장관', '보신', '수']"
동절기에는 작동을 중단하오니 겨울에는 가지 마십시오.,2,14,"['동', '절기', '에는', '작동', '중단', '오니', '겨울', '에는', '가지', '말다']"
강추합니다.,3,14,"['강', '추하다']"
"플리마켓을이용했고
푸드트럭도 있어 먹거리가 있어요",0,15,"['플리', '마켓', '이용', '하다', '\r\n', '푸드', '트럭', '도', '먹거리']"
잠수교 분수쇼는 너무 감동적입니다,1,15,"['잠수교', '분수', '쇼', '는', '너무', '감동', '적', '이다']"
놀이터놀이기구가 잘 되어있고 바닥쿠션도 안전… 자세히,2,15,"['놀이터', '놀이기구', '자다', '되어다', '바닥', '쿠션', '도', '안전', '자세하다']"
언제가든 항상 즐거운시간 보낼수가 있는 것 같아요,0,16,"['언', '가든', '항상', '즐겁다', '보내다']"
오늘은 더 스타벅스 에서 이벤트를 진행 중인 더라구요,1,16,"['오늘', '은', '더', '스타벅스', '이벤트', '진행', '중인', '더라구요']"
그래서 저도 참여하고 맛있는 커피 와 선물을 받고 즐거운 경험을 하였습니다,2,16,"['도', '참여', '하고', '맛있다', '커피', '오다', '선물', '받다', '즐겁다', '경험', '하다']"
한강을 바라보고 오른쪽으로 가면 스타벅스가 있습니다.,0,17,"['한강', '바라보다', '오른쪽', '가면', '스타벅스']"
왼쪽으로 가면 세빛섬이 있습니다.,1,17,"['왼쪽', '가면', '세빛', '섬']"
그 옆으로 가면 유채꽃 축제 등을 하는 곳이 있어요. 인적이 다른 곳보다 덜하고 조용해서 즐기기 좋아요.,2,17,"['옆', '가면', '유채꽃', '축제', '하다', '곳', '인적', '곳', '보다', '덜하다', '조용하다', '즐기다', '좋다']"
가을 마지막 무지개분수쇼도 즐기고 한강라면도 먹고 멋진 하루보내기 좋은 장소,0,18,"['가을', '마지막', '무지개분수', '쇼', '도', '즐기다', '한강', '라면', '도', '먹다', '멋지다', '하루', '보내다', '좋다', '장소']"
주말에 여러 행사도 하고 걸어서 오가다 책도 읽고 회오리감자도 사먹고 애들 놀이등 체험도 하고 좋더라고요,0,19,"['주말', '여러', '행사', '도', '하다', '걸다', '오가다', '책', '도', '읽다', '회', '오리', '감자', '도', '사먹다', '애', '놀이', '체험', '도', '하다', '좋다']"
"세계 🌏 최고👍
도심 강변 공간이 ..
소규모 축제입니다",0,20,"['세계', '🌏', '최고', '👍', '\r\n', '도심', '강변', '공간', '..', '\r\n', '소규모', '축제', '이다']"
매일매일…,1,20,['매일']
운치있고 편안하게 휴식하기 좋아요!,0,21,"['운치', '편안하다', '휴식', '하다', '좋다']"
피크닉 장소로도 추천합니다~,1,21,"['피크닉', '장소', '도', '추천', '하다']"
화장실화장실은 섬?,2,21,"['화장실', '화장실', '은', '섬']"
공연장?,3,21,['공연장']
같은 곳 안쪽에 있어요!,4,21,"['곳', '안쪽']"
새빛퀴진이라는 식당을 가게되었는데 생각보다 좋았습니다.,0,22,"['새빛퀴진', '이라는', '식당', '가게', '되어다', '생각', '보다', '좋다']"
"여러음식들과 창밖의 한강을 보며 먹는 식사
여유로웠습니다.",1,22,"['여러', '음식', '창밖', '한강', '보다', '먹다', '식사', '\r\n', '여유', '웠습', '니', '다']"
"좋은사람들과의...
근데 유리 창 청소좀 하시길...",2,22,"['좋다', '사람', '과의', '\r\n', '근데', '유리', '창', '청소', '하다']"
넘 드루운듯..,3,22,"['넘다', '드루', '울다', '..']"
와이프랑 강아지 데리고 가끔 산책나가는데 너무 좋습니다.,0,23,"['와이프', '랑', '강아지', '데리', '고', '가끔', '산책', '나가다', '너무', '좋다']"
다리에서 나오는 물분수쇼가 볼만합니다,0,24,"['다리', '나오다', '물', '분수', '쇼', '볼', '만', '하다']"
산책하기도 넘모 좋고~,1,24,"['산책', '하다', '넘다', '좋다']"
새빛둥둥섬 좋아요.,0,25,"['새', '빛', '섬', '좋다']"
"최근에 옥상 오픈했고, 편의점 Gs도 들어왔어요.(주말엔 대기줄이 매우 김)",1,25,"['최근', '옥상', '오픈', '하다', '편의점', 'Gs', '도', '들어오다', '.(', '주말', '엔', '대다', '매우', '김']"
그리고 요트도 14시부터 유료로 이용할 수 있습니다.(추천),2,25,"['요트', '도', '14시', '유료', '이용', '하다', '수', '.(', '추천']"
반포한강 공원은 달빛무지개분수쇼로  유명하지요.,0,26,"['반포', '한강', '공원', '은', '달빛', '무지개분수', '쇼', '유명하다']"
하지만 낮에 가서 분수만 보았네요.,1,26,"['낮', '가다', '분수', '만', '보다']"
그리고 세빛둥둥섬에서보는 일몰도 멋있어요..,2,26,"['세빛둥둥섬', '보다', '일몰', '도', '멋있다', '..']"
서울시내여서 가장 전망좋고 시원한 산책하기좋은 아름다운 장소입니다,0,27,"['서', '울', '시내', '여서', '가장', '전망', '좋다', '시원하다', '산책', '하다', '좋다', '아름답다', '장소', '이다']"
"바람 덜 부는 날씨에 가서 더 만족했던 것 같기도 한데, 사람들이 많기는 했지만 공간이 넓고 여유 있어서 편하게 쉬고 힐링하다 온 거 같아요^^",0,28,"['바람', '덜', '불다', '날씨', '가다', '더', '만족하다', '사람', '많다', '하다', '공간', '넓다', '여유', '편하다', '쉬', '고', '힐링', '하다', '온', '거', '^^']"
더워지기 전에 한번 더 다녀올 예정입니다 ^^,1,28,"['더워지다', '전', '한번', '더', '다녀오다', '예정', '이다', '^^']"
놀러가기 좋은 곳 입니다.,0,29,"['놀다', '가기', '좋다', '곳', '이다']"
작은  그늘막 텐트도  저녁  7시까지 칠수있어요.,1,29,"['작다', '그늘', '막', '텐트', '도', '저녁', '7시', '치다']"
주차도 가능하고 반포대교 분수도 볼 수 있어요.,2,29,"['주차', '도', '가능하다', '반포대교', '분수', '도', '볼', '수']"
골든블루마리나에서  요트도 탈수 있어요.,3,29,"['골든', '블루', '마리나', '요트', '도', '탈수']"
아직은 좀 춥습니다,0,30,"['아직', '은', '추다']"
탁 틔인 곳에서 자전거와 도보 여행이 좋아요,1,30,"['탁', '틔', '인', '곳', '자전거', '도보', '여행', '좋다']"
곳곳에 화장실과 주차시설이 많구요,2,30,"['곳곳', '화장실', '주차', '시설', '많다']"
축제기간 사람은 많았지만 좋네요~,0,31,"['축제', '기간', '사람', '은', '많다', '좋다']"
잠수교에서 직접 분수쇼 보는것도 멋져요~,1,31,"['잠수교', '직접', '분수', '쇼', '보다', '멋지다']"
한강 시민 공원 중에서 가장 다채로운 경험을 할 수 있는 곳.,0,32,"['한강', '시민', '공원', '중', '가장', '다', '채', '로운', '경험', '하다', '수', '곳']"
반포대교에서 쏟아지는 물줄기와 조명은 외국인들이 굉장히 흥미로워해 한다.,1,32,"['반포대교', '쏟아지다', '물줄기', '조명', '은', '외국인', '굉장하다', '흥미롭다', '하다']"
"잠수교도 가끔 차량 통제해서 문화행사도 많은 편이고, 푸드 트럭도 매력적이다.",2,32,"['잠수교', '도', '가끔', '차량', '통제', '하다', '문화', '행사', '도', '많다', '편이', '고', '푸드', '트럭', '도', '매력', '적', '이다']"
바람쐬러 자주가는 곳이에요.,0,33,"['바람', '쐬다', '자주', '가다', '곳', '이에요']"
시간 맞춰가면 분수쇼도 볼수 있어서 좋아요.,1,33,"['맞추다', '분수', '쇼', '도', '보다', '좋다']"
연인과 좋은 시간 보내기 좋네요,0,34,"['연인', '좋다', '보내다', '좋다']"
하지만 ㅎ하장실이 멀고 사람이 많아요,1,34,"['ㅎ', '하장', '실', '멀다', '사람', '많다']"
분수쇼도 은근히 짧네요,2,34,"['분수', '쇼', '도', '은근', '히', '짧다']"
동작역 방향으로 걸어가다보면 나오는 서래섬이 아늑해서 참 좋았어요.,0,35,"['동작역', '방향', '걸어가다', '보다', '나오다', '서래섬', '아늑하다', '차다', '좋다']"
강을 바로 앞두고 앉아 맥주 한잔하기도 좋을 것 같아요.,1,35,"['강', '앞두다', '앉다', '맥주', '한잔', '하다', '좋다']"
동작역 방향으로 간다면 반포 주공아파트도 꼭 걸어보세요.,2,35,"['동작역', '방향', '간다', '면', '반포', '주', '공', '아파트', '도', '꼭', '걸다', '보다']"
커다란 가로수가 나란히 심어져 있는 풍경에 감탄하며 걸었어요.,3,35,"['커다랗다', '가로수', '나란하다', '심다', '풍경', '감탄', '하다', '걸다']"
실제로 보면 더 아름다와요😻…,4,35,"['실제', '보다', '더', '아름답다', '요', '😻']"
오랫만에행사차 방문했지만 국내분들에게는 매일보는곳이라  그냥 지나칠수있지만 이번 루이비통 행사를 하면서  외국분들에는 특별한 장소가될듯 싶네요,0,36,"['오랫', '만', '행사', '차', '방문', '하다', '국내', '분들', '에게는', '일보', '는', '곳', '이라', '그냥', '지나치다', '루이비통', '행사', '하다', '외국', '분들', '에는', '특별하다', '장소', '되다', '싶다']"
한쪽만 나와서 조금은 아쉬웠음,0,37,"['한쪽', '만', '나오다', '은', '아쉽다']"
야경 너뮤 이쁘고 낭만짱 👍🏻👍🏻…,0,38,"['야경', '뮤', '이쁘다', '낭만', '짱', '👍🏻👍🏻']"
날씨 좋은날에는 그늘막텐트나 돗자리 가지고 나가 바람쐬기 딱 좋습니다.,0,39,"['날씨', '좋다', '날', '에는', '그늘', '막', '텐트', '돗자리', '가지', '고', '나가다', '바람', '쐬다', '좋다']"
자전거 그늘막등은 유상대여도 해주는걸로 알고있습니다.,1,39,"['자전거', '그늘', '막등', '은', '유상', '대여', '도', '해주', '는걸', '알다']"
산책도하고 여유롭게 소풍을 즐길수있게 도심한복판의 넓은공원이 있어서 좋습니다.,2,39,"['산책', '도하', '고', '여유롭다', '소풍', '즐기다', '도심', '한', '복판', '넓다', '공원', '좋다']"
한국을 방문한 외국친구들도 이곳을 무척 좋아합니다.,3,39,"['한국', '방문', '한', '외국', '친구', '도', '곳', '무척', '좋아하다']"
서울시내라 좋다 지하철 도보로 접근가능,0,40,"['서', '울', '시내', '라', '좋다', '지하철', '도보', '접근', '가능']"
주차장도 다른 한강공원보다 넓고 분수쇼 할때 맞춰가면 너무 예뻐요,0,41,"['주차장', '도', '한강', '공원', '보다', '넓다', '분수', '쇼', '하다', '맞추다', '너무', '예쁘다']"
오늘 날씨랑 하늘 진짜 맑고 좋았는데 달까지 초승달..,0,42,"['오늘', '날씨', '랑', '하늘', '진짜', '맑다', '좋다', '달', '초승달', '..']"
"너무 예뻐서 내 추억 한 편으로 저장할 수 있는 시간을 가졌다♡
ㅠㅠ",1,42,"['너무', '예쁘다', '내', '추억', '하다', '편', '저장', '하다', '수', '가지다', '♡', '\r\n', 'ㅠㅠ']"
그리고 지방러로서의 꿈이 하나 생겼다..,2,42,"['지방', '러', '로서', '꿈', '생기다', '..']"
꼭 어른돼서 서울 살아서 다시 한강공원 분수 보러 올 것임...! ㅠㅠ,3,42,"['꼭', '어른', '돼다', '서울', '살다', '다시', '한강', '공원', '분수', '보다', '오다', '것임', '...!', 'ㅠㅠ']"
아이윌 비 백..🌆🌃…,4,42,"['윌', '비', '백', '..', '🌆🌃']"
"세빛섬 게임존, 밤도깨비 야시장, 분수쇼, 수상모터쇼, 불꽃쇼 ...",0,43,"['세빛', '섬', '게임', '존', '밤', '도깨비', '야시장', '분수', '쇼', '수상', '모터쇼', '불꽃', '쇼']"
등등 다른건 다 좋은데...,1,43,"['다르다', '다', '좋다']"
주차가 넘 어렵습니다!,2,43,"['주차', '넘다', '어렵다']"
차도 많고 대기도 길고..어떻게든 힘든거니까 대중교통을 이용하는게 훨 났다고 생각합니다!,3,43,"['차도', '많다', '대기', '도', '길다', '..', '어떻', '게', '든', '힘드다', '대중교통', '이용', '하다', '훨', '나다', '생각', '하다']"
화장실도 좀 여유있게 했음 좋겠네요!,4,43,"['화장실', '도', '여유', '하다', '좋다']"
대기줄이 어마무시하게 깁니다!,5,43,"['대다', '어마', '무시', '게', '기다']"
기다리다가 실수할거 같음! ㅉㅉ,6,43,"['기다리다', '실수', '하다', 'ㅉㅉ']"
뭐 사든 줄을 서고 대기해야 하며 쓰레기 버릴때 마저 줄을 서야 합니다! ㅜㅜ,7,43,"['뭐', '사다', '줄', '서고', '대기', '하다', '하다', '쓰레기', '버리다', '줄', '서다', '하다', 'ㅜㅜ']"
연주회도 하고 공연도 하고~~  분위기도 좋고 시원한 가을날 너무 좋습니다.,0,44,"['연주회', '도', '하다', '공연', '도', '하다', '~~', '분위기', '도', '좋다', '시원하다', '가을', '날', '너무', '좋다']"
다만 지금 푸드트럭 야,1,44,"['지금', '푸드', '트럭']"
시장 행사도 있고 날도 좋아서인지 진짜 사람이 너무 많아요. ㅜ,2,44,"['시장', '행사', '도', '날', '도', '좋다', '인지', '진짜', '사람', '너무', '많다', 'ㅜ']"
4시경 들어갈때 양호했는데 8시경 나올때 보니 진짜 사람 엄청 밀리네요.,3,44,"['4시', '경', '들어가다', '양호', '하다', '8시', '경', '나오다', '보다', '진짜', '사람', '엄청', '밀리다']"
그래도 분위기 너무 좋습니다.,4,44,"['분위기', '너무', '좋다']"
차는 절대 가지고오지 마세요.,5,44,"['차다', '절대', '가다', '말다']"
고즈넉하고 강바람 시원해서 밤산책이 즐거웠습니다,0,45,"['고', '즈', '넉', '하고', '강바람', '시원하다', '밤', '산책', '즐겁다']"
서늘한 가을이 가장 빛나보이는 장소 휴식을 만끽한다라는 문장이 가감없이 가장 어울리는 공원이자 서울사람들이 사랑하는 명소이다!!,0,46,"['서늘하다', '가을', '가장', '빛나다', '보이다', '장소', '휴식', '만끽', '한', '다라', '는', '문장', '가감', '없이', '가장', '어울리다', '공원', '이자', '서', '울', '사람', '사랑', '하다', '명소', '이다', '!!']"
늦여름 - 초가을에 정말 좋다.,0,47,"['늦', '여름', '초가을', '정말', '좋다']"
개인적으로는 반포대교 동쪽보다 서쪽을 더 선호.,1,47,"['개인', '적', '으로는', '반포대교', '동쪽', '보다', '서쪽', '더', '선호']"
아크로리버파크 앞에 자리 잡고 앉아서 강 건너 이촌쪽 보면서 멍 때리면 세상 평온함.,2,47,"['아크', '리버', '파크', '앞', '자리', '잡고', '앉다', '강', '건너', '이촌', '쪽', '보다', '멍', '때리다', '세상', '평온하다']"
