리뷰,rep,index,Processing
음식 배달은 당연히 되면 여의도 한강공원보다 가까운 사람들은 여기를 추천한다,1,6,"['음식', '배달', '은', '당연하다', '되다', '여의도', '한강', '공원', '보다', '가깝다', '사람', '은', '추천', '하다']"
둘 다 똑같이 한강이 아름답다.,2,6,"['다', '똑같이', '한강', '아름답다']"
화장실공용화장실 있음반려견 동반 환경강아지 데려올 수 있음피크닉 구역텐트존 따로 있는 걸로 아는데 텐트 핀 사람 많으면 거기다,3,6,"['화장실', '공용', '화장실', '반려견', '동반', '환경', '강아지', '데려오다', '수', '피크닉', '구역', '텐트', '존', '따로', '걸', '알다', '텐트', '핀', '사람', '많다', '거기', '다']"
"잠깐 들린거라 편의점에서 한강라면 먹으면서 대화한게 전부지만
돗자리 펴고 도란도란 얘기하다가 책도 읽고 배고파지면 편의점에서 한강라면 먹고 치킨 시켜서 맥주 한잔해도 좋을거 같아요..✨",0,7,"['들리다', '편의점', '한강', '라면', '먹다', '대화', '한', '게', '\r\n', '돗자리', '펴다', '도란도란', '얘기', '하다', '책', '도', '읽다', '배고프다', '편의점', '한강', '라면', '먹다', '치킨', '맥주', '한잔', '하다', '좋다', '..', '✨']"
낭만 최고🏻…,1,7,"['낭만', '최고', '🏻']"
멀리 sunset구경 갈 필요없어요.,0,8,"['멀리', 'sunset', '구경', '갈다', '필요없다']"
"시원한 바람 솔솔, 석양 후 야경까지...
조용조용 이어폰으로 음악 준비해오세요~~",1,8,"['시원하다', '바람', '솔솔', '석양', '후', '야경', '\r\n', '조용조', '용', '이어폰', '음악', '준비', '해오다', '~~']"
걸으면서 데이트 하기 좋네요,0,9,"['걸다', '데이트', '하다', '좋다']"
12월 25일 새벽 3시.주차비 내려했더니 무료네요?,1,9,"['12월', '25일', '새벽', '3시', '주', '차비', '내다', '하다', '무료', '요']"
2023.9.24. 새벽 12시.,2,9,"['2023.9', '24', '새벽', '12시']"
"이 시간에 왠 사람들이 이리 많은건지ㅋㅋ
시원한 강 바람이 너무 좋았음.",3,9,"['왠', '사람', '이리', '많다', '건지다', 'ㅋㅋ', '\r\n', '시원하다', '강', '바람', '너무', '좋다']"
현재는 공사중이라 막힌곳이 많지만 그래도 저녁에 운동하며 여유를 즐기기엔 좋습니다.,0,10,"['현재', '는', '공사', '중', '이라', '막히다', '곳', '많다', '저녁', '운동', '하다', '여유', '즐', '기기', '엔', '좋다']"
여의도만큼 넓진 않지만 망원만의 감성이 있음,0,11,"['여의도', '넓다', '않다', '망원', '만의', '감성']"
집에서 가까운 곳이라 런닝하러 자주 가는데 너무너무 좋고 낭만있는 곳.,1,11,"['집', '가깝다', '곳', '이라', '런닝', '하다', '자주', '가다', '너무', '너무', '좋다', '낭만', '곳']"
한강라면과 맥주의 조합은 최고.,2,11,"['한강', '라면', '맥주', '조합', '은', '최고']"
치킨도 쉽게 가까운 곳에서 시켜먹을 수 있다.,3,11,"['치킨', '도', '쉬다', '가깝다', '곳', '먹다', '수']"
텐트 설치 구역이 있어좋아요,0,12,"['텐트', '설치', '구역', '좋다']"
망원 시장에  걸어서 가기 좋네요,1,12,"['망원', '시장', '걸다', '가기', '좋다']"
"시장에서 호떡, 닭강정, 치킨, 김밥, 아이스크림마시멜로 맛있게 먹었습니다",2,12,"['시장', '호떡', '닭강정', '치킨', '김밥', '아이스크림', '마시멜로', '맛있다', '먹다']"
아이들 좋아합니다,3,12,['좋아하다']
날씨가 화창하고 선선한 바람이 부는 날에 커피 한 잔 걸치며 산책하기 좋아요!,0,13,"['날씨', '화창하다', '선선', '한', '바람', '불다', '날', '커피', '하다', '잔', '걸치다', '산책', '하다', '좋다']"
근처 마을버스 정류장도 있어 접근성도 좋아요.,1,13,"['근처', '마을', '버스', '정류장', '도', '접근성', '도', '좋다']"
망원한강공원 산책하기 좋으네요,0,14,"['망원', '한강', '공원', '산책', '하다', '좋다']"
2023년10월14일,1,14,"['2023년', '10월', '14일']"
망원동 맛집 방문차 왔다가 약속시간이 남아 잠시 방문하게 되었습니다.,0,15,"['망원동', '맛집', '방문', '차', '오다', '약', '속', '남아', '방문', '하다', '되어다']"
"아직은 낮시간이라 그런지 사람이 많지는 않았지만, 운동하는 사람이며, 강아지랑 산책하는 사람, 한강을 보며 앉아있는 연인들까지 평화로운 공원의 모습입니다.",1,15,"['아직', '은', '낮', '이라', '그렇다', '사람', '많다', '않다', '운동', '하다', '사람', '이며', '강아지', '랑', '산책', '하다', '사람', '한강', '보다', '앉다', '연인', '평화롭다', '공원', '모습', '이다']"
마포인트나루라는 건물이 수상에 깨끗하게 만들어져있어 스타벅스부터 편의점 음식점까지 영업중이네요.,2,15,"['마', '포인트', '나루', '라는', '건물', '수상', '깨끗하다', '만들어지다', '스타벅스', '편의점', '음식점', '영업', '중이', '요']"
요트가 있고 맛있는 음식점이있는 아름다운곳.,0,16,"['요트', '맛있다', '음식점', '아름답다', '곳']"
노을도 그만인곳.,1,16,"['노을', '도', '만인', '곳']"
얼마만에 한강인가?,0,17,"['만에', '한강', '인가']"
"날도 좋고, 아둘도 좋아하고, 편의점음식도 맛있고.",1,17,"['날', '도', '좋다', '도', '좋아하다', '편의점', '음식', '도', '맛있다']"
주차비도 나름 저렴하고..,2,17,"['주차', '비도', '나름', '저렴하다', '..']"
"평일임에도 불구하고 친구들, 가족들, 연인들...다들 행복해 보이네요~~^^",3,17,"['평일', '임', '에도', '불구', '하고', '친구', '가족', '연', '인들', '다', '들다', '행복하다', '보이다', '~~^^']"
놀이터오랜만에 보는 모래(흙) 놀이터!!,4,17,"['놀이터', '오랜', '만', '보다', '모래', '흙', '놀이터', '!!']"
멋진 야경을 가진 산책코스가 있네요.,0,18,"['멋지다', '야경', '가지다', '산책', '코스']"
스타벅스는 제가 가본 스탁벅스중 최대크기네요.,1,18,"['스타벅스', '는', '가보다', '스탁', '벅스', '중', '최대', '크기', '요']"
오랫만에 근처에 망원시장 구경도 하고 붕어빵도 사먹고 식사도 하고 좋은 하루였습니다.,2,18,"['오랫', '만', '근처', '망원', '시장', '구경', '도', '하다', '붕어빵', '도', '사먹다', '식사', '도', '하다', '좋다', '하루', '이다']"
한강공용주차장 바로 앞에 위치해있어 주차 편하고 뷰도 좋네요~,0,19,"['한강', '공용', '주차장', '앞', '위치', '하다', '주차', '편하다', '뷰', '도', '좋다']"
"스타벅스 한강공원망원점
갔었는데 음청좋았음
좋은사람들과함께라서",0,20,"['스타벅스', '한강', '공', '원망', '원점', '\r\n', '가다', '음청', '좋다', '\r\n', '좋다', '사람', '하다']"
망원한강공원 스타벅스에서 바라보는 한강 뷰가 좋음,0,21,"['망원', '한강', '공원', '스타벅스', '바라보다', '한강', '뷰', '좋다']"
햇살이 강물에 비치는 모습이 멋있음,1,21,"['햇살', '강물', '비치다', '모습', '멋있다']"
"봄날씨 같았던 날~~~~~♡
한강공원 산책했어요",0,22,"['봄날', '씨', '날', '~~~~~', '♡', '\r\n', '한강', '공원', '산책', '하다']"
"멋진 야경바라보며 한강라면에 맥주한캔
소소한 일상의 즐거움을 느끼고왔답니다",1,22,"['멋지다', '야경', '바라보다', '한강', '라면', '맥주', '한', '캔', '\r\n', '소소하다', '일상', '즐거움', '느끼다', '오다']"
날씨좋은날 너무멋진곳입니다,0,23,"['날씨', '좋다', '날', '너무', '멋지다', '곳', '이다']"
스타벅스나 편의점라면 또는 다른음식점도 많아요,1,23,"['스타벅스', '편의점', '라면', '또는', '음식점', '도', '많다']"
"이곳은 주변에 망원공원 월드컵
상암공원 하늘공원 노을공원등
여러개.",0,24,"['곳', '은', '주변', '망원', '공원', '월드컵', '\r\n', '상암', '공원', '하늘', '공원', '노을', '공원', '\r\n', '여러', '개']"
공원이.,1,24,['공원']
잊어서  다양하게즐길수 있씀니다,2,24,"['잊다', '다양하다', '즐기다', '쓰다']"
오?,0,25,[]
여느 한강공원중 깨끗하게 유지 관리가 되는거같다.,1,25,"['여느', '한강', '공원', '중', '깨끗하다', '유지', '관리', '되다']"
아이들도 모래놀이터가 있어서 좋아한다.,2,25,"['도', '모래', '놀이터', '좋아하다']"
주차장 차는 많지만 질서는 잘지키는편.,3,25,"['주차장', '차다', '많다', '질서', '는', '잘', '지키다', '편']"
배달 픽업장소의 GS25는 정말 남자사장인가?,4,25,"['배달', '픽업', '장소', 'GS', '25', '늘다', '정말', '남자', '사장', '인가']"
불친절하다.,5,25,['불친절하다']
그래서 별이4개.,6,25,"['별', '개']"
이마트24는 그나마 카운터 할아버지는 친절하다.,7,25,"['이마트', '24', '늘다', '그나마', '카운터', '할아버지', '는', '친절하다']"
하지만 그 이마트24도 한강라면 끓이는 곳 관리하는 아저씨는 매와같은 눈으로 다른음식먹는 사람에게 눈치를준다.,8,25,"['이마트', '24', '도', '한강', '라면', '끓이다', '곳', '관리', '하다', '아저씨', '는', '눈', '음식', '먹다', '사람', '눈치', '주다']"
일부러 거기서 라면이랑 이거저거사서 다른 도시락이랑 먹는데 뭐 그리 눈치늘 주는지...,9,25,"['일부러', '거기', '서', '라면', '이랑', '거저', '거사', '서', '도시락', '이랑', '먹다', '뭐', '그리다', '눈치', '늘', '주다']"
한시간을 있는것도 아닌데 불편하다.,10,25,"['한', '아니다', '불편하다']"
"저녁 가족들과,  친구와.",0,26,"['저녁', '가족', '친구']"
함께 나들이 하기 좋은 장소입니다.,1,26,"['나들이', '하다', '좋다', '장소', '이다']"
저녁 일몰이 이쁘고.,2,26,"['저녁', '일몰', '이쁘다']"
늦겍까지 돗자리 피고 쉬기 좋습니다,3,26,"['늦겍', '돗자리', '피고', '쉬다', '좋다']"
한강자도 옆에 위치하여 일몰뷰는 장관입니다.,0,27,"['한강', '자도', '옆', '위치', '하다', '일몰', '뷰', '는', '장관', '이다']"
너무 번잡하지 않아 좋음.,0,28,"['너무', '번잡', '하다', '않다', '좋다']"
군함 구경하는 곳도 있고 작은 공원도 있고 거닐고 자전거 타고 캠핑할 공간도 있고 너무 좋은 듯.,1,28,"['군함', '구경', '하다', '곳도', '작다', '공원', '도', '거닐다', '자전거', '타고', '캠핑', '하다', '공간', '도', '너무', '좋다', '듯']"
"(스벅, 서브웨이, 구스 피맥?집 생겨서 먹을거 많음)",2,28,"['스벅', '서브웨이', '구스', '피맥', '집', '생기다', '먹다', '많다']"
서울함이 한강에 떠있어 아이와 함께 전투함 견학을 할수있어 도움이 많이된다.,0,29,"['서', '울', '함', '한강', '뜨다', '전투함', '견학', '하다', '도움', '많이', '되다']"
"아이들이 좋아하는 전투함이라서, 내부를 호기심을 가지고 보느라 시간가는줄 모른다.",1,29,"['좋아하다', '전투함', '이라서', '내부', '호기심', '가지', '고', '보다', '가다', '모르다']"
실내에 있는 잠수함도 볼수 있어서 흔히볼수 없는 체험을 할수 있다.,2,29,"['실내', '잠수함', '도', '보다', '흔하다', '보다', '없다', '체험', '하다']"
서울함 주변으로 아이들 놀이터와 쉴만한 공간이 많아서 사람들이 많이 찾는다.,3,29,"['서울', '함', '주변', '놀이터', '쉬다', '한', '공간', '많다', '사람', '많이', '찾다']"
근처 편의점에서는 끓는라면을 팔아서 라면을 드시는 분도 많음.,4,29,"['근처', '편의점', '에서는', '끓다', '라면', '파다', '라면', '들다', '분도', '많다']"
"하지만, 산책, 휴식, 자전거 라이딩, 아이와 놀이 등 여가를 즐기려고 나오는 사람들이 많아 사람이 너무많고, 유료 주차장도 있지만 차가 많아 주차도 힘들고 교통체증도 심하다.",5,29,"['산책', '휴식', '자전거', '라이딩', '놀이', '여가', '즐기다', '나오다', '사람', '많다', '사람', '너무', '많다', '유료', '주차장', '도', '차갑다', '많다', '주차', '도', '힘들다', '교통체증', '도', '심하다']"
시민들의 휴식 공간이지요.,0,30,"['시민', '휴식', '공간', '이지', '요']"
마포인나루터에.,1,30,"['마포', '인', '나루터']"
자전거 이용이 좀 불편하다는 것 외에는 괜찮은 편입니다,2,30,"['자전거', '이용', '불편하다', '외', '에는', '괜찮다', '편입', '니', '다']"
햇살 좋은날 자전거타기 제격인곳.,0,31,"['햇살', '좋다', '날', '자전거타기', '제격', '인', '곳']"
월드컵공원에 주차하고 자전거 빌려서 넘어가면 딱임.,1,31,"['월드컵', '공원', '주차', '하고', '자전거', '빌리다', '넘어가다', '딱이다']"
공원자체는 월드컵공원이 더 쉬기 좋음.,2,31,"['공', '원', '자체', '는', '월드컵', '공원', '더', '쉬다', '좋다']"
힐링 최고 스팟.,0,32,"['힐링', '최고', '스팟']"
커피한잔과 함께,1,32,['커피한잔']
도심 가까이에 숲과 강이 어우러진 휴식공간이 힐링공간이라고 생각됩니다.,0,33,"['도심', '가까이', '숲', '강', '어우러지다', '휴식', '공간', '힐링', '공간', '이라고', '생각', '되다']"
코로나로 누적된적 피로감과 우울감 불안감 기타 일상 생활의 스트레스를 잠시나마 내려놓을 수 있는 곳을 찾고 있다면 추천드립니다.,1,33,"['코로나', '누적', '되다', '적', '피로', '감', '우울', '감', '불안감', '일상', '생활', '스트레스', '나마', '내려놓다', '수', '곳', '찾다', '추천', '드리다']"
"요즘 멀리가는것도 부담스럽고 소확행, 또는 잔잔한일상만으로 감사함을 느끼게 되는데요",2,33,"['요즘', '멀리', '가다', '부담스럽다', '소', '확행', '또는', '잔잔하다', '일상', '만으로', '감사하다', '느끼다', '되다']"
도심 가까이에 이런곳이 있어서 너무나 좋고 행복하고 또한 감사하는 마음이 저절로 생깁니다.,3,33,"['도심', '가까이', '곳', '너무나', '좋다', '행복하다', '감사하다', '마음', '저절로', '생기다']"
낮은 낮대로 밤은 밤대로 열일하는 망원한강공원이네요.,4,33,"['낮다', '낮', '대로', '밤', '은', '밤', '대로', '열', '는', '망원', '한강', '공원', '이네', '요']"
새벽부터  많은 사람들의 발길을 반갑게 맞아주며 싱그러움을 가득안은 아름다움이 강을따라 넘실대다가 밤이되면 또 다른 도시의 모습을 보듬고 드넓은 온 강을 화려하게 수 놓아 일렁이는 물결따라 춤을추듯 반짝이는 불빛들이 어느새 말없이 넉을놓고 조용히 감상에 빠져들게 만드는 마성의 매력이 공존하는 곳입니다.,5,33,"['새벽', '많다', '사람', '발길', '반갑다', '맞다', '싱그럽다', '움', '가득', '안다', '아름답다', '움', '강', '따르다', '넘실대다', '밤', '되다', '도시', '모습', '보듬다', '드넓다', '온', '강', '화려하다', '수', '놓다', '렁', '는', '물결', '따르다', '춤', '추다', '반짝이다', '불빛', '어느새다', '말', '없이', '넉', '놓다', '조용하다', '감상', '빠져들다', '만들다', '마', '성의', '매력', '공존', '하다', '곳', '이다']"
추워지기전 마지막 제트스키타고 야경보는 재미~,0,34,"['추워지다', '기전', '마지막', '제트', '스키', '타고', '야경', '보다', '재미']"
"가벼운 피크닉, 자전거타기, 조깅, 걷기 등 한강을 바라보며 즐길수있는곳입니다.",0,35,"['가볍다', '피크닉', '자전거타기', '조깅', '걷기', '한강', '바라보다', '즐기다', '곳', '이다']"
역시 사람은 자연과 함께 살아야하나봅니다.,1,35,"['역시', '사람', '은', '자연', '살다', '보다']"
근처에 살면서 30년동안 100번 넘게 간 것같습니다.,2,35,"['근처', '살다', '30년', '100', '번', '넘다', '간']"
야경도 좋아요,3,35,"['야경', '도', '좋다']"
밤과 낮 모두 좋아요.,0,36,"['밤', '낮', '좋다']"
"한강을 바로 옆에 두고 커피를 마신다는건 동네에서 마시는 것과는 분명한 차이가 있는듯~ 거기에 조금 더 다양한 빵이 있다는 것이 매우 좋고, 더불어 분위기 역시 구~웃^^",0,37,"['한강', '옆', '두다', '커피', '말다', '동네', '마시다', '과는', '분명하다', '차이', '거기', '더', '다양하다', '빵', '매우', '좋다', '더불다', '분위기', '역시', '웃', '^^']"
"갈수록 핫해지는 망원동과 망원시장, 월드컵시장의 수많은 먹거리들.",0,38,"['갈수록', '핫', '하다', '망원동', '망원', '시장', '월드컵', '시장', '수많다', '먹거리']"
"먹거리와 커피사서 넓은 한강공원 잔디밭에서 강을 바라보며 여유를 느낄 수 있는 곳

치킨이랑 피자도 시켜먹을 수 있고 편의점에서 라면도 끓여먹고 플로팅 별다방에서 즐거운 시간을 보낼 수 있는 곳

서울함상공원에서 3천톤급 군함과 잠수함을 구경할 수 있는 곳

밤에는 성산대교와 한강에 반사되는 달빛과 불빛이 알흠다운 야경이 있는 곳

주말에 차를 타고 간다면 헬게이트를 열게 될 것이야",1,38,"['먹거리', '커피', '사서', '넓다', '한강', '공원', '잔디밭', '강', '바라보다', '여유', '느끼다', '수', '곳', '\r\n\r\n', '치킨', '이랑', '피자', '도', '먹다', '수', '편의점', '라면', '도', '끓이다', '먹다', '플로', '팅', '별다방', '즐겁다', '보내다', '수', '곳', '\r\n\r\n', '서', '울', '함', '상', '공원', '3천', '톤급', '군함', '잠수함', '구경', '하다', '수', '곳', '\r\n\r\n', '밤', '에는', '성산대교', '한강', '반사', '되다', '달빛', '불빛', '알흠', '다운', '야경', '곳', '\r\n\r\n', '주말', '차', '타고', '간다', '면', '헬', '게이트', '열다', '되다', '이야']"
"집에서 한강공원까지 걸어서 한시간~~
살이 넘 쪄서 걷기 시작
사람들이 그리 많은지 몰랐어요",0,39,"['집', '한강', '공원', '걸다', '한', '~~', '\r\n', '살이', '넘다', '찌다', '걷기', '시작', '\r\n', '사람', '그리다', '많다', '모르다']"
5kg  감량을 위해~~~,1,39,"['kg', '감량', '위해', '~~~']"
스타벅스때문에 갔다가 앉을 자리가 없어 그냥 한바퀴 돌다 왔는데 좋았다.,0,40,"['스타벅스', '때문', '가다', '앉다', '자리', '없다', '그냥', '한', '바퀴', '돌다', '오다', '좋다']"
날씨가 좋은게 한몫했다.,1,40,"['날씨', '좋다', '은', '게', '한몫', '하다']"
저녁 일몰 시점에 사진 찍기 좋습니다.,0,41,"['저녁', '일몰', '시점', '사진', '찍기', '좋다']"
[동절기엔 날씨가 매우 추우니 옷을 두껍게 입고 오세요. ],1,41,"['[', '동', '절기', '엔', '날씨', '매우', '추다', '옷', '두껍다', '입다', '오다', ']']"
망원시장이 가깝고 군함도 볼수 있어 좋네요.,0,42,"['망원', '시장', '가깝다', '군함도', '보다', '좋다']"
"공연장이 공원 내에 있는데 코로나 때문에
조용했다가 얼마 전부터 주말마다 트로트 공연을 하네요.",1,42,"['공연장', '공원', '내', '코로나', '때문', '\r\n', '조용하다', '전', '주말', '마다', '트로트', '공연', '하다']"
연세 있으신 어르신들이 꽤 많이 오셔서 공원이 반반으로 나뉘어 가족/커플 존과 어르신 존으로 나뉘는것 같습니다.,2,42,"['연세', '어르신', '꽤', '많이', '오다', '공원', '반', '반', '나뉘다', '가족', '/', '커플', '존', '어르신', '존', '나뉘다']"
우리나라 한강공원은 어디를 가나 최고인듯싶어요.,0,43,"['우리나라', '한강', '공원', '은', '가나', '최고', '인', '듯', '싶다']"
오늘은 여의도불꽃축제가 있다하여 망원한강공원 왔어요.,1,43,"['오늘', '은', '여의도', '불꽃', '축제', '망원', '한강', '공원', '오다']"
망원역에서 내려 20여분 걸어서 왔는데 꽤 멀더군요.,2,43,"['망원역', '내다', '20', '여분', '걸다', '오다', '꽤', '멀다']"
하지만 팡팡터지는 불꽃이 내마음에 불을 지피더군요.,3,43,"['팡팡', '터지다', '불꽃', '내', '마음', '불', '지피다']"
강변북로에도 차들도 엄청많고 꽉막혀 오도가도못하는 상황이었서요.,4,43,"['강변북로', '에도', '차', '도', '엄청', '많다', '꽉', '막히다', '오도', '가다', '상황', '이다']"
5분여 불꽂 놀이를 보고 망원한강공원으로 갔어요.,5,43,"['5분', '불', '꽂다', '놀이', '보고', '망원', '한강', '공원', '가다']"
성산대교밑이 바로 망원한강공원의 만남의 광장이죠.,6,43,"['성산대교', '밑', '망원', '한강', '공원', '만남', '광장', '죠']"
오늘이 꽤쌀쌀한 날씨임에도 많은 사람들이 자전거며 텐트에서 여가를즐기더군요.,7,43,"['오늘이', '꽤', '쌀쌀하다', '날씨', '임', '에도', '많다', '사람', '자전거', '며', '텐트', '여가', '즐기다']"
예전엔 돗자리며 야외식탁.천막 조명이런것들을 챙겨가야하는데 가게에서  빌려주더군요.,8,43,"['예전', '엔', '돗자리', '며', '야외', '식탁', '천막', '조명', '챙기다', '가게', '빌리다']"
대략 25000원이면 저걸다 빌릴수있답니다.,9,43,"['대략', '25000원', '이면', '걸다', '빌리다']"
자전거는 한강공원에서 바로 빌러탈수 있어요.,10,43,"['자전거', '는', '한강', '공원', '빌다', '탈수']"
단 운영시간이 따로 있어요.,11,43,"['단', '운영', '따로']"
텐트도 칠수있는 구역과 그렇지 않는 구역이 따로 있어요.,12,43,"['텐트', '도', '치다', '구역', '그렇다', '않다', '구역', '따로']"
텐트치면 안되는 구역에 텐트를 칠경우 벌금이 꽤 많이 나옵니다.,13,43,"['텐트', '치면', '안되다', '구역', '텐트', '경우', '벌금', '꽤', '많이', '나오다']"
여기에 편의점도 엄청 장사가 잘됩니디ㅡ.전에는 5천원에잔와인도 팔았지만 지금은안팔아서 조금 아쉬웼답ㄴㅣ다.,14,43,"['편의점', '도', '엄청', '장사', '잘', '되다', 'ㅡ', '전', '에는', '5천원', '에잔와인도', '파다', '지', '금은', '안', '파다', '아쉬웼답', 'ㄴㅣ', '다']"
여기에 함상공원이 있어 구경나오면 좋답니다,15,43,"['함', '상', '공원', '구경', '나오다', '좋다']"
5월이라 그런지 날씨도 선선해서 여자친구하고 자전거 타기 너무 좋았다,0,44,"['5월', '이라', '그렇다', '날씨', '도', '선선', '하다', '여자친구', '하고', '자전거', '너무', '좋다']"
특히 라면에 맥주가..더 좋았다 ❤️,1,44,"['특히', '라면', '맥주', '..', '더', '좋다', '❤️']"
마음껏 숨쉴수 있는 곳이라 생각돼요^^,0,45,"['마음껏', '숨쉬다', '곳', '이라', '생각', '돼다', '^^']"
자전거 타고 가면 바람도 시원하고 좋아요.,1,45,"['자전거', '타고', '가면', '바람', '도', '시원하다', '좋다']"
중간중간 편의점 있어서 필요할 때 이용할 수 있어서 좋구요.,2,45,"['중간', '중간', '편의점', '필요하다', '이용', '하다', '수', '좋다']"
마음을 가라앉히고 싶을때 가면 좋은것같아요^^,3,45,"['마음', '가라앉히다', '싶다', '가면', '좋다', '^^']"
따릉이를 이용해 한강변을 구경하던중 접근성이 좋은곳이라 여겨져 미니캠핑을 즐겼습니다.,0,46,"['따릉', '이를', '이용', '하다', '한', '강변', '구경', '하다', '중', '접근성', '좋다', '곳', '이라', '여겨지다', '미니', '캠핑', '즐기다']"
한가로이 즐기기 좋습니다,1,46,"['한가로이', '즐기다', '좋다']"
텐트대여해서 잼있게 잘 놀았어요.,0,47,"['텐트', '대', '여해', '서', '재다', '자다', '놀다']"
한강공원 순찰하시는 어르신들이 원터치 텐트도 접어주시고 친절합니다.,1,47,"['한강', '공원', '순찰', '하다', '어르신', '원', '터치', '텐트', '도', '접다', '친절하다']"
화장실도 깨끗하도 관리가 잘 되어있어요.,2,47,"['화장실', '도', '깨끗하다', '관리', '자다', '되어다']"
가을 지금 가기좋음.,0,48,"['가을', '지금', '가기', '좋다']"
날벌레 적고 돗자리 깔고 한숨 자고 가도됨.,1,48,"['날', '벌레', '적다', '돗자리', '깔다', '한숨', '자고', '가도', '되다']"
가족 연인 단위 방문객 다수.,2,48,"['가족', '연인', '단위', '방문객']"
석식 후 산책 코스로 망원시장 연결 추천.피크닉 구역돗자리 필수.,3,48,"['석식', '후', '산책', '코스', '망원', '시장', '연결', '추천', '피크닉', '구역', '돗자리', '필수']"
가벼운 식사 가능.,4,48,"['가볍다', '식사', '가능']"
준비한 음식 없어도 근처 편의점 메뉴 구입가능(좀비싸다),5,48,"['준비', '한', '음식', '없다', '근처', '편의점', '메뉴', '구입', '가능', '좀비', '싸다']"
서울함 공원이 된지 꽤 지났죠?,0,49,"['서울', '함', '공원', '되다', '꽤', '지나다']"
