리뷰,rep,index,Processing
모레바닥 아니고 우레탄화장실중간중간에 공중화장실 있음반려견 동반 환경반려견 동반 가능피크닉 구역거의 모든 구역 가능,8,3,"['모레', '바닥', '아니다', '우레', '화장실', '중간', '중간', '공중화장실', '반려견', '동반', '환경', '반려견', '동반', '가능', '피크닉', '구역거', '모든', '구역', '가능']"
한강의 멋진 전망,0,4,"['한강', '멋지다', '전망']"
전용 산책로가 있어 조깅하는 사람과 자전거 타는 사람에게 이상적인 서울의 거대한 공원입니다.,0,5,"['전용', '산책로', '조깅', '하다', '사람과', '자전거', '사람', '적', '인', '서울', '거대하다', '공원', '이다']"
짧고 긴 회로.,1,5,"['짧다', '기다', '회로']"
"물과 풀이 있는 좋은 공원, 가을에 석양 무렵은 한폭의 그림",0,6,"['물', '풀이', '좋다', '공원', '가을', '석양', '은', '한', '폭', '그림']"
여긴 그래도 사람적음,0,7,"['여기다', '사람', '적다']"
여기서 지금 여자친구랑 1일이 되었네요.,0,8,"['서', '지금', '여자친구', '랑', '1일', '되어다']"
오래오래 행복하게 만나겠습니다.,1,8,"['오래오래', '행복하다', '만나다']"
서로 많이 예뻐해주고 아껴주도록 하겠습니다.,2,8,"['서로', '많이', '예쁘다', '해주다', '아끼다', '하다']"
봄과 여름에 주말을 보내기 가장 좋은 장소 중 하나,0,9,"['봄', '여름', '주말', '보내다', '가장', '좋다', '장소', '중']"
너무좋아요,0,10,"['너무', '좋다']"
굿굿,1,10,['굿굿']
잠시 산책하러 가는곳인듯.,0,11,"['산책', '하다', '가다', '곳', '인', '듯']"
편의점도 작고 한강도 잘 안보임.,1,11,"['편의점', '도', '작고', '한강', '도', '자다', '안', '보이다']"
"산책도하면서,여유를즐길수 있어요",0,12,"['산책', '도', '하다', '여유', '즐기다']"
자전거타러나가기조아요,0,13,"['자전거', '나가다', '조아', '요']"
좋아요,0,14,['좋다']
훌륭한 공공 자원입니다.,0,15,"['훌륭하다', '공공', '자원', '이다']"
밤에도 안전하고 아름답습니다.,1,15,"['밤', '에도', '안전하다', '아름답다']"
저녁먹기전 산책 다녀왔는데 예전에 비해 많이 가꿔지고 쉴곳이 많이 생겼네요.,0,16,"['저녁', '먹다', '산책', '다녀오다', '예전', '비다', '많이', '가꾸다', '쉬다', '곳', '많이', '생기다']"
주차도 편리해서 자주 갔었는데 차 말고 걸어서 다녀야겠습니다.,1,16,"['주차', '도', '편리하다', '자주', '가다', '차', '말고', '걸다', '다니다']"
굿,0,17,['굿']
좋은,0,18,['좋다']
자전거타고 가봄.,0,19,"['자전거', '타고', '가보다']"
"공원에 간건 아니고, 자전거 타고 양화대교 건너다가 본 것이 전부입니다",0,20,"['공원', '가다', '아니다', '자전거', '타고', '양화대교', '건너다', '보다', '이다']"
목가적 분위기의 한강공원입니다.,0,21,"['목', '적', '분위기', '한강', '공원', '이다']"
"강을 따라 시설이 잘 갖춰진 공원, 피크닉 장소, 시립 수영장, 반려견 보호 구역, 지구 전체를 둘러싸는 22km 길이의 자전거 도로, 보행자 구역, 벤치, 화장실, 분수, 야외 체육관, 미니마켓이 있습니다.",0,22,"['강', '따르다', '시설', '자다', '갖추다', '공원', '피크닉', '장소', '시립', '수영장', '반려견', '보호', '구역', '지구', '전체', '둘러싸다', '22', 'km', '길이', '자전거', '도로', '보행자', '구역', '벤치', '화장실', '분수', '야외', '체육관', '미니', '마켓']"
모든 곳에서 도시 스카이라인과 다리의 전망을 감상하실 수 있습니다.,1,22,"['모든', '곳', '도시', '스카이라인', '다리', '전망', '감상', '하다', '수']"
도시 주변을 크루즈하는 보트도 이 공원에서 출발합니다.,2,22,"['도시', '주변', '크루즈', '하다', '보트', '도', '공원', '출발', '하다']"
"이상한 아줌마 아저씨들이 자전거를 타고와서

술판을 벌림...ㅋㅋㅋ",0,23,"['이상하다', '아줌마', '아저씨', '자전거', '타고', '서다', '\r\n\r\n', '술판', '벌리다', 'ㅋㅋㅋ']"
걷기 좋아요,0,24,"['걷기', '좋다']"
놀면서 낚시를 쉬어보세요,0,25,"['놀다', '낚시', '쉬다', '보다']"
온실과 내부 편의시설이 최고입니다,0,26,"['온실', '내부', '편의', '시설', '최고', '이다']"
여인들과의   차한잔하시면  따봉입니다,1,26,"['여인', '과의', '차', '한잔', '하다', '따다', '봉', '이다']"
그냥 한강변에 있는 다른 공원과 별 차이 없이 주변 사는 사람들이 쉬러 오기 좋은 공원,0,27,"['그냥', '한', '강변', '공원', '별', '차이', '없이', '주변', '살다', '사람', '쉬다', '오기', '좋다', '공원']"
저녁에 시원한 바람과 함께 산책하면 최고입니다,0,28,"['저녁', '시원하다', '바람', '산책', '하다', '최고', '이다']"
좋음,0,29,['좋다']
❤️❤️❤️❤️,0,30,['❤️❤️❤️❤️']
양화대교 남단에 위치한 고수부지 공원으로 시민들이 산책겸 소풍장소로 많이 이용한다,0,31,"['양화대교', '남단', '위치', '한', '고수부지', '공원', '시민', '산책', '겸', '소풍', '장소', '많이', '이용', '한', '다']"
한강을 건너는 바나나보트를 탈 수 있어요.,0,32,"['한강', '건너다', '바나나보트', '탈', '수']"
형편없음,0,33,"['형편', '없다']"
"■ 서울 수변공원중 으뜸

ㆍ 아마도 내가 아는한 서울의 수변공원중에서는 양화한강공원이 필드뷰와
한강뷰 모두 최고로 멋진 곳이 아닌가 싶다",0,34,"['■', '서울', '수', '변', '공원', '중', '으뜸', '\r\n\r\n', 'ㆍ', '아마도', '내', '알다', '서울', '수', '변', '공원', '중', '에서는', '양화', '한강', '공원', '필드', '뷰', '\r\n', '한강', '뷰', '최고', '멋지다', '곳', '아니다', '싶다']"
"ㆍ 제 1, 2 주차장이 비좁은 것을 제외하곤 단점이 거의 없는듯

ㆍ 선유도공원과 마주한 이곳은 잔디밭이 풍부해 도로면에 가까운 곳엔 시민들이 설치한 그늘막이 군데 군데 놓여
있고 한강면이 가까운 곳엔 돗자리와
비치의자, 간이테이블 등이 점거하고 있다.",1,34,"['ㆍ', '주차장', '비', '좁다', '제외', '곤', '단점', '없다', '\r\n\r\n', 'ㆍ', '선유도', '공원', '마주', '한', '곳', '은', '잔디밭', '풍부하다', '도로', '면', '가깝다', '곳', '엔', '시민', '설치', '한', '그늘', '막', '군데', '군데', '놓이다', '\r\n', '한강', '면', '가깝다', '곳', '엔', '돗자리', '\r\n', '비치', '의자', '간이', '테이블', '점거', '하고']"
"ㆍ 이곳엔 한강 전망대와 카페, 놀이터,
매점, 화장실과 자전거 도로 등의 편의 시설이 있어 하루종일 휴식을 취한다 한들 불편함을 전혀 느끼지 못할듯 ~

ㆍ 이곳에서 휴식을 취하는 시민들을
보며 마치 이곳이 미국이나 호주의 도시공원 같다는 생각을 했다.",2,34,"['ㆍ', '곳', '엔', '한강', '전망대', '카페', '놀이터', '\r\n', '매점', '화장실', '자전거', '도로', '편의', '시설', '하루', '종일', '휴식', '취한', '다', '하다', '들다', '불편하다', '전혀', '느끼다', '못', '하다', '\r\n\r\n', 'ㆍ', '곳', '휴식', '취하', '는', '시민', '\r\n', '보다', '곳', '미국', '이나', '호주', '도시', '공원', '생각', '하다']"
강바람이 시원합니다,0,35,"['강바람', '시원하다']"
평일 낮에 조용하고 화장실도 깨끗하고 좋았습니다,0,36,"['평일', '낮', '조용하다', '화장실', '도', '깨끗하다', '좋다']"
편의점이 있어서 더 편리했어요,1,36,"['편의점', '더', '편리하다']"
산책하기 좋음,0,37,"['산책', '하다', '좋다']"
당산역에서 엄청 가깝습니다.,0,38,"['당산역', '엄청', '가깝다']"
한강은 서울의 젖줄 늘 최고지요,1,38,"['한강', '은', '서울', '젖줄', '늘', '최고', '지', '요']"
양화한강공원에서 여의도 방면으로 강아지와 산책겸 들렀는데 강아지 산책로로는 좋지않았음.,0,39,"['양화', '한강', '공원', '여의도', '방면', '강아지', '산책', '겸', '들르다', '강아지', '산책로', '로는', '좋다', '않다']"
길이 끊기고 좁고 자전거도로와 너무 가까워서 위험했음.,1,39,"['길이', '끊기다', '좁다', '자전거', '도로', '너무', '가깝다', '위험하다']"
사람만 산책한다면 생태공원길도 있고 나쁘지 않음반려견 동반 환경여의도한강공원쪽으로는 길이 끊기는 부분도 있고 자전거도로와 너무 가깝고 좁아 위험했음,2,39,"['사람', '만', '산책', '하다', '생태', '공원', '길다', '나쁘다', '않다', '반려견', '동반', '환경', '여의도', '한강', '공원', '쪽', '으로는', '길이', '끊기다', '부분', '도', '자전거', '도로', '너무', '가깝다', '좁다', '위험하다']"
한강라면은 언제나 맛있어요~,0,40,"['한강', '라면', '은', '언제나', '맛있다']"
넓고 깨끗해요,0,41,"['넓다', '깨끗하다']"
산책하기 좋아요,1,41,"['산책', '하다', '좋다']"
당산역에서도 가까워요,2,41,"['당산역', '에서도', '가깝다']"
자전거  라이딩 중에  식사 함.,0,42,"['자전거', '라이딩', '중', '식사', '함']"
한강라면 맛있다,1,42,"['한강', '라면', '맛있다']"
햇살이 따사롭고 주말에 여유로운 한때를 즐겼습니다,0,43,"['햇살', '따다', '롭고', '주말', '여유', '로운', '한', '즐기다']"
산책하기 좋다옹,0,44,"['산책', '하다', '좋다', '옹']"
덜 붐비는 지역을 찾고 있다면 여의도보다 더 나은 선택입니다.,0,45,"['덜', '붐비다', '지역', '찾다', '여의도', '보다', '더', '나은', '선택', '이다']"
가볍게 산보하기 아주 좋습니다.,0,46,"['가볍다', '산보', '하다', '아주', '좋다']"
한강을 제대로 느키실수 있습니다,1,46,"['한강', '제대로', '느키', '실수']"
한강을 가까이 할수있는 동선이 좋습니다,0,47,"['한강', '가까이', '하다', '동선', '좋다']"
좋은 공원,0,48,"['좋다', '공원']"
다른 한강공원과는 조금 다른 분위기..,0,49,"['한강', '공원', '과는', '분위기', '..']"
한강이 바로 앞에 바다처럼 있어요.,1,49,"['한강', '앞', '바다', '처럼']"
"자전거의 쉼터
물 받는곳이 여기있음",0,50,"['자전거', '쉬다', '터', '\r\n', '물', '받다', '곳', '여기다']"
힐링하기 좋아요,0,51,"['힐링', '하다', '좋다']"
자전거 타기 좋아요,0,52,"['자전거', '좋다']"
가끔 가는 곳.,0,53,"['가끔', '가다', '곳']"
이번에는 지인들과 만나 식사 후 한강공원에서 걷기를 함.,1,53,"['에는', '지인', '만나다', '식사', '후', '한강', '공원', '걷기', '함']"
봄이라 그런지 사람도 많고 특히 벗꽃이 활짝 피어 저녁임에도 불구하고 마음을 설레게 한다.,2,53,"['봄', '이라', '그렇다', '사람', '도', '많다', '특히', '벗꽃', '활짝', '피어', '저녁', '임', '에도', '불구', '하고', '마음', '설레다', '하다']"
오랜만에 한강 바람을 맞으며 걸으니 정말 기분도 좋고 행복한 사람들과 함께 하신 더욱 기분이 좋다.,3,53,"['오랜', '만', '한강', '바람', '맞다', '걸다', '정말', '기분', '도', '좋다', '행복하다', '사람', '하다', '더욱', '기분', '좋다']"
좋은 일들만 다 가득하길..,4,53,"['좋다', '만', '다', '가득하다', '..']"
하는 일들이 다 잘 되고 번창하길..,5,53,"['하다', '다', '자다', '되다', '번창', '하다', '..']"
힐링~,0,54,['힐링']
"밤에 맥주 하나들고 조용히 산책~
꽤 큰 매점이 있어 좋아요~",0,55,"['밤', '맥주', '고', '조용하다', '산책', '\r\n', '꽤', '크다', '매점', '좋다']"
편의점이나 음식판매하는곳이 컨테이너박스에서판거같아별로..,0,56,"['편의점', '이나', '음식', '판매', '는', '곳', '컨테이너', '박스', '파다', '별로', '..']"
"산책 다녀왔는데, 산책로 너무잘되어있고 주차장도 넓어서 주차하기 편해요 ^^",0,57,"['산책', '다녀오다', '산책로', '너무', '잘', '되어다', '주차장', '도', '넓다', '주차', '하다', '편하다', '^^']"
"제주도의 하이라이트
유채꽂밭 출입비용 1000원
입니다",0,58,"['제주도', '하이라이트', '\r\n', '유채', '꽂다', '밭', '출입', '비용', '1000원', '\r\n', '이다']"
"아직 날씨은 바람이 차서 쌀쌀했지만, 산책하며 기분전환으로 아주 좋았습니다!",0,59,"['아직', '날씨', '은', '바람', '차서', '쌀쌀하다', '산책', '하다', '기분', '전환', '아주', '좋다']"
:),1,59,[':)']
횔기차고 좋아요,0,60,"['횔기차', '고', '좋다']"
한강공원들중 나름 풍치있는 곳입니다~,0,61,"['한강', '공원', '중', '나름', '풍', '치다', '곳', '이다']"
또한 넓은 공용주차장이 있어 편니하기도 합니다~,1,61,"['넓다', '공용', '주차', '장이', '펴다', '기도', '하다']"
산책하기 좋은 곳,0,62,"['산책', '하다', '좋다', '곳']"
아라뱃길 라이딩 가는 중에 쉬면서 따끈한 커피 한 잔,0,63,"['아라뱃길', '라이딩', '가다', '중', '쉬다', '따끈하다', '커피', '하다', '잔']"
"봉제산부터 가양대교 지나
한강공원 월드컵대교 당산철교 ,
여의도 증권빌딩
국회의사당 까지
자전거 여행",0,64,"['봉제산', '가양대교', '지나', '\r\n', '한강', '공원', '월드컵대교', '당산철교', '\r\n', '여의도', '증권', '빌딩', '\r\n', '국회의사당', '\r\n', '자전거', '여행']"
시기적으로 뭘 보려니 하지않았고 지나가는 길이었는데  코스모스가 것두 실하게 큰송이로 넓게 펴있어서 눈호강을 했네요,0,65,"['시', '기적', '뭘', '보다', '하다', '않다', '지나가다', '길', '이다', '코스모스', '두', '실하다', '크다', '송이', '넓다', '펴다', '눈', '호강', '하다']"
한적한 한강공원을 원하시면 이곳으로~^^,0,66,"['한적하다', '한강', '공원', '원하다', '곳', '~^^']"
날 좋은 날 가자,0,67,"['날', '좋다', '날', '가다']"
운동하기 좋고 피크닉 강추,0,68,"['운동', '하다', '좋다', '피크닉', '강추']"
화장실이 있어서 좋았다,0,69,"['화장실', '좋다']"
코스모스가 한창이라 엇지네ㅛ,0,70,"['코스모스', '한창', '이라', '엇', '지다', 'ㅛ']"
코스모스는 다른 곳도 많이 있으나 여기가 가장 이쁜거 같습니다,0,71,"['코스모스', '는', '곳도', '많이', '가장', '이쁘다']"
정말 매력적이다,0,72,"['정말', '매력', '적', '이다']"
자전거 타고 쉬는곳,0,73,"['자전거', '타고', '쉬다', '곳']"
"낮은 흐림, 쓸쓸한 작은배....",0,74,"['낮다', '흐리다', '쓸쓸하다', '작다', '배', '....']"
막걸리 사가지고 집에 가야겠다...,1,74,"['막걸리', '사가다', '집', '가다']"
왜냐하면,0,75,[]
주차비 이제는 주말도 유료,0,76,"['주', '차비', '이제', '는', '주말', '도', '유료']"
"주기적으로 찾는곳, 언제든 각종 레저활동 및 여가를 즐길수있는곳으로 도시인들의 힐링명소가 아닐까 합니다",0,77,"['주', '기적', '찾다', '곳', '든', '레저', '활동', '여가', '즐기다', '곳', '도시', '인들', '힐링', '명', '소가', '아니다', '하다']"
"가족나들이, 피크닉 장소로 좋아요",0,78,"['가족', '나들이', '피크닉', '장소', '좋다']"
좋아요,0,79,['좋다']
자전거 라이딩중 지나감,0,80,"['자전거', '라이딩', '중', '지나가다']"
나는 이곳이 정말 감사하다는 것을 배웠다,0,81,"['는', '곳', '정말', '감사하다', '배우다']"
런닝하거나 기분전환하기좋은 곳,0,82,"['런닝하거', '기', '분전', '환하다', '좋다', '곳']"
한강공원 중 가잘 배스가 잘 잡히는 곳.,0,83,"['한강', '공원', '중', '가다', '배스', '자다', '잡히다', '곳']"
그리고 아이들데리고 산책나오기 가장 좋은 환경.,1,83,"['데리', '고', '산책', '나오다', '가장', '좋다', '환경']"
🏻🏻 …,0,84,['🏻🏻']
한강 공원 라면중 젤 맛없음..,0,85,"['한강', '공원', '라면', '중', '젤', '맛없다', '..']"
같은 기계인데 왜 그럴까?,1,85,"['기계', '인데', '그렇다']"
기본적으로 너무 지저분함,2,85,"['기본', '적', '너무', '지저분하다']"
굳굳굳,0,86,"['굳다', '굳다', '굳다']"
쾌적하고 버드나무가 많은 공원,0,87,"['쾌적하다', '버드나무', '많다', '공원']"
방문.,0,88,['방문']
운동.,1,88,['운동']
휴식하기 좋은 곳놀이터아이들도 어른도 놀기 좋다화장실깨끗하고 사용하기 편해요,2,88,"['휴식', '하다', '좋다', '곳', '놀이터', '도', '어른', '도', '놀다', '좋다', '화장실', '깨끗하다', '사용', '하다', '편하다']"
피크닉 구역놀기 좋아요,3,88,"['피크닉', '구역', '놀다', '좋다']"
"한강공원에서는 걷기, 자전거 타기, 놀기 등을 할 수 있습니다.",0,89,"['한강', '공원', '에서는', '걷기', '자전거', '놀다', '하다', '수']"
경치좋아유,0,90,"['경치', '좋다', '아유']"
한적,0,91,['한적']
항상 힐링 및 산책 가능한 최애 장소!,0,92,"['항상', '힐링', '산책', '가능하다', '최애', '장소']"
한강공원은 언제가도 너무 좋습니다,0,93,"['한강', '공원', '은', '언', '가도', '너무', '좋다']"
선유도 공원을 가시려면 제2주차장에 차를 대세요,0,94,"['선유도', '공원', '갈다', '주차장', '차', '대세', '요']"
하늘이 매우 이쁜 계절,0,95,"['하늘', '매우', '이쁘다', '계절']"
그늘진 곳이 많아 좋다,0,96,"['그늘', '진', '곳', '많다', '좋다']"
당산역에서 내려서 지하도보로 걸어가면 나옵니다,0,97,"['당산역', '내다', '지하도', '보로', '걸어가다', '나오다']"
8월 저녁의 강 바람도 좋고 산책하기 괜찮은 장소 입니다,1,97,"['8월', '저녁', '강', '바람', '도', '좋다', '산책', '하다', '괜찮다', '장소', '이다']"
여기명당 편의점옆에 내려가는길,0,98,"['명당', '편의점', '옆', '내려가다']"
자전거타며 한강을 지나갈때 아름다운곳,0,99,"['자전거', '한강', '지나가다', '아름답다', '곳']"
좋아요,0,100,['좋다']
좀 더 밝고 안전장치가 더 확충되었으면 합니다.,0,101,"['더', '밝다', '안전', '장', '치가', '더', '확충', '되어다', '하다']"
당산역에서 꽤 가까운 한강을 따라 산책하기 너무 좋은 공원이에요.,0,102,"['당산역', '꽤', '가깝다', '한강', '따르다', '산책', '하다', '너무', '좋다', '공원', '이에요']"
그리고 당산역 4번출구 옆에는 여의도 사진찍기 좋은 곳도 있어요.,1,102,"['당산역', '번', '출구', '옆', '에는', '여의도', '사진', '찍기', '좋다', '곳도']"
한강공원중엔 평범해요,0,103,"['한강', '공원', '중', '엔', '평범하다']"
아이들과 시간보내기 좋은곳 입니다.,0,104,"['보내다', '좋다', '곳', '이다']"
좋죠,0,105,['좋다']
양화대교 남단.,0,106,"['양화대교', '남단']"
다리 아래 화장실 있음.,1,106,"['다리', '아래', '화장실']"
정말로 걷기와 운동하기가좋은곳입니다,0,107,"['정말로', '걷기', '운동', '하다', '좋다', '곳', '이다']"
자전거로 또 도보로 자주 방문하는 곳입니다.,0,108,"['자전거', '도보', '자주', '방문', '하다', '곳', '이다']"
선유도공원과 선유교로 연결되어 더욱 자주 방문하게 되는 곳입니다.,1,108,"['선유도', '공원', '선유교', '연결', '되어다', '더욱', '자주', '방문', '하다', '되다', '곳', '이다']"
자그마한 장미터널과 그늘막설치 가능한 곳이 있어요.,0,109,"['자그마하다', '장미', '터널', '그늘', '막', '설치', '가능하다', '곳']"
주변에 사신다면 들려보시길.,1,109,"['주변', '살다', '들다', '보다']"
그리고 선유도 방문 추천합니다.,2,109,"['선유도', '방문', '추천', '하다']"
💕🥰💯…,0,110,['💕🥰💯']
걷기좋아요.,0,111,"['걷기', '좋다']"
깨끗하고,1,111,['깨끗하다']
깨긋해오 주차도편하고,0,112,"['깨', '긋다', '해오', '주차', '도편', '하고']"
운동하기 너무 좋아요..,0,113,"['운동', '하다', '너무', '좋다', '..']"
한강이 바로 있어서 너무 좋아요,1,113,"['한강', '너무', '좋다']"
"선유도공원 가는길에 잠시 들어가 보았고
장미단지에 피어난 아름다운 장미🌹꽃들과 함께 주변에는 다양한 동물 모형의 조형물도 있어서 가족나들이도 좋을 것 같습니다.…",0,114,"['선유도', '공원', '가다', '길', '들어가다', '보다', '\r\n', '장미', '피어', '난', '아름답다', '장미', '🌹', '꽃', '주변', '에는', '다양하다', '동물', '모형', '조형', '물', '도', '가족', '나들이', '도', '좋다', '.…']"
"이 작은 장미 터널과 함께 사진을 찍으려면 양화한강 1번, 2번 주차장에 주차한 뒤 다리 방향으로 걸어가면 다리와 공공운동시설을 지나 계속 직진하면 된다.",0,115,"['작다', '장미', '터널', '사진', '찍다', '양화', '한강', '번', '번', '주차장', '주차', '한', '뒤', '다리', '방향', '걸어가다', '다리', '공공', '운동', '시설', '지나', '계속', '직진', '하다', '되다']"
노란 꽃밭(지금은 거의 다 녹색)을 지나 텐트지역을 지나갑니다.,1,115,"['노랗다', '꽃밭', '지금', '은', '다', '녹색', '지나', '텐트', '지역', '지나가다']"
거기에서 새끼손가락이 있는 곳을 찾을 수 있습니다.,2,115,"['거기', '새끼손가락', '곳', '찾다', '수']"
미니스톱 한강 양화 2호 근처에 있습니다.,3,115,"['미니스톱', '한강', '양화', '호', '근처']"
지난 일요일에 거기에 갔는데 여전히 괜찮았습니다.,4,115,"['지난', '일요일', '거기', '가다', '여전하다', '괜찮다']"
거칠어지기 시작했습니다.,5,115,"['거치다', '시작', '하다']"
장미공원?,0,116,"['장미', '공원']"
터널?,1,116,['터널']
"을 기대하는 마음으로 방문했는데
생각보다 자그마하네여 ㅎㅎㅎㅎ",2,116,"['기대하다', '마음', '방문', '하다', '\r\n', '생각', '보다', '자그마하다', 'ㅎㅎㅎㅎ']"
"많은 분들이 사진찍기 위해 줄을 서계셨구
아예 각잡고 찍으시는 분들도 꽤 계시더라구요 ㅎㅎㅎ
ㅅㅏ",3,116,"['많다', '분', '사진', '찍기', '위해', '줄', '서다', '\r\n', '아예', '잡고', '찍다', '분', '도', '꽤', '계시다', 'ㅎㅎㅎ', '\r\n', 'ㅅㅏ']"
람들 많은 건 백번 이해하는데 ㅎㅎ 장미구간이 너무 소박해서 아쉬웠어요 ㅎㅎㅎ,4,116,"['람', '많다', '건', '백', '번', '이해', '하다', 'ㅎㅎ', '장미', '구간', '너무', '소박하다', '아쉽다', 'ㅎㅎㅎ']"
나머지는 걍 걷기 좋구 눕기 좋구 앉기 좋은 평화로운 한강 공원~~ 역이랑도 가깝고~~(당산역 선유도역 다 가능~) 조아여 ~~~,5,116,"['나머지', '는', '걍', '걷기', '좋다', '눕다', '좋다', '앉다', '좋다', '평화롭다', '한강', '공원', '~~', '역', '이랑', '도', '가깝다', '~~(', '당산역', '선유도역', '다', '가능', '~)', '좋다', '~~~']"
그냥 집이 근처면 갈만 한 정도,0,117,"['그냥', '집', '근처', '면', '갈다', '하다', '정도']"
해양소년단훈련장이 있는 서울 양화조종면허시험장,0,118,"['해양소년단', '훈련', '장이', '서울', '양화', '조종', '면허', '시험', '장']"
자전거타기 좋아요,0,119,"['자전거타기', '좋다']"
음...,0,120,['음']
한강에 명상을 하러 갔는 사실상 낮잠자러 간 결과가 됨..,1,120,"['한강', '명상', '하다', '가다', '사실', '상', '낮잠', '자다', '간', '결과', '되다', '..']"
2시간 놀다가 옴. ㅜㅜ.,2,120,"['2시간', '놀다', '옴', 'ㅜㅜ']"
특징바비큐 그릴: 아니요,3,120,"['특징', '바비큐', '그릴', ':', '아니다']"
산책코스길이 강변하고 살짝 떨어져있어요.,0,121,"['산책', '코스', '길이', '강변', '하고', '살짝', '떨어지다']"
탁 트인 전망은 아니에요.,1,121,"['탁', '트이다', '전망', '은', '아니다']"
수풀우거짐,2,121,"['수', '풀다', '짐']"
주위풍경이 평온하고 힐링되는곳입니다,0,122,"['주위', '풍경', '평온하다', '힐링', '되다', '곳', '이다']"
평일에 가셔야 한가집니다,1,122,"['평일', '갈다', '하다', '가지다']"
사람도 많이 없구 저녁에 산책하러갔는데 너무 좋았어용!,0,123,"['사람', '도', '많이', '없다', '저녁', '산책', '하다', '가다', '너무', '좋다']"
정말 최고의 장소입니다,0,124,"['정말', '최고', '장소', '이다']"
자주찍는 사진 명소들이 있어서 좋은듯.,0,125,"['자주', '찍다', '사진', '명소', '좋다', '듯']"
아는분들만 찍는곳이 있어요.,1,125,"['알다', '분', '만', '찍다', '곳']"
다른 한강 공원보다 규모는 작아요.,0,126,"['한강', '공원', '보다', '규모', '는', '작다']"
하지만 사람도 덜 모이고 더 한강하고 가깝게 앉아서 시간 보낼 수 있어서 좋아요.,1,126,"['사람', '도', '덜', '모이', '고', '더', '한강', '하고', '가깝다', '앉다', '보내다', '수', '좋다']"
근처 미니스톱에서 다른 한강 공원처럼 라면도 먹을 수 있습니다.,2,126,"['근처', '미니스톱', '한강', '공원', '처럼', '라면', '도', '먹다', '수']"
"다만 지하철 지나다닐 때, 시끄러운 점만 조금 문제 같아요.",3,126,"['지하철', '지나', '다니다', '시끄럽다', '점', '만', '문제']"
"양화대교 전망쉼터, 선유카페 여기가 개장하면 더 좋을 것 같아요.",4,126,"['양화대교', '전망', '쉬다', '터', '선유', '카페', '개장', '하다', '더', '좋다']"
"청명한 하늘 적당한바람  깨끗한공원
모든것이 완벽했다",0,127,"['청명', '한', '하늘', '적당하다', '바람', '깨끗하다', '공원', '\r\n', '모든', '완벽하다']"
픽시타는 급식들 따릉이타는 무개념커플 과속질주하는 팩라이더들 환장의 콜라보 명소,0,128,"['픽시', '급식', '따릉이타', '는', '무', '개념', '커플', '과속', '질주', '는', '팩', '라이더', '환', '장', '콜라보', '명소']"
잔디에 누워 하늘을 보라!,0,129,"['잔디', '눕다', '하늘', '보라']"
2인용자전거 임대는 양화1주차장으로 주차하세요,0,130,"['인용', '자전거', '임대', '는', '양화', '주차장', '주차', '하다']"
퇴적물 영등포,0,131,"['퇴적물', '영등포']"
주말은 피하세요,0,132,"['주말', '은', '피', '하다']"
자전거 너무 많아 정신없어요,1,132,"['자전거', '너무', '많다', '정신', '없다']"
"처음으로 YRNB 6K Run 성공한 장소
다음에는 피크닉으로 올 예정😏…",0,133,"['처음', 'YRNB', 'K', 'Run', '성공하다', '장소', '\r\n', '에는', '피크닉', '오다', '예정', '😏']"
한강은 언제나 굿,0,134,"['한강', '은', '언제나', '굿']"
