리뷰,rep,index,Processing,평가
"여름에 나오기엔 너무 덥긴하지만 적당히 나무그늘아래서 텐트치고 여유롭게 쉬기좋아요, 그늘막설치장소가 따로있기때문에 지정장소에설치해야하고 바로앞에 gs편의점이 있어 편해요.",0,11,"['여름', '나오다', '너무', '덥다', '적당하다', '나무', '그늘', '아래', '서', '텐트', '치고', '여유롭다', '쉬다', '좋다', '그늘', '막', '설치', '장소', '따로', '때문', '지정', '장소', '설치', '하다', '앞', 'gs', '편의점', '편하다']",긍정
한강하면 끓여먹는 라면과 맥주한잔이면 행복한하루를 보낼수있어요,1,11,"['한강', '하다', '끓이다', '먹다', '라면', '맥주', '한잔', '이면', '행복하다', '하루', '보내다']",긍정
아들과 한강 라면 먹으러 갔었어요.,0,12,"['아들', '한강', '라면', '먹다', '가다']",긍정
우리는 좋았는데 사람들이 많지 않았던 이유도 알 수 있었어요.,1,12,"['는', '좋다', '사람', '많다', '않다', '이유', '도', '알', '수']",긍정
많이 추웠어요.ㅠㅠ.,2,12,"['많이', '춥다', 'ㅠㅠ']",부정
따뜻한 날에 가세요.,3,12,"['따뜻하다', '날', '가세', '요']",긍정
낮에 가서 자전거를 타려 했지만 부득이하게 늦어지고 해도 짧아져서 자전거도 마감되고 아쉬웠지만 야간에 간 한강은 처음이었는데 한강 대교들도 반짝이는게 이쁘고 공원 산책로를 걷는데 야경이 정말 아름다워서 야간에도 갈만한 한강입니다,0,13,"['낮', '가다', '자전거', '하다', '부득이', '하다', '늦어지다', '해도', '짧아지다', '자전거', '도', '마감', '되다', '아쉽다', '야간', '간', '한강', '은', '처음', '이다', '한강', '대교', '도', '반짝이다', '이쁘다', '공원', '산책로', '걷다', '야경', '정말', '아름답다', '야간', '에도', '갈다', '한', '한강', '이다']",긍정
공원이 깨끗하게 관리되어 쾌적한 환경을 누릴 수 있는 공원이다.,0,14,"['공원', '깨끗하다', '관리', '되어다', '쾌적하다', '환경', '누리다', '수', '공원', '이다']",긍정
주말 오전에 일찍 가지 않으면 그늘막 칠 곳을 찾기 어려움,0,15,"['주말', '오전', '일찍', '가지', '않다', '그늘', '막', '곳', '찾기', '어려움']",부정
서울에서 한가로이 시간을 보낼수 있는 멋진 곳!,1,15,"['서울', '한가로이', '보내다', '멋지다', '곳']",부정
가끔 불어오는 강바람은 정말 시원하고 기분을 좋게한다,2,15,"['가끔', '불어오다', '강바람', '은', '정말', '시원하다', '기분', '좋다', '하다']",긍정
"치킨집도 있고,편의점도 있고, 따릉이도 많이 있고
한강을 즐길만한 편의시설이 많아서 좋았어요.",0,16,"['치킨', '집도', '편의점', '도', '따릉이', '도', '많이', '\r\n', '한강', '즐기다', '한', '편의', '시설', '많다', '좋다']",긍정
역에서도 가까운 잠실 한강공원,1,16,"['역', '에서도', '가깝다', '잠실', '한강', '공원']",긍정
다른 한강공원보다 좋았어요,0,17,"['한강', '공원', '보다', '좋다']",긍정
"물론 날씨 좋을때지만~
주차장은 공휴일도 유료인듯..?",1,17,"['날씨', '좋다', '\r\n', '주차장', '은', '공휴일', '도', '유료', '인', '듯', '..?']",긍정
푸른 잔디밭에서 아이들과 즐거운 시간을 보내면 스트레스가 해소됩니다.,0,18,"['푸른', '잔디밭', '즐겁다', '보내다', '스트레스', '해소', '되다']",긍정
한강을 바라보며 먹는 편의점 라면이 진짜 맛있어요.,1,18,"['한강', '바라보다', '먹다', '편의점', '라면', '진짜', '맛있다']",긍정
"잠실 한강공원은 밤, 낮에도 이쁘고 편이점, 치킨집이 있습니다.",0,19,"['잠실', '한강', '공원', '은', '밤', '낮', '에도', '이쁘다', '편이', '점', '치킨', '집']",긍정
"코로나임에도 불구하고 생각보다 사람이 많아
놀랐습니다.",1,19,"['코로나', '임', '에도', '불구', '하고', '생각', '보다', '사람', '많다', '\r\n']",긍정
"마침 사진을 찍으러 왔기 때문에,
사진도 몇장 올립니다",2,19,"['마침', '사진', '찍다', '오다', '때문', '\r\n', '사진', '도', '몇장', '올리다']",긍정
시원한 바람 ㅡ> 서늘한 바람이 코로나로 낀 마스크 사이로 들어온다,0,20,"['시원하다', '바람', 'ㅡ', '서늘하다', '바람', '코로나', '끼다', '마스크', '사이', '들어오다']",긍정
ᆞ풀냄새도 좋고 이 가을의 낙엽 빛깔도 좋다,1,20,"['ᆞ', '풀', '냄새', '도', '좋다', '가을', '낙엽', '빛깔', '도', '좋다']",긍정
ᆞ가을의 끝자락의 정취를 놓치기 싫어 자전거로 출퇴근 한다,2,20,"['ᆞ', '가을', '끝', '자락', '정취', '놓치다', '싫다', '자전거', '출퇴근', '하다']",긍정
"ᆞ
천호동 출발 풍납 나들목으로 접어든 후  한강자전거 길  ㅡ길지 도 짧지도 않게
잠실나들목으로 나와서 잠실 리센츠ᆞ 트리지움을 통해 지나 삼전역 지나 탄천1교를 건너서도 가을길 풍경이 아름답다ᆞ",3,20,"['ᆞ', '\r\n', '천호동', '출발', '풍', '납', '나들목', '접다', '후', '한강', '자전거', '길', 'ㅡ', '길다', '도', '짧다', '않다', '\r\n', '잠실', '나들목', '나오다', '잠실', '리센츠', 'ᆞ', '트리', '지우다', '통해', '지나', '전역', '지나', '탄천', '교', '건너다', '가을', '길', '풍경', '아름답다', 'ᆞ']",긍정
2호선 잠실나루역에 내려서 4번 출구로 나가시면 4번 출구를 등지고 오른쪽으로 계단이 보여요,0,21,"['호선', '잠실나루역', '내다', '번', '출구', '나가시', '면', '번', '출구', '등지', '고', '오른쪽', '계단', '보이다']",부정
그리로 올라가시면 사람이 걸어서 한강으로 진입할 수 있는 도보교가 만들어져 있어요.,1,21,"['그리로', '올라가다', '사람', '걸다', '한강', '진입', '하다', '수', '도보교', '만들어지다']",긍정
당산철교는 밑으로 내려가지 않고 바로 연결되는데 잠실철교는 일단 4번 출구로 나가서 다시 계단을 올라야해요.,2,21,"['당산철교', '는', '밑', '내려가다', '않다', '연결', '되다', '잠실철교', '는', '번', '출구', '나가다', '다시', '계단', '야하다']",부정
일단 계단을 올라가시면 걷기 아주좋은 데크길이 길게 만들어져 있어서 계속 걸어가면 자연스럽게 잠실한강공원으로 넘어가실 수 있구요,3,21,"['계단', '올라가다', '걷기', '아주', '좋다', '데크', '길이', '길다', '만들어지다', '계속', '걸어가다', '자연', '스럽게', '잠실', '한강', '공원', '넘어가다', '수']",긍정
아니면 걸어서 한강을 건너갈 수도 있어요.,4,21,"['아니다', '걸다', '한강', '건너가다', '수도']",부정
사진을 보시면 자전거도 쉽게 올라갈수있도록 가운데에 경사로가 만들어져 있어요.,5,21,"['사진', '보시', '면', '자전거', '도', '쉬다', '올라가다', '가운데', '경', '만들어지다']",부정
언제나 좋아요,0,22,"['언제나', '좋다']",긍정
하늘도 열일했고 텐트 허용구간도 열려서 멀리 여행가지 않아도 아이들이 최고의 어린이날이었다고 하네요^^,0,23,"['하늘', '도', '열', '하다', '텐트', '허용', '구간', '도', '열리다', '멀리', '여행가', '지', '않다', '최고', '어린이날', '이다', '하다', '^^']",긍정
"강바람이 살짝 불기는 하지만, 탁트인 시야로 가슴이 넓어지는 것 같네요.",0,24,"['강바람', '살짝', '불기', '는', '탁트인', '시야', '가슴', '넓어지다']",긍정
"주말에는 레저와 산책을 즐기는 많은 시민들로 활기찬 곳 이지만, 평일에도 한적한 여유를 즐기며 자전거를 타거나, 산책을 즐기는 사람들이 꽤 많습니다.",1,24,"['주말', '에는', '레저', '산책', '즐기다', '많다', '시민', '활기차다', '곳', '평일', '에도', '한적하다', '여유', '즐기다', '자전거', '산책', '즐기다', '사람', '꽤', '많다']",긍정
"자전거 길을 따라 중간 중간에 있는 편의점 옆 파라솔 아래에서 한잔 하며 쉬어 가는 주객들과 단체로 소풍을 나온 학생들이 잔디밭에서 즐거운 시간을 보내고 있고, 그 주변에서는 연날리기 연습에 여념이 없는 아저씨와 어린이가 하늘을 쳐다보며 미세먼지를 뜷고 연줄을 감고 풀고 하네요.",2,24,"['자전거', '길', '따르다', '중간', '중간', '편의점', '옆', '파라솔', '아래', '한잔', '하다', '쉬다', '가다', '주객', '단체', '소풍', '나오다', '학생', '잔디밭', '즐겁다', '보내다', '주변', '에서는', '연날리기', '연습', '여념', '없다', '아저씨', '어린이', '하늘', '쳐다보다', '미세먼지', '뜷', '고', '연줄', '감고', '풀', '고', '하다']",긍정
"위쪽 자전거 도로 옆 표지판에는 낚시금지라고 써있는데도, 아랫쪽 강가에는 낚시를 즐기는 아저씨들도 있습니다.",3,24,"['위쪽', '자전거', '도로', '옆', '표지판', '에는', '낚시', '금지', '라고', '써다', '아랫쪽', '강가', '에는', '낚시', '즐기다', '아저씨', '도']",부정
아마도 아랫쪽 강가로만 걸어와서 낚시금지 표지판을 못봤나 봐요.,4,24,"['아마도', '아랫쪽', '강가', '로만', '걸어오다', '낚시', '금지', '표지판', '못', '보다', '보다']",부정
위에서 잠시 지켜보다보면 잡아 놓은 팔뚝만한 장어를 볼 수도 있습니다.,5,24,"['위', '지켜보다', '보다', '잡다', '놓다', '팔뚝', '만', '한', '장어', '볼', '수도']",긍정
"종합운동장을 끼고 탄천 길로 가다보면 계절마다 예쁜 꽃길도 볼 수도 있구요, 자전거를 타고 한강을 따라 내려가면 여의도까지 금방이에요.. ^^",6,24,"['종합', '운동장', '끼', '고', '탄천', '길', '가다', '보다', '계절', '마다', '예쁘다', '꽃', '길다', '볼', '수도', '자전거', '타고', '한강', '따르다', '내려가다', '여의도', '금방', '이에요', '..', '^^']",긍정
"지방사는 사람들이 서울오면 꼭 가는 곳,
무료로 즐길 수 있는 야경.",0,25,"['지', '방사', '는', '사람', '서울', '오다', '꼭', '가다', '곳', '\r\n', '무료', '즐기다', '수', '야경']",긍정
무료로 쓸 수 있는 깨끗한 공중화장실.,1,25,"['무료', '쓸다', '수', '깨끗하다', '공중화장실']",긍정
단돈 2000원으로 맥주를 즐길 수 있는 GS편의점.,2,25,"['단돈', '2000원', '맥주', '즐기다', '수', 'GS', '편의점']",부정
텐트치고 여유를 즐길 수 있는 곳.,3,25,"['텐트', '치고', '여유', '즐기다', '수', '곳']",긍정
A free night view.,4,25,"['A', 'free', 'night', 'view']",부정
A clean public toilet for free.,5,25,"['A', 'clean', 'public', 'toilet', 'for', 'free']",부정
"GS convenience store where you can enjoy beer for only 2,000 won.",6,25,"['GS', 'convenience', 'store', 'where', 'you', 'can', 'enjoy', 'beer', 'for', 'only', '2,000', 'won']",긍정
A place where you can relax with a tent.,7,25,"['A', 'place', 'where', 'you', 'can', 'relax', 'with', 'a', 'tent']",긍정
"가족, 연인들끼리 피크닉하기 좋고
자전거도로가 잘 되어있어서 조깅이나 자전거타기에 좋다.",0,26,"['가족', '연인', '끼리', '피크닉', '하다', '좋다', '\r\n', '자전거', '도로', '자다', '되어다', '조깅', '이나', '자전거타기', '좋다']",긍정
GS편의점안에 미니카페도 있어 커피나 음료를 즐길 수 있고 편의점 바로옆에 BHC치킨집도 있어 치맥즐기기에 좋다.,1,26,"['GS', '편의점', '안', '미니', '카페', '도', '커피', '음료', '즐기다', '수', '편의점', '옆', 'BHC', '치킨', '집도', '치맥', '즐기다', '좋다']",긍정
조용한 한강뷰 산책로 추천합니다,0,27,"['조용하다', '한강', '뷰', '산책로', '추천', '하다']",긍정
밤늦게산책을한다면 고라니를 만날수도 있는 천연자연환경입니다~^^,1,27,"['밤늦다', '산책', '하다', '고라니', '만날', '수도', '천', '연', '자연환경', '이다', '~^^']",긍정
"판도라라는 조개구이집 다녀왔는데, 진짜 뷰가 최고에요!",0,28,"['판도라', '라는', '조개', '이집', '다녀오다', '진짜', '뷰', '최고', '에요']",긍정
맛있었어요~,1,28,['맛있다'],긍정
주차장에서의 접근이 쉬워 차로 방문하기 편합니다.,0,29,"['주차장', '에서의', '접근', '쉽다', '차로', '방문', '하다', '편하다']",긍정
서쪽이 잘 보이기 때문에 특히 남산타워를 배경으로 해가 넘어가는 멋진 일몰을 볼 수 있습니다.,1,29,"['서쪽', '자다', '보이다', '때문', '특히', '남산타워', '배경', '해', '넘어가다', '멋지다', '일몰', '볼', '수']",긍정
맑은날 저녁에 방문하는 것을 추천드립니다.,2,29,"['맑은', '날', '저녁', '방문', '하다', '추천', '드리다']",긍정
한가하게 자전거 타기 좋아요,0,30,"['한가하다', '자전거', '좋다']",긍정
라면이랑 음료수 사마실 수 있는 매점 시절도 잘되어있어요,1,30,"['라면', '이랑', '음료수', '사마', '실', '수', '매점', '시절', '도', '잘', '되어다']",긍정
여름의 무더위가 한풀 꺽이고 시원한 바람을 누비며 유람선타고 서울을 만끽.,0,31,"['여름', '무더위', '한풀', '꺽', '이고', '시원하다', '바람', '누비', '며', '유람선', '타고', '서울', '만끽']",부정
주말의 여유를 즐기는 사람들 사람들~ 이것이 소확행^^한강이 있는 서울사는 소소한 기쁨^^,1,31,"['주말', '여유', '즐기다', '사람', '사람', '소', '확행', '^^', '한강', '서울', '살다', '소소하다', '기쁨', '^^']",긍정
나무그늘이 좀 더 많으면 좋겠어요 ㅎㅎ,0,32,"['나무', '그늘', '더', '많다', '좋다', 'ㅎㅎ']",긍정
그래도 좋아요 ㅎㅎ,1,32,"['좋다', 'ㅎㅎ']",긍정
잠실새내에서 걸어가기 좋아요,2,32,"['잠실', '새다', '걸어가다', '좋다']",긍정
접근성 굳,3,32,"['접근성', '굳다']",긍정
다좋은데 장애인화장실이 아쉽다.,0,33,"['다', '좋다', '장애인', '화장실', '아쉽다']",긍정
여자장애인은 여자화장실을 이용해야만 가능해서 남편이 보조해서 들어갈때는 어쩔수가 없어서 장애인가족화장실이 있었으면 좋겠다.,1,33,"['여자', '장애인', '은', '여자', '화장실', '이용', '하다', '가능하다', '남편', '보조', '하다', '들어가다', '는', '어쩔', '수가', '없다', '장애인', '가족', '화장실', '좋다']",긍정
"주간 야간 데이트 걷기 산책 잔디 피크닉 자전거 조깅
전망 물멍 비멍 트렁크 차피크닉 라면먹기
치킨먹기
아무거나 다 가능한곳",0,34,"['주간', '야간', '데이트', '걷기', '산책', '잔디', '피크닉', '자전거', '조깅', '\r\n', '전망', '물멍', '비멍', '트렁크', '차', '피크닉', '라면', '먹기', '\r\n', '치킨', '먹기', '\r\n', '아무', '거나', '다', '가능하다', '곳']",긍정
"여유있는 잠실한강공원

다른 한강 공원에 비해 한적하고
주차공간이 여유있음",0,35,"['여유', '잠실', '한강', '공원', '\r\n\r\n', '한강', '공원', '비다', '한적하다', '\r\n', '주차공간', '여유']",긍정
"텐트는 저녁 9시까지만 펼수 있고,
이후에는 돗자리만 가능
한강이 야영장이 아니기 때문이라고 방송함

편의점 바로 옆에 있고,
깨끗하지 않지만 화장실 있고,
환상적인 힐링장소",1,35,"['텐트', '는', '저녁', '9시', '까지만', '펴다', '\r\n', '이후', '에는', '돗자리', '만', '가능', '\r\n', '한강', '야영장', '아니다', '때문', '이라고', '방송', '함', '\r\n\r\n', '편의점', '옆', '\r\n', '깨끗하다', '않다', '화장실', '\r\n', '환상', '적', '인', '힐링', '장소']",긍정
선선하고 경치도 좋고 주차하기도 나쁘지 않고 운동하기도 좋고 산책하기도 좋고 주말이라 많이들 나오셨네요.,0,36,"['선선', '하고', '경치', '도', '좋다', '주차', '하다', '나쁘다', '않다', '운동', '하다', '좋다', '산책', '하다', '좋다', '주말', '이라', '많이', '들다', '나오다']",긍정
다 좋았어요,1,36,"['다', '좋다']",긍정
"그늘막은 8시까지 입니다, 그 이후에는 접어야됨화장실100미터 단위마다 있음반려견 동반 환경애완견 동반가능피크닉 구역중간중간 앉아 있을곳도 많고 좋아요",0,37,"['그늘', '막다', '8시', '이다', '이후', '에는', '접다', '되다', '화장실', '100', '미터', '단위', '마다', '반려견', '동반', '환경', '애완견', '동반', '가능', '피크닉', '구역', '중간', '중간', '앉다', '곳도', '많다', '좋다']",긍정
잠실새내 6번출구에서 직진으로 걸어서 15분정도 걸리는 곳이라 역에서 그럴게 멀지않고 잠실역에서도 적당히 걸어서 방문가능한 한강공원이다,0,38,"['잠실', '새다', '번', '출구', '직진', '걸다', '15분', '정도', '걸리다', '곳', '이라', '역', '그렇다', '멀다', '않다', '잠실역', '에서도', '적당하다', '걸다', '방문', '가능하다', '한강', '공원', '이다']",긍정
다만 여름철 날벌레가 너무나도 많아서 습하고 불쾌지수가 높은날에 방문하는것은 피하는 것이 좋다,1,38,"['여름철', '날', '벌레', '너무나도', '많다', '습하다', '불쾌', '지수', '높다', '날', '방문', '하다', '피하', '는', '좋다']",긍정
자전거타기 좋은 장소다.,0,39,"['자전거타기', '좋다', '장소', '다']",긍정
추우면 멈췄다가 라면먹기도 좋다.,1,39,"['추다', '멈추다', '라면', '먹기', '도', '좋다']",긍정
저녁에 가면 더더 좋다.,2,39,"['저녁', '가면', '더더', '좋다']",긍정
야경이 너무 멋지다.,3,39,"['야경', '너무', '멋지다']",긍정
운동하는사람도 많아서 더 부지런히 살아야겠다는 생각도 든다.,4,39,"['운동', '하다', '사람', '도', '많다', '더', '부지런하다', '살다', '생각', '도', '들다']",긍정
암튼 좋다.,5,39,"['암튼', '좋다']",긍정
"자전거, 즉석 라면, 젊은이, 아가, 강아지, 그리고꽃님이",0,40,"['자전거', '즉석', '라면', '젊은이', '아가', '강아지', '꽃님']",긍정
한강을 넓게보고 싶지만 시야를 가리는 건물과 나무가 많고 편의점과 치킨도 비싸서 올때마다 사기는 부담스럽지만 한두번은 좋다,0,41,"['한강', '넓다', '보고', '싶다', '시야', '가리다', '건물', '나무', '많다', '편의점', '치킨', '도', '비싸다', '올', '마다', '사기', '는', '부담스럽다', '한두', '번은', '좋다']",긍정
잠실 주민으로서 언제든 방문할 수 있는 친근하고 자연친화적인 공원이 반겨주는 장소입니다.,0,42,"['잠실', '주민', '든', '방문', '하다', '수', '친근하다', '자연', '친', '화', '적', '인', '공원', '반기다', '장소', '이다']",긍정
서울에서 강을 바라볼 수 있다는 것은 참 축복입니다.,1,42,"['서울', '강', '바라보다', '수', '은', '차다', '축복', '이다']",긍정
5시 이후 어느정도 해가 진다 싶을때 가면 강바람이라 크게 덥지도 않고 멋진 노을도 감상할수있어요!,0,43,"['5시', '이후', '정도', '해', '지다', '싶다', '가면', '강바람', '이라', '크게', '덥다', '않다', '멋지다', '노을', '도', '감상', '하다']",긍정
:-) 한강에서 저런 뷰를 바라보며 먹는 치킨맛은 오지쥬,1,43,"[':-)', '한강', '저런', '뷰', '바라보다', '먹다', '치킨', '맛', '은', '오지', '쥬']",긍정
bbbbb,2,43,['bbbbb'],긍정
여유가 느껴졌던 이곳.,0,44,"['여유', '느껴지다', '곳']",긍정
