,리뷰,rep,index
1,무조건 평일에  가야될듯요,1,16
0,놀이기구는 별도로없지만 물놀이하며 신나게놀만해요,0,17
1,그닐막도 칠수있어서 좋아요,1,17
0,반포 한강공원보다 규모가 작은 공원이라 한적하니 커피한잔하면서 거닐기 좋아요,0,18
0,"다둥이카드로 가니, 매우저렴.",0,19
1,파라솔무료.,1,19
2,썬베드만원.,2,19
3,"다좋은데, 매우더움.",3,19
4,매점 음식 종류적고 비쌈..,4,19
5,차라리 한강 편의점이랑 연결되면 좋겠다..,5,19
0,한강 산책과 피크닉 하기 좋아요,0,20
0,탄천과 한강으로 자전거 타면 중간에 쉬었다 가는 곳입니다.,0,21
1,많은 사람들이 여유로운 시간을 보낼 수 있는 곳이며 편의점과 화장실 등이 있어서 좋습니다.,1,21
2,다만 많은 사람들이 오는만큼 화장실이 지저분한 경우가 많아 관리가 필요합니다.,2,21
0,외부음식 반입금지라며 집에서 가져온 치킨두마리를 통채로 뺐겼어요,0,22
1,포장해서 가져온 음식도 안된다고ㅠㅠ 음식값은 엄청비싸고 먹을것도 벌로없어요.,1,22
2,파라솔도 찢어진거고 많고 진짜 별롭니다.,2,22
0,수영장을 썰매장으로 오픈해서 갔어요.,0,23
1,공간활용이 좋았어요.,1,23
2,도심속에서 즐거운 시간보내기 좋아요.,2,23
3,다른 기구들은 비싸요.,3,23
0,스타벅스에서 커피한잔 놀이터에서 아이들 뛰어놀기도 좋아요,0,24
1,놀이터초등학생들까지 놀기 좋고 피크닉존가까우니 어른들이 쉬면서 아이들 노는 모습 잘 보이고  화장실도 가깝고 좋아요,1,24
2,화장실잘 되어 있어요ㅎ,2,24
3,피크닉 구역놀이터와 가까워 애들 뛰어놀게 하고 어른들 쉬기 좋아요👍👍,3,24
0,"잠원 한강 공원에서는 수시로 안내 방송이 나오는데 휴식을 장시간 취할 때 그게 살짝 거슬리기도 하지만 캠핑, 산책 운동하거나 피크닉하기에 참 좋습니다.",0,25
1,안내 센터 2층 화장실은 깨끗한 편이더군요.,1,25
0,썰매재밌는데 따뜻한날가면 오후가 될 수록 속도가점점줄어듬ㅋㅋ 걍가볍게즐기기좋아여,0,26
0,신사가로수길에서 한강공원쪽으로 나와 산책하기 좋은 곳이에요.,0,27
1,가끔 멋진구름사이 멋진 노을과 야경을 감상할수 있는 곳이지요.,1,27
0,외국이 아니냐는 평이 많네요.ㅋㅋ,0,28
1,한강 세빛섬근처 마리나 파크.,1,28
2,피자와 허니브레드 좋고 레드와인 맛이 바디감 깊고 좋습니다.,2,28
3,좀 쌀쌀 했지만 미세먼지 없고 노을 멋지고 최고 였네요.,3,28
0,이곳은 제 최애 장소입니다.,0,29
1,사람이 많지 않아서 너무 복닥거리지 않고 관리가 잘 되어있습니다.,1,29
0,여름 밤 더위를 식힐겸 산책을 하기 좋다.,0,30
1,코로나로 저녁 음주를 통제하는건 이해하지만 사고가 있었다고 강변을 막아놓은건 이해되지 않는다.,1,30
0,시민들의 쉼터 주차하고 광합성하며 걷기 좋음,0,31
0,반포한강공원 바로 옆인데도 반포만큼 붐비지 않아서 좋다 편의점도 텐트장도 다있고 스벅도 생겼고 반포대교쪽엔 그라스정원 한남대교쪽엔 어린이놀이터 빠지는게 없음!,0,32
0,가성비좋은 야외수영장이죠.,0,33
1,물난리 후 첫주말에 갔는데도 언제그랬냐는듯 멀쩡. ^^,1,33
0,어린이집 가을 운동회도  즐겁게^^,0,34
0,성인 풀은 수영할만함.,0,35
1,아동 풀장은 혼돈의 카오스.,1,35
2,큰 튜브 사용 못하게하면 더 쾌적할텐데...,2,35
3,매시 45분부터 정각까지는 휴식시간.,3,35
4,12시~13시 점심휴식시간 외부 음식 반입 불가라고 하지만 다들 한 보따리씩 먹을거리 싸오고.,4,35
5,아마도 라면값 비싸서인듯(컵라면 3천원)특징놀이터: 예공중화장실: 예목줄 없이 반려견 산책이 가능한 구역: 아니요피크닉 테이블: 예바비큐 그릴: 아니요,5,35
0,비가 온 담날이라 그런지 낮에도 선선하니 하늘의 구름이 정말 예뻤는데  석양도 최고였네요,0,36
1,뷰맛집🧡…,1,36
0,잠원 수영장 다녀왔는데 날씨도 좋고 재밌게 잘 놀았다,0,37
0,"수영장, 운동장, 농구장, 잔디밭, 자전거 대여 등 있을 건 다 있는데 주말 주차 후 출차는 정말 최악이다.",0,38
1,일요일 오후 출차하는데 1시간 40분이 걸렸다.,1,38
0,저녁에 산책하기 좋네요.,0,39
1,매점에서 컵라면스로 산책 마무리까지!,1,39
0,여름에는 역시! 한강 수영장이지 ㅎㅎ,0,40
1,성인 5천원 아이 3천원!,1,40
2,가성비 굿!,2,40
0,유난히 휘엉청 밝은 달이 떠서 기분이 좋아졌습니다.,0,41
1,귀여운 댕댕이들 많이 볼 수 있어서 좋아요.,1,41
0,한강의 야경은 어디나 다 아름답고 활기차게 움직입니다.,0,42
1,꼭 한번 가보실것을 추천드립니다.,1,42
0,놀이터 새로 리뉴얼해서 너무좋아요,0,43
1,모레놀이터도생겨서 아이들이 엄청좋아합니다^^,1,43
0,쌀쌀했지만 나름의 피크닉을 즐긴 곳.,0,44
1,도심속 여유로움이 좋다.,1,44
0,탁트인 넓은 잔디밭과 유유히 흐르는 한 강의 물결을 조망할 수 있어요.,0,45
0,평소엔 사람도 그리 많지 않고 고즈녁하고 좋습니다,0,46
0,산책 조깅 자전거타기 좋아요.,0,47
1,여름에는 수영장도 이용할 수 있어요.,1,47
0,폭우로 다 잠겼었어요ㅠ,0,48
1,지금은 물 다 빠지고 복구중이에요,1,48
0,바람 공기 습도 모든것이 좋았다 치킨은 최고  모기 기피제 필수 돗자리 필수 블루투스 스피커 필수,0,49
0,탁트인  ~~우리나라  심장부  !!,0,50
1,한강  언제 가도  쵝오 날파리도  노니는 ㅋ..한강 아름다움에 감탄사연발은  맘속으로  !,1,50
0,한적하네요..,0,51
1,주차공간도 많고 주차이용차도 적고..,1,51
2,겨울이라 아무래도 ㅎㅎ 잠깐 한강쪽 바라보이는곳 주차후 사색중입니다^^,2,51
3,잠깐 쉬었다 갈겁니다.,3,51
4,주차요금은 30분 천원이고 이후 10분당 200원이네요~,4,51
0,☆ 주말 한강공원 넘~ 좋네요~,0,52
1,"자전거도 많이 타고 가족,야외모임 등~  한강변 편의점에서 먹는 라면도 최고~",1,52
0,지하철로 방문하신다면 잠원역이나 신사역에 내려서 '잠원나들목'이나 '신사나들목'을 이용해서 한강으로 나오시면 돼요.,0,53
1,"산책,조깅,야경,라이딩,피크닉 어떤 목적으로 방문하시던 쓸만한 장소가 되어준답니다.",1,53
2,한강으로 걸어오실때 '신사동가로수길'을 구경하시는건 덤이에요.,2,53
0,싸고 시설깨끗함.,0,54
1,수질이 안좋은 편인데 그때그때 다름.,1,54
2,오늘은 좋았음.,2,54
3,화장실이 좀 더러움,3,54
0,한강수영장개장.너무너무즐거운하루였습니다,0,55
1,물안경을처음쓰고 물안을보니 사람들이많이다녀가는만큼 완전깨끗하지는않지만 계속 순환해서 청소중이라 좋습니다,1,55
2,주차는.열악하니.,2,55
3,최대한 오픈런빼고는 자제하시길,3,55
0,아이들 놀이터도있고 다른곳에비해  화장실도 깨끗!,0,56
1,조용히 힐링하기 좋아요,1,56
0,반포공원에 비해 사람들이 적은편.,0,57
1,그늘막 설치 가능 구간도 넓은편임.,1,57
2,단지 편의점이 좀 멀다는게 단점.,2,57
0,"편의점, 스타벅, 자전거길, 농구장, 수영장 등 다양하게 경험할 수 있어서 좋음.",0,58
0,위치도 상태도 다 너무 좋아요.,0,59
1,위치는 좋은데 접근성은 조금 떨어지는것 같아요,1,59
0,집과 가장 가까운 한강공원이라 수십년 전부터 자주 가는 곳.,0,60
1,한남동과 이태원이 강건너 보이고 낮에도 밤에도 좋다.,1,60
0,잠원한강공원에서 보는 한남동의 모습이 참으로 이색적이다.,0,61
0,바람 시원하니 저녁에 즐길수 있는 좋은 장소예요^^,0,62
0,노을맛집 너무 북적이지도 않고 한강공원들 중 매우 쾌적한 편 Best place for enjoy Han river.,0,63
1,Nice view especially at sunset,1,63
0,성인 5천원 ~ 수영장은 7시까지임~~,0,64
1,"떡볶이 핫도그 소떡도있고, 편의점 옮겨놓은듯 라면도 팔아요~^^",1,64
0,퇴근 후 간단하게 친구들과 맥주를 한 잔 마시기 좋은 곳입니다.,0,65
1,"편의점에서 태양 가림막 텐트, 폭신한 깔게나 돗자리를 빌리고 음식을 구입 할 수있습니다.",1,65
2,즉석 라면과 맥주 그리고 한강의 공기는 서울의 묘미입니다.,2,65
3,공공 화장실과 자전거 대여점도 있습니다.,3,65
0,해가 너무 강렬해서 다 타긴 했지만 수영장에서 잘 놀았습니다~*,0,66
0,"산책, 달리기, 자전거 타기 등을 할 수 있고, 수상 스포츠도 즐길 수 있다.",0,67
1,아침 일찍 또는 저녁에 산책하면 기분이 좋아진다.,1,67
0,잠원한강수영장!,0,68
1,"성인,청소년,유아풀 3개가 따로 나뉘어 있습니다",1,68
2,"0900~1900 점심시간 제외 45분 수영, 15분 휴식",2,68
0,주말을 피하면 그래도 한강의 멋을 느낄 수 있는 곳...,0,69
1,매일 저녁 8 9시 반포대교 분수쇼도 볼 만 하다,1,69
0,자전거 타기 좋고 계절을 느끼기 충분하네요,0,70
0,탁트인 공간에 강바람이 시원 단) 반려인을 위한 반려견 놀이터가 있으면 금사첨화 일듯!,0,71
0,"주차 편하고, 편의점 잘되어있고 운동하기 좋습니다",0,72
0,한강시민공원에는 여름에 운영하는 수영장이 있고 강변에는 커피스미스 스타벅스등 2개의 커피숍과 레스토랑 펍이 있어서 평상시에도 사람들이 많이 찾는곳이다.,0,73
0,"연날리기 좋고, 아이들과 산책하기 좋은 곳, 그늘막 텐트 칠수있음",0,74
0,여러모로 핫해요..,0,75
1,너무더워,1,75
0,"역시, 잠원지구가 제일 깨끗하고 운동하기 좋은 곳!",0,76
1,더불어 야경까지 구욷:^],1,76
0,한강 공원 ㅂ니다.,0,77
1,19년 4월부터 그늘막이 허용된 곳에서만 칠 수 있네요.,1,77
0,적당히 바람이 시원해 기분이 좋아요,0,78
1,유후,1,78
0,아이 추워,0,79
1,그래도 좋아요,1,79
2,분위기 짱!,2,79
3,쓰레기를 잘 치웁시당,3,79
0,놀이터도 있고.,0,80
1,가을날 아이들과 소풍오기좋아요,1,80
0,코로나 이후로 새로 오픈해서 모든것이 새거다 너무좋음!!,0,81
1,썰매도 그 튜브도!!,1,81
2,심지어 바닥에 까는 바닥도 쌔거!!,2,81
3,화장실에 히터??도있고 휴지는없어서 왔다갔다했지만 만족 겨울방학 동안 또가야겠다,3,81
0,한강 가봐요.,0,82
1,뻥 뚫리니 좋지.,1,82
2,매트 갖고 가서 밤에 누워서 별봐요.,2,82
3,좋지♡☆♡,3,82
0,다른 한강공원보단 사람이 적어서 좋아요,0,83
0,핑크뮬리가 한창이고 공원이 잘 꾸며져 있어서 사진찍기 좋음,0,84
0,상대적으로 다른 한강지구 보다 사람이 적은것 같아요.,0,85
1,돗자리 하나로 잘 놀다 왔습니다^^,1,85
0,물놀이 하니깐 더운줄도 모르고 하루가 지나가네요.,0,86
1,착한 입장료 부담없어요,1,86
2,반드시 수영모 착용.,2,86
0,여러 한강공원 중에 제일 좋아해요 ㅠㅠ,0,87
1,남산타워 정면에 보고 라면먹으면 완전 꿀맛...,1,87
2,사람도 많지않아서 좋아요,2,87
0,주말에는 차가 너무너무많은곳 걷다보면 좋은 전망 많은곳,0,88
0,1시간정도 산책이나 데이트 하기에 좋아요.,0,89
0,시설은 그다지 별로지만 가까워서 좋다.,0,90
1,수영모 필수.,1,90
2,썬베드 만원.,2,90
0,날씨좋은날 오면 너무 좋아요.,0,91
0,도심 한 복판에 피서를 즐길 수 있는 멋진 장소,0,92
0,가족과 함께 치맥과 자전거 술래잡기 등등 즐거운 추억이 많이 생길거에요 🤗,0,93
1,YOLO…,1,93
0,잠원 한강 쾌적하고 좋다!,0,94
1,그늘막 설치 가능 구역!,1,94
2,굳굳,2,94
0,넓은 잔디와 자전거 도로가 좋아요,0,95
0,산책및 간단한 운동이 가능한곳,0,96
0,나의 어릴적 추억이 그대로 있는 잠원 한강 수영장.,0,97
1,내 딸에게도 그대로 전해지기를.,1,97
0,주차공간이 협소하고 다른 한강공원에 비해 정돈이 덜 된 느낌이에요,0,98
0,#한강공원 답답했던 마음이 확트여요.,0,99
1,한강공원을 걷다보면 위로받는 느낌.,1,99
0,사람이 많지않아 좋은 잠원한강공원,0,100
0,개인적으로 너무낭만적입니다,0,101
1,진짜로요,1,101
0,혼자 전방주차 한다고 헤드라이트 비추는 인간들과 쓸데없이 클락션을 누르는 인간들만 아니면 한강은 아주 좋은 곳이다.,0,102
0,한강은 언제나 만족스럽습니다.,0,103
1,잠시 주차하고 휴식하세요.,1,103
0,산책하고 사람 구경하기 좋은 곳~,0,104
0,수영장개장.,0,105
1,매점이 있어 편리.,1,105
2,매트 필수.,2,105
0,운동하기도 좋고  산책하기도 좋았어요,0,106
0,주차장 아주넗음  (유료) 경치 좋고 조용함 다른 한강공원보다  사람적고  한가함,0,107
0,라이딩 한 후 마시는 맥주는 한강시민공원의 꿀맛을 줍니다,0,108
1,이번주도 고고,1,108
0,날씨가좋아서...평일이라 북적이지않고 좋았어요.,0,109
0,테니스 치러 왔다 갔습니다.,0,110
1,위치 좋고 뷰도 좋네요,1,110
0,뭔가 공원 자체가 좁아서 사람도 북적북적~ 편의점도 한개뿐이에요ㅜㅠ,0,111
0,요즘은 날씨가 좋아서 다른거 아무것도 필요없어요~,0,112
1,테이블도 잘 셋팅 되어 있어서 집에서 도시락 싸가지고 가서 먹었어요^^,1,112
2,다만 반려견 응가는 주인이 책임지고 치웠야 합니다,2,112
0,대중교통으로 가기에 좋은 한강공원 중 하나 :),0,113
0,서울 시민이 부담없이 찾을 수 있는 공원,0,114
0,야경이좋구 산책하기좋게  길도 잘만들어놨어요.,0,115
1,조경이예쁩니다,1,115
0,"평일, 사람없음 한가함 비 오락가락",0,116
0,시시각각 변하는 하늘보며 쉬다가면 좋을 만한 곳 운동하다가도 하늘이 이뻐 사진을 찍으려 멈추게되는 곳,0,117
0,너무 덥지만 수영 굿,0,118
0,돗자리 펴놓고 가만히 누워있기 좋은 곳,0,119
0,잠원동 쪽에 한강뷰 편의점이 참 좋았습니다.,0,120
1,다른 곳과 달리 자전거길 바로 옆에 있다보니 한강과 아주 가깝네요.,1,120
2,코스모스와 억새가 많이 있습니다.,2,120
3,걷기에 참 좋아요,3,120
0,자전거 라이딩하고 쉼,0,121
0,겨울방학 눈썰매정은 못참지! ㅎㅎ,0,122
0,서울 올라온 후로 한강을 3번가봤지만 갈때마다 참좋아요 ㅎㅎ,0,123
0,아직은 다소 춥지만 야경 좋습니다...,0,124
0,이런 곳에서 산책할 수 있다는 게 축복이다.,0,125
0,최근 1-2년간 관리 상태가 안좋아짐.,0,126
1,"쓰레기가 곳곳에 쌓여있고 주변 건물,시설도 흉하게 방치되어있음",1,126
0,분위기는 좋은데 가격이 너무비싸요,0,127
0,철새를 보는 신기한 경험,0,128
0,환상적인 노을이 지던 어느 여름날,0,129
0,오늘은 한강 잠원지구로~~ 야경이 멋져요~,0,130
0,강아지와 산책하기 너무 좋은 곳이죠,0,131
1,우리나라지만 해외에 나온 느낌,1,131
0,수영하러왔어요~,0,132
1,차가 많아서 주차하는데 애먹은거 빼면 날씨도 좋고 너무너무 좋았음,1,132
0,평일저녁 차타고 자주 찿는 곳입니다.,0,133
1,운이좋으면 오엔 레스토량 근처 한강야경부로 주차할수있어 좋습니다.,1,133
2,하지만 디젤차량 엔진을 안끄면 앞쪽 잔디밭에 계시는분들이 엔진소리에 불편해 합니다.,2,133
0,깔끔하고 좋아요.,0,134
1,매년 오는곳,1,134
0,좋습니다,0,135
1,가끔 서울갈때 피크닉 즐기기에 좋아요,1,135
0,외국인과 함께 갔었는데 대만족함.,0,136
0,항상 좋은데 비와서 사람없고 더좋네요,0,137
0,야경도 멋지고 잔디밭도넓어서 쉬기 좋아요,0,138
0,한강 조망이 정말 좋습니다.,0,139
1,자전거타기 좋습니다ㅡ,1,139
0,한강변을 따라 산책하기 좋다.,0,140
1,대략 4월부터 10월까지(정확하지 않음. 방문전 확인 필요.),1,140
2,매주 금요일 저녁에 도깨비장터가 열려 악세사리 및 푸드트럭등의 볼거리가 풍성하다.,2,140
0,조용하고 좋았어요,0,141
0,드론비행,0,142
0,다양한 야식도  즐기고 야경도즐기고!,0,143
0,강아지 산책하기 넘 좋음.,0,144
1,잔디도 넒어요~,1,144
0,"다른 한강공원에 비해 규모는 작지만, 그래서인지 동네 공원에 온 듯한 포근함이 느껴지기도 합니다.",0,145
1,중앙에는 큰 잔디밭이 있고 럭비 골대가 설치되어 있습니다.,1,145
2,주변에 벤치도 많이 있습니다.,2,145
3,매점과 화장실도 있습니다.,3,145
0,날씨도좋고 바람도좋고 이쁜한리버♥,0,146
0,"집에서 가까워 자주 찾는다 갑자기 텐트 금지구역이 많이생겼고, 금지된 텐트의 규격이나 규정을 안내하는 공지를 찾아보기힘들다 이유를 알아보니, 젊은친구들이 텐트문닫고 애정행각을 벌인단다..",0,147
1,니들 맘은 알겠는데 니들땜에 주민들이 피해본다..,1,147
0,연인이랑 친구랑 가족이랑 아끼는 사람이랑 좋은 추억만들기 좋습니다,0,148
0,지인이랑 차가지고 종종 이용하는데..보통 사람이 없는 11시이후로 자주 갑니다.,0,149
1,한적하고 넓은 장소로 초보운전자들의 주차연습이나 주행연습하기도 용이하고 너무 유명한 즉석 끓여먹는라면도 있고 호장실등 부대시설도 깔끔하여 누구나 이용하기 편해서 좋아요~,1,149
2,한강뷰도 좋고 연인이랑 산책하기도 좋아요~,2,149
0,거의 매일 걷기 운동하는 코스 입니다.,0,150
1,봄철에는 각종 꽃 여르에는 신록과 그늘 가을에는 단풍 겨울에는 가끔 눈 덮인 모습~*♡*~,1,150
0,한강잠원지구 다른 한강 공원보다 깨끗하고 경치도 좋습니다.,0,151
1,다른 공원에 비해 저녁시간에 데이트 하시는분들이 많고 조용한편입니다.,1,151
2,가까운곳에 사시면 방문 하셔도 좋을듯 가기전 펴의점에 들려서가는게 좋습니다.,2,151
3,요금 폭탄 입니다.,3,151
4,개인적 점수는 4.2점 재방문 항상하는곳 입니다.,4,151
0,"접근성은 다소 불편하지만, 아기자기 하게 잘 가꿔진 정원 느낌의 휴식공간(벤치, 정자)과 만개한 갖가지 꽃은 힐링하기에 넘 좋다.",0,152
1,"가족, 연인과 함께 아님 홀로 산책하는 장소로 추천하고 싶다.",1,152
2,잔듸 밭에는 그늘막용 텐트도 설치 가능하다.,2,152
3,"글구, 편의점도 있어서 먹거리도 구입 가능하다.",3,152
0,한가하고 여유로운 공원인데 주말에는 나들이 나온 시민들이 많습니다.,0,153
1,치킨이나 즉석라면 끓여먹는것도 묘미인 한강공원입니다.,1,153
2,가을엔 예쁜 코스모스들과 백일홍을 즐길수있어서 사진 촬영하기에도 좋아요.,2,153
0,안전 관리는 잘되어 있는데 햇빛을 피할수 있는 파라솔 사이즈가 너무 작아요.,0,154
1,요즘처럼 더울때는 일사병에 걸릴것 같아요.,1,154
2,파라솔을 이동도 못하게 하고 그늘 찾아 옹기종기 모여있어야 합니다.,2,154
3,해마다 더 더워질텐데 스탠드 같은 큰 천막을 설치하는게 맞을것 같아요.,3,154
0,사람이 많긴하만 강아지 구경하기 좋은곳.,0,155
0,사랑스러운 조카와 즐거운 시간을 보냈습니다.,0,156
1,다른 한강공원에 비해 항상 덜붐비는거같아서 좋습니다.,1,156
2,매점 테이블이 관리가 되지않아 너무 더러웠다는거 빼고 다 좋았습니다 ㅎㅎ,2,156
0,"주차해놓고 한강바라보며, 쉬기 너무 좋습니다",0,157
0,자전거 라이딩하고 추출할때 편의점에서 즉석라면 3000 원 끓여먹으면 기분 짱!,0,158
1,"가족,연인,모임등 시민들의 휴식처로 좋아요",1,158
0,다른 곳 보다 잘 되어 있는 공원이라는 생각은 안 든다.,0,159
1,"그냥 넓고 축구, 농구 등의 단체 행사에 더 어울리는 한강공원이라고 봅니다.",1,159
0,"따뜻한 봄날을 느끼고 햇살을 즐길 수 있는 멋진 장소,",0,160
0,돼지감자가 회려하게 꽃 피었고 상당 기간 싱그럽게 피어 있어요.,0,161
0,젊음에거리 낭만적입니다.,0,162
1,"아쉬운건 어린이 놀이시설 및 화장실, 빨리달리는 자전거.",1,162
2,자전거길은 따로 한쪽라인으로 하면 더 좋겠어요.,2,162
0,날씨좋고 뷰도좋고,0,163
0,자전거 도로와 인도가 구분되어 있어서 편안한 산책을 할 수 있습니다.,0,164
1,가을에는 사람 키보다 더 큰 억새 밭이 장관을 이룹니다.,1,164
2,한강을 바라보는 전망이 시원한 곳입니다.,2,164
0,코로나인데도 사람이 많네요,0,165
1,그래도 오랜만에 바람쐬니좋아용,1,165
0,다른곳이 활기차고 떠들썩한 공원이라면 잠원은 고요하고 차분한 분위기를 띄우며 가족이나 애인과  오기 좋은 공원이다.,0,166
1,뷰도 훌륭해서 자주 오는 공원중 하나이다,1,166
0,편의시설도 많고 좋어요.,0,167
1,주차장은 넉넉하지 않아서 지하철로 오는게 답인것 같아요.,1,167
0,비오는날 아침에 편의점 끓인라면 먹고왔어요.,0,168
1,사리곰탕은 면이 가늘어서 금방 불어요.,1,168
2,너구리는 조금 더 끓이세요.,2,168
3,삼양라면엔 달걀추가필수.,3,168
4,노른자 터뜨리지 말고 한입에 쏙 드세요~,4,168
0,잔디가 엄청 넓어요.,0,169
1,텐트사용 가능한곳이 있으니 참고하세요.,1,169
0,야경이 좋고 먹거리가 있어서 좋다 자원봉사인지 알바인지 정확히는 모르지만 쓰레기 수거팀도 매우적극적으로 청소해줘서 고맙더군요,0,170
1,하지만 담배를 피우는 사람들은 싫습니다,1,170
2,공원의 공기오염원!!,2,170
0,한강따라 걸을 수 있는 산책로와 돗자리깔고 쉴 수 있는 공원이 딱 한강공원이라는 이름에 걸맞는 곳 다만 쓰레기가 너저분하게 많아서 안타까웠다,0,171
1,제발 본인들이 생성한 쓰레기는 스스로 가져갔으면..,1,171
0,접근성이 좋아요,0,172
1,대중교통으로 가기도 좋고 주차장도 넓고 산책하거나 자전거 타거나 농구장도 많고 햇볕쬐기도 좋고 편의점에 먹을것도 많고 시켜먹을수도 있음,1,172
0,"가로수길, 압구정 근처라 식사 후 산책하기 좋음.",0,173
1,"반포지구가 잘 개발된 관광지 느낌이라면, 잠원지구는 아늑한 주민용 느낌",1,173
0,잠원한강공원 정말 다양한 볼거리 먹거리가있답니다,0,174
0,길이 예뻐요,0,175
0,선선해서 좋아요.,0,176
1,추우면 추운대로 좋겠지요.,1,176
