,리뷰,rep,index
0,"한국인의 휴식공간, 한강💙
돗자리 가져가서 근처 편의점 라면을 사먹어도 좋고, 치킨을 시켜먹어도 좋고~ 그냥 여기선 뭘 해도 좋아요…",0,56
0,"가족여인 모두가 편하게 휴식을 취할수있는곳
가깝지 않아도 편하게 갈수있음",0,57
0,말해입만아프죠^^,0,58
1,"서울사람은 좋겠수다
이런곳이 지방에 더 많아야하는데
그게 좀 아쉽네요
(경치만 좋은게 아니라 접근성, 편의시설등)",1,58
0,날도 좋고 뷰도 이쁘네요.,0,59
1,자전거 타는 사람들이 많아 걸어다닐 때 조심하세요.,1,59
2,편의점도 곳곳에 있어 간식 먹기도 좋아요,2,59
0,가까운 곳에 시원하게 트인 경치와 한강이 있고 휴식과 운동을 취할 수 있는 공간이 있어서...,0,60
0,"경치도 좋고  남녀노소 젊은이들도 많고
요즘같은 코르나엔 땀도 흘리고 참좋은 장소인듯",0,61
0,꽃들도 예쁘고 산책나온 사람들도 많아 좋네요 💕…,0,62
0,강변따라 산책로가 잘 되어있네요.,0,63
0,평일과 주말에 다 가보았으나 여의도에 비하면 뭐가 별로 없음.,0,64
1,대여소나 그런것도 적음.,1,64
2,그러나 화장실이 더 자주 있고 편의점 옆에 작게 치킨집이 딸려있음.(사람이 많으면 무용지물),2,64
3,"주말에 가면 공방?류와 플리마켓, 공연 등도 소소하게 하지만 딱히 볼건 없음.",3,64
4,평일에 사람 적은 한강을 원한다면 괜찮으나 여의도를 생각하고 가면 규모가 작은 편.,4,64
5,"유람선을 탄다면 만 오천원에 40분간 물과 바람, 떠드는 아이들, 애매하지만 열심히 하는 밴드와 비싼 매점을 경험할 수 있다.",5,64
6,(유람선은 정각에 탑승하고 평일/주말 시간대별로 약간 상이한 가격이다.),6,64
0,사람도 많지않고 남산타워와 롯데타워가 다 보여요,0,65
1,뷰가 좋습니다,1,65
2,지하철역에서 걸어갈 수는 있는데 여름엔 더워요,2,65
3,킥보드나 따릉이 추천합니다,3,65
0,한여름철 가장 시원한 장소입니다,0,66
1,"쉴장소도 많고 데크를 깔아놓아
앉아서 쉬기도 좋고
수중보쪽에서 불어오는
신선한 바람 더위가 싹
가십니다",1,66
0,잠실대교 부근 물비린내 심해요.,0,67
1,날벌레도 아직 있습니다.,1,67
2,그래도 노을은 죽이네요!!,2,67
0,한강의 조망이 한눈에 펼쳐있고 탄천과 양재천이 합류하는 지점 ㅡ 자전거 길로 라이딩하면서 잠시 쉬어가는장소,0,68
0,깔끔하고 시원해서 좋아요.,0,69
1,요즘 송파둘레길 잘되어 있네요,1,69
0,오늘 날이 너무 청명하고 맑아서 집에 있기에  너무 아까웠어요~,0,70
0,자전거 길 이 잘 되어있고 넓은 강은 보기만 해도 시원합니다,0,71
0,자전거를 타고 한강변을 달리기에 좋은 가을.,0,72
1,자전거를 타고 잠실부터 반포까지 자주 방문함.,1,72
2,"여름엔 더운데 자전거의 속도감으로 시원함을 느끼고, 가을에는 천천히 가을 풍경을 감상하면서 따뜻함을 느낄 수 있음.",2,72
3,가을 산책장소로 강추.,3,72
0,주차비가 있지만 저렴합니다.,0,73
1,"한강 공원에서 치맥하시고~
편의점 조리라면도 먹고,
사람 구경도 하고
아름다운 야경과 일출도 보고왔어요.",1,73
0,"박태기나무에 꽃이 활짝
너무 예쁜 광경에 기분까지 좋아졌네요",0,74
0,일출 보러 갔어요,0,75
1,공휴일에도 주차비 받네요,1,75
2,사람 많고 운동도 많이들 하시네요,2,75
3,바람 쐬러 가기 좋아요,3,75
0,데이트 코스로도 완벽하고 산책로 시설까지 좋아요,0,76
1,옛날에 캠핑하던 행사도 있어서 가족끼리 다녀왔습니다.,1,76
2,좋은 기억들이 많아요!,2,76
3,모두들 행복하세요,3,76
0,편의점이나 이동식화장실도 중간 중간 있고 사람도 적당히 있어서 주말 오후를 잠시 즐기기에 좋았다..,0,77
1,주차장 빠져나갈 때 최악 ㅋㅋㅋㅋ 너무 막히는데 따로 길 정리해주거나 하는 사람이 없다보니 그냥 막 chaos였음...,1,77
2,앞으론 주말 저녁 즈음인 낮에는 안가는 걸로...,2,77
0,집 부근에 한강공원이 있어 텐트도 치고 재미나게 놀수 있었네요,0,78
0,깨끗하고 다 괜찮은데 초파리?하루살이?무진장 많네요..,0,79
1,"소독차 한번 지나가야 할듯ㅠㅠ
와 진짜 한강 아래는 내려가지 마세여..",1,79
2,엄청 많아여 여기 많아서 저리로 가면 이게 또 무리로 다녀서 이쪽 저쪽 겁나 많아여..,2,79
3,겨울에 가면 괜찮을듯..계단에 좀 앉아야지 했는데 벌레들이 많아서 없는곳으로 계단 위로 올라가고 올라가고 여기는 좀 없네 싶어서 앉으려고 하면 이게 벌레가 또 워낙 작아서 못봤던거지,3,79
4,여기도 한무리 가득..결국 자리 옮기고 옮기고 옮기다가 오늘은 날도 더워서 다리도 아프고 결국 편의점에 들어가서 헤이즐넛 커피 사서 마시고 편의점 앞에 흔들의자 있길래 앉아서 쉬었다가 집 왔어요,4,79
0,기분이 좋아지는 곳...,0,80
1,라이딩하기도 좋은곳...,1,80
0,너무 날씨도 좋았어요❤,0,81
1,나중에도 또놀러 올게요❤,1,81
0,평일 점심때 가니 사람도 없고 너무 좋아요,0,82
1,평상에 돗자리 깔고 피크닉 즐기고 왔습니다,1,82
0,잘 정비된 자전거 도로와 보행로 그리고 간편하게 쉬면서 이용할수 있는 각종 편의시설이 잘 갖춰져 있습니다.,0,83
0,"자장구 탈 때 양수가기전 꼭 보급지로 들리는곳~
요즘은 나무그늘아래 돗자리 깔구 나와계신분들이 많다~",0,84
0,잠실부근에서 우울하다 -  한강공원에 간다!,0,85
1,매연 없는 곳에서 걷고 싶다 -  한강공원에 간다!,1,85
2,강아지 산책시킨다 - 한강공원에 간다.,2,85
3,편의점 라면에 맥주한잔 가볍게 마시고 싶다  -  한강공원에 간다.,3,85
4,자전거 타고 싶다 -  한강공원에 간다.,4,85
5,전동바이크를 연습하고 싶다 - 한강공원 들어오면 안된다.,5,85
6,- 끝 -,6,85
0,"봄을 맞은 꽃들이 있고, 바람마저 상쾌했다.",0,86
0,날씨 좋은날 한강은 사랑 입니다 ^^,0,87
1,유람선 타실려면 신분증 꼭 지참하세요,1,87
0,좋습니다.,0,88
1,편의점도 가깝고 잔디밭도 넓고 뚝섬보다 사람도 적어서 즐겨찾는 곳!,1,88
0,시원하고 공기 맑고  최고지요,0,89
1,대중교통 이용 접근방법이 아주 쉽고요,1,89
0,런던에 하이드파크가 있다면 서울에는 한강공원입다!!,0,90
1,돗자리 하나면 최고예요!,1,90
0,밤에 가면 되게이뻐요!,0,91
1,코로나때문에 지금은 어렵지만 나중에 가보는거 추천해요~,1,91
0,바람은 선선하고 뜨끈한 라면을 먹으니 너무 좋았습니다.,0,92
0,여의도나 반포처럼 화려한 한강뷰는 아니지만 오두막?에서 여유롭게 노을과 잔잔한 서울야경을 볼수있다.,0,93
1,사람이 상대적으로 적어서 좋다.,1,93
0,사람많은거빼고좋아요,0,94
0,"여름, 다리 너머로 해가 지는 것을 볼 수 있는 한강공원
잠실역에서 어느정도 거리가 있으나
잠실한강공원 버스정류장이 잠실대교 위에 있으니 이용하시면 좋아요",0,95
1,위치가 좋아서인지 해 지는 모습을 담으려는 사진가들도 많네요~,1,95
2,공원에는 GS25편의점이 몇개 있습니다,2,95
0,요약: 산책로와 뷰가 좋은 한강공원,0,96
0,매주 토요일 밤바람을 맞으며 분당서 한강 잠실선착장까지 달린다.,0,97
1,같은 하늘인데 날마다 다르다.,1,97
0,도심속 힐링공간.,0,98
1,대한민국 넘버원 플레이스,1,98
0,날씨 좋은 날 가면 더 좋아요!,0,99
1,편의점 공사하는데 열긴 열더라구요~,1,99
0,시원해여 근데 거리두기 3인이상집합금지 안지키는성인이많네요..,0,100
1,밤되니 모기많아요,1,100
2,그래도 좋긴좋아요,2,100
0,라이딩하러자주가는곳.,0,101
1,가면 항상 편한곳.,1,101
2,산책하기 너무 좋다.,2,101
0,"잠실 주변에 살아서 자주 가는데 산책하러 가기에 정말 좋고, 친구들이랑놀러가 기에도좋고사람 들도많아 무섭 지않아요!!",0,102
1,역시한 강에 는치킨이 죠!!,1,102
2,치킨시킬때잠실나들목얘기하고편의점 몇호점인지얘기하면배달가능할거예요.,2,102
3,"근데 이번에갔을때 네네치킨시켜먹 었는데닭고기 도너무싼닭처럼별로 였고..,음료수도 서비스로주지않아서사먹었어요.",3,102
4,그리고대부분 치킨시킬 때물티슈랑젓가락 넣어달라고 하면넣 어주세요.,4,102
0,"아름다운 한강을 보며 휴식을 취하거나, 산책하기 좋은 곳.",0,103
1,즉석 라면이 별미임.,1,103
0,사람이 숨쉬고 웃는 장소!,0,104
1,마음의 치유와 몸의 치유공간이다.,1,104
0,멋진 야경 꼭 한번 보세요,0,105
0,언제나 시원한 바람과 아름다운 풍경을 볼수 있어요,0,106
1,비록 멀지만 재미있었다,1,106
2,맛있는 라면도 좋았습니다,2,106
0,돗자리깔고 쥐에스에서 라면끓여먹으면 좋아요👍…,0,107
0,주차비 싸고 라면도 맛있어요,0,108
1,짜장면 배달도 됩니다,1,108
2,일몰보며 맥주한잔  좋아요 👍…,2,108
0,요즘 쌀쌀해져서 그런지 사람이 그리 많지 않았어요.,0,109
1,한강은 언제나 좋네요,1,109
0,자전거 운동하기 좋아요.,0,110
1,연인 및 가족 친구 다 괜찮아요,1,110
2,단 날씨가 좋으면 나오세요,2,110
0,"코로나 언니때문에 더 소중한 한강공원
쓰레기는 각자 알아서 챙기세요",0,111
0,한강 유람선타며 요트 타는 모습 구경하기.,0,112
0,둘레길이 있어 코로나 시대에 최적화된 운동 장소입니다!,0,113
0,요증엔 편의점서 bbq도 팔고 커피도 팔고있음.,0,114
1,한강의 따뜻한 햇볕은 또 강바람은 언제나 좋음.,1,114
0,한강에서 쉬었어요.,0,115
1,너무 좋아요 ㅋㅋ,1,115
0,나무 밑에서 돗자리 깔고 놀기 좋은 곳.,0,116
0,판도라 눈꽃빙수 맛있어요.,0,117
1,아이들 보트타는것도 넘 좋아해요~,1,117
0,이제 날이 좀 추워져가지만 아직까진 따릉이 타고 한바퀴 돌기엔 무리가 없다,0,118
0,"편의점과 화장실,벤치와 정자.시원한 강바람,그리고 즉석라면!",0,119
0,라이딩하다 아이스 아메리카노 한잔하기 딱 좋은 곳.,0,120
1,사진은 view  from  잠실한강공원,1,120
0,"미세먼지 없을땐
술마시고
운동하고
산책하고
멍때리기 좋다",0,121
0,"풍납동 한강에 놀이터가 없어서
여기까지 가야합니다.",0,122
1,"서울시는 풍납동쪽 한강에도 아이들 놀이터
하나 만들 머리도 없나봐요.",1,122
0,서울의 한강공원은 어느곳이든 최고의 공원이다.,0,123
0,가끔 오는 곳...,0,124
1,한강 뷰^^ 멋져요^^,1,124
0,사계절 내내 경치가 짱이고 넓고 산책하기에 너무 좋은 것이에요ㅠㅠ,0,125
1,진짜 서울 여행오신 분들은 여기 밤에 꼭 와보세요!,1,125
2,야경도 너무 이쁘고 밖에서 보는 롯데월드의 모습이 너무 아름답습니다ㅠ,2,125
0,너무좋아요.,0,126
1,돗자리펴고 치킨시켜먹는거 제 버킷리스트였는데 드디어 이뤘네요 ㅠ,1,126
0,4월부터 10월까지  밤9시까지 2면 개방된 4인이하 텐트 그늘막 설치 가능,0,127
0,좋아요,0,128
1,선선했어요,1,128
0,상쾌한 강바람을 만끽해요,0,129
0,산책하며 강바람  쐬기 좋다,0,130
1,지금은 코로나로 카페나 선상 음식들이 중단된 상태다,1,130
0,"제가살고있는뚝섬유원지와잠실한강공원을가로
지르는한강공원인거같아요",0,131
1,"부지가넓고해서너도나도
운동하러나오고쉬는데도많고좋은거같아요",1,131
2,"지적하자면뚝섬한강유원지화장실가본적있는데
더럽고위생도안좋은거같아요",2,131
3,"그래서말인데뚝섬한강유원지도
새롭게재탄생했으면좋겠어요",3,131
4,"물론뚝섬유원지도
잠실한강공원도많은변화가있어야
가능할거같아요",4,131
5,"특히목줄안하는강쥐도견주가
스스로치우고목줄안하는견주도처벌할거니
아시고깜방가고싶음벌금왕창내야한다는거잊지
마세요",5,131
6,"저도한강공원많이다녀본사람이라
청결하고깨끗하고스스로치우길기원합니다",6,131
7,"견주들은자기맛에산다고하지만
강쥐가이쁘면내새끼도귀할줄안다는거죠",7,131
