,리뷰,rep,index
6,좋은기억만 가저갈수있었는데 일부 몰상식한 사람들때문에 그러지는 못할것 같습니다.,6,41
0,봄에는 벚꽃.,0,42
1,여름밤엔 맥주.,1,42
2,가을 피크닉 등 잔디에 돗자리나 텐트를 가지고 여유와 계절을 즐길 수 있는 곳.,2,42
3,주변에 예약으로 자전거나 캠핑물품을 빌릴 곳도 많아서 돈만 들고 가면 된다.,3,42
4,사람이 많을 땐 사람에 치이러 온건지 구경하러 온건지 모를 정도이다.,4,42
5,그래도 가족과 연인과 친구와 함께 즐길 수 있는 곳이다.,5,42
0,야밤에도 사람많아서 산책하기 좋음,0,43
0,서울에서 최고의 시민들의 휴식공간입니다.,0,44
0,전망 좋은 곳!,0,45
1,실컷 즐기다 갑니다 ㅎㅎ,1,45
2,시원한 가을에 한번 더 와보고 싶네요,2,45
3,화장실깨끗해요!,3,45
4,관리 잘되는 느낌입니다,4,45
0,서울 시민의 영원한 휴식처이다.,0,46
1,폭 1km의 길이와 수량은 도심 속에 답답한 심정을 해소 해 주고 돚자리 피고 배달음식 또는 치킨과 맥주 한잔과 친구들과 수다는 스트레스를 일거에 해소 해 준다.,1,46
2,2022년 서울세계불꽃축제의 명당 자리이기도 하다.,2,46
0,휴식 공간으로 참 좋아요.,0,47
1,주차도 편리하고 자전거 빌려서 타기도 좋아요.,1,47
0,2022년은 도깨비에서 달빛으로 바뀐 야시장이였고 코로나 빼고 거의 매년마다 갔었지만 사람이 가장 많았었던거 같다.,0,48
1,푸드트럭도 7시?도 되지 않았는데 재료소진도 여러곳 보였고 기본 40분에서 1시간이상 줄서야 먹을수있었다,1,48
2,한강 야경은 넘 분위기있어 좋았고 구경하면서 팔찌도 반지도 픽하고  맨 나중에 알았지만 푸드트럭 영수증ㅠ 하나도 안챙겼는데 영수증 있으면 저 상자를 준다 안에는 집게 장갑 파우치 들어있었는데 알았으면 영수증 다 받았징,2,48
3,간만에 즐거운 시간이였다,3,48
0,"1. 아이 서울 유, 이제 서울 리브랜딩하면 사라진다죠.",0,49
1,2. 여의도 한강공원이 최고인 것 같아요.,1,49
2,"3. 2인 자전거 최초 1시간 6천원인데, 신분증을 맡겨야 해요.",2,49
3,매우 불안,3,49
0,한여름 아이와 함께 갈 만한 곳 중에 여기만한데가 없어요.,0,50
1,잘 관리해주는 서울시에 감사.,1,50
0,불꽃축제 참석 진짜 볼만하더라구요,0,51
1,공원 너무 잘 조성되어있어서 감탄했어요,1,51
2,아침부터 명당자리 맡는 사람들 이해가 됐습니다,2,51
0,윌드컵대교 남단에 양쪽 엘리베이터.,0,52
1,설치 새로운 산책 라이딩 코스 야경 멋집니다,1,52
2,건너편은 엘베 없습니다,2,52
0,마라톤대회 때문에 다녀왔어요.,0,53
1,그래서 자세한 건 못봤지만 화장실이 다수 있어서 좋았고 걷기 운동.,1,53
2,달리기 운동하기가 정말 좋아보였어요.,2,53
0,라면에 맥주 한잔 시원하니 좋네요,0,54
0,서울최고의 벚꽃길 많은 사람들로 인해서 벚꽃과 사람 한강이 멋지게 감상할수 있는곳입니다.,0,55
1,그냥 딱 좋다라고 하면 될듯합니다.,1,55
2,주말에는 더욱더 터져나갈듯 합니다.,2,55
3,거의 만개에 가깝게 벚꽃들이 피고 있으니 빨리들 가보세요^^,3,55
0,역시 강바람이 시원한 한강공원🤗👍👍여름밤 로맨틱 최고…,0,56
0,여의나루역에서 바로 밑에 위치해 있다.,0,57
1,먹을 것 많고 볼거리도 많은 공원.,1,57
2,"돗자리를 대여하고 앉아, 음식을 먹고 있으면..",2,57
3,순식간에 갈매기와 비둘기 떼가 날아와 위협하는 진풍경을 볼 수 있는 곳!,3,57
4,얘네들은 먹이를 던져주면 버릇 나빠져서 이곳저곳을 헤지는 성격이다.,4,57
5,보이는 즉시 서열정리를 확실하게 해주어 교육시켜주자.,5,57
6,그래야 추후 다른 사람들에게 피해 주지 않는다.,6,57
0,여름에는 6-8시에 가는것을 추천드립니다.,0,58
1,마포대교로 지는 노을이 멋있습니다😃…,1,58
0,"여러 조형물들, 넓고 아름다운 풍경!",0,59
1,그리고 밤에는 예쁜 야경과 조명이 있어서 감동을 느낄수 있었어요!,1,59
2,여자친구랑 그저 걷기만해도 행복한 시간을 보낼수 있었어요!,2,59
3,공원쪽으로 걷다가 63빌딩에 아쿠아리움이랑 전망대 보는것도 좋은 생각인거같아요😄…,3,59
0,야경도 볼만하고 오랜만에 편의점 뽀글라면 너무 맛있게 먹고 왔네요.,0,60
1,산책하거나 돗자리 깔고 마음 편안하게 쉬면서 버스킹 하시는분의 부드러운 노랫소리도 어우러져 분위기 좋은 여유로운 시간이 되기에 적합한것 같습니다.,1,60
0,도시에서 가족이나 친구들과 산책하기좋은곳 낮이나 밤이나 안전한공원 대중교통 인프라가 잘 되있어 어디에서 오던 진입이 쉬워서 좋은곳 서울 한강공원은 여러분의 휴식처가 되어줄것입니다,0,61
0,세계에서 보기 드물게 잘 가꾸어진 강변입니다.,0,62
1,자전거 도로와 걷기 도로가 따로 있어서 비교적 안전 합니다.,1,62
2,다양한 문화행사가 이뤄집니다.,2,62
3,강물이 비교적 깨끗합니다.,3,62
0,낮에도 밤에도 이쁘고 쉬기 좋아요.,0,63
1,겨울엔 엄청 추워요,1,63
0,지금딱!!야장에서 단풍보며..맥주한잔하기 좋은!!,0,64
0,야경이 정말 좋고 경치를 보며 먹는 라면은 최고입니다,0,65
0,정말 몇년만에 다시가본 여의도한강공원~~ 넘나 달라졌네요~,0,66
1,잘 조성해놨어요,1,66
2,BTS10주년기념행사 보러왔는데 외국인들도 많은데 한국의 한강도 사랑하게될듯♡,2,66
0,날씨가 좋은 날이면 와서 산책하러 옵니다.,0,67
1,선선할때는 음식 싸들고 피크닉 하기 좋습니다.,1,67
2,자전거 빌리는것도 어렵지 않고 자전거 도로도 잘 되어있어 자전거 타기도 좋습니다.,2,67
0,간만에 한강걷기~~소원트리와 한강의 야경과 더불어 라이브  노래를 들을 수 있어 한참 귀가 호강을 했네요.,0,68
1,또 하나의 재미는 한강호에서 라면.,1,68
2,오뎅.떡볶이..추운.,2,68
3,칼바람을 맞으면서 먹는 갬성^^ 조용하게 걸으면서 생각에 빠지는것도  초강추!,3,68
4,마포대교의 밤 야경은 더할나위 없이 좋습니다.,4,68
0,안녕하세요.,0,69
1,저기 솔직히 말하면 사람들이 너무 많아서 길이 안 보였어요? 🌫,1,69
2,그리고 안 보여서 부딪칠 뻔했어요.,2,69
3,그리고 돗자리로 바닥에 깔려고 했는데요. 💺,3,69
4,자리가 없어서 곤란했어요?,4,69
5,그리고 화장실에서 도 줄을 써야 해서 너무 급한 사람이 오면 어떻게 해야 할까요? 🚹🚺,5,69
6,화장실화장실 너무 급한 사람이 오면 그냥 양보를 해주세요??,6,69
7,그리고 손을 잘 씻어서 나와주세요.,7,69
0,근처에 따릉이(자전거 대여 서비스)가 많으며 자전거 타기 좋고 귀여운 강아지가 많다.,0,70
1,벚꽃 시즌 최고...,1,70
2,일년 중 약 일주일 정도의 짧은 절정.,2,70
3,코로나 시기에도 윤중로는 폐쇄하지만 반대쪽의 한강공원은 개방해서 벚꽃을 즐길 수 있음,3,70
0,유람선 이용을 위해 야간방문 했는데 야경이 정말 예쁘고 공원 조성이 잘 되어 있었어요,0,71
0,"<더현대서울 -> 63아트 -> 여의도한강공원> 이 코스로 돌아보면 진짜 세상의 감성, 행복 다 가질 수 있습니다,,,",0,72
1,"오후 3시부터 7시까지 총 4시간정도가 소요되었는데, 비가 내려서 무척 아쉬웠지만 저녁엔 기적처럼 먹구름들이 걷혀주더라구요",1,72
2,덕분에 어디서도 본적없는 예쁜 풍경들을 볼 수 있었답니다,2,72
3,뭉게구름 + 저녁노을 + 선선한바람 + 야경 = 사랑,3,72
0,"불꽃축제가 있다고했는데 , 저는 축제 끝나는 시간에 갔어요.",0,73
1,야경  보려고 간거라서요.,1,73
0,ㆍ이곳은 사사철 도시에서는  좋은  곳이다,0,74
1,자녀 들과 연인과  함께하는  곳이다,1,74
2,식사시간이 되면  불편하다 배달음식도 편히 않아서드실 공간을 만든다면 좋겠다,2,74
0,산책하기도 좋고 아름다운공간,0,75
0,얻그저께부터 꽃이 만개하여 어제까지는 꽃도 단단하게 꽃잎이 흩날리지 않는다 금일부터 차량통제가 들어가는데 사람이 많을것으로 보여진다.,0,76
1,이번주 주말에 사람이 엄청 많고 날리는 꽃잎들이 아름다울것이라고 예상된다.,1,76
0,"오전에 비가 왔음에도 불구하고 많은 사람들이 공원에 나와 있었습니다,",0,77
0,직장 동료들과 퇴근 후 오전에 갔는데 시원한 강바람에 구름이 낀 하루여서 애슐리퀸즈에서 점심식사 후 잔디밭에 돗자리 깔고 맥주와 새우깡을 먹으며  수다삼매경에 빠져서 시간 가는줄도 모르게 놀았어요~^^,0,78
0,힐링장소.서울시민이라는것이 감사.집앞 에 최고의 명소라니...,0,79
1,어느 나라를가도 도심한가운데 이리큰강은 없지요!,1,79
2,bts축제하루전,2,79
0,날씨 좋은날 한강은 최고죠,0,80
0,항상 좋은 느낌~!!,0,81
1,멋진 장소죠..👍👍👍,1,81
2,"코로나19로 인해 조금은 침체되어 있지만, 그래도 심신의 노곤함을 싸~악~ 날려버릴수 있음은 늘 같은 느낌이네요..🎵",2,81
3,곳곳에 공원내 정비사업을 하고 있습니다.,3,81
4,동선이 조금 달라졌고요..🤔,4,81
5,"간만에 석양도 감상하고~ 야경도 즐기고~ 🍀 길진 않았지만, 힐링하고 귀가합니다.😄",5,81
0,주차가 유료라 좀 아쉽지만 오엔 레스토랑에서 차나 음식을 즐기고 주차확인을 받으면 된다.,0,82
1,강가를 따라 걸으면 힐링이 된다.,1,82
2,데이트코스로도 좋다.,2,82
3,가을에는 코스모스를 즐길 수 있었다.,3,82
0,데이트하기 좋은 장소.,0,83
1,계절에 따라 분위기가 달라서 시원하고 좋음.,1,83
0,"사랑하는 진영과 데이또한 한강공원ㅋㅋ 말로만 오자고 30,000번 얘기해놓고 쭈우욱 미루다 이제야 다녀왔네",0,84
1,게으른 날 용서해 진영띠ㅠㅠ 하와와 강바람 겁나 뼛속까지 에는것이애오ㄷㄷ하지만 나는 하아나도 안추웠다 사랑하는 진영과 같이 있으면 저어연혀 안춥다구 하하하하하하하하 하지만 꼭 라면은 끓이자마자 편의점 가까운데에서 바로 먹자 그래도 텐트에서 먹겠다고 끓여서 용기붙들고 와다다다 뛰어서 텐트까지 갔지만 띵띵 불어서 3인분이 되어부,1,84
2,렀으ㅜㅜ 아 그리고 한강편의점에 네스퀵 초코바랑 죠,2,84
3,스바 젤리 있을건데 그것들은 한강에 갔으면 반드시 잡솨봐야한다,3,84
4,개조오오ㅗㅗㅗㅗ온나 맛있거던,4,84
5,그것들은 꼭 먹어야해ㅠㅠ,5,84
0,산책하기 좋은 코스.,0,85
1,주차장 O.,1,85
0,1년에 딱 한번 세계불꽃축제 너무너무 멋있어요!!,0,86
0,강아지와 함께하는 피크닉이다.,0,87
1,한강공원에서 첫 피크닉 이였는데 평온하고 좋았다.,1,87
2,돗자리는 편의점에서 5천원에 구매했다.,2,87
3,피크닉을 할꺼라면 미리 준비해서 가면 좋을 듯 하다.,3,87
4,비둘기가 많았지만 강아지와 함께라 강아지가 쫓아내줬다.,4,87
0,자전거도로도 잘 되어있고 시설이 좋다 돗자리 깔고 여유자적하게 시간을 보내면 잠시나마 바쁜 일상을 잊을수있다 먹거리도 잘 되어있다 배달도 가능하며 식당도 구비되어있는데 좀 비싼게 아쉽...그래도 분위기 빨로 갈만 하다,0,88
0,운동하기도 데이트 하기도 참 좋은 곳이다,0,89
1,그런데 수상에 떠있는 편의점 주변에서 악취는 고려해봐야 겠다,1,89
0,산책하고 구경하고 자전거타고 걷고 마시고 수다떨기 너무 좋아요.,0,90
1,"반려견이랑 같이 산책도 좋고, 배달존으로 먹거리 주문해서 받아와서 먹기도 좋고.",1,90
0,몇 년만에 와봤는데 많이 좋아졌다.,0,91
1,"어렸을 때 그리고 한 6,7년 전에 한창 스케이트보드 탈 때 그 이후에는 반포만 집 가까워서 많이 갔었는데 어제는 괜히 좋았다.",1,91
2,해외에서 일하면서 가장 그리웠던 것 중 하나가 한강에서 자유롭게 걷는 것.,2,91
3,비록 외노자지만 이래서 우리나라가 좋다.,3,91
0,여전히 핫한 여의나루역 앞 한강공원.,0,92
1,여의도 한강공원 주차장은 주말만 되면 차량 줄이 길어서 들어가기 힘듬.,1,92
2,휴일에는 여의도 안에 길거리 주차장(평일엔 유료임)이 무료기 때문에 이쪽에 주차하고 걸어가거나 버스 타고 여의나루로 넘어가는 것이 좋다.,2,92
3,"아이를 데리고 한강공원에 가니 화장실이 걱정이었는데, 서울시에서 화장실을 엄청 깨끗하게 관리하는지 예전의 모습을 찾아볼 수 없을 정도로 깨끗했다.",3,92
4,특히 가족화장실이 있어서 쾌적하게 아이와 볼일을 볼 수 있는게 가장 좋았다.,4,92
5,"주변에 노점상에서 길거리 음식을 많이 팔고 돗자리도 팔기 때문에 먹거리도 걱정없고 사람이 많아서 사람 구경하기도 좋고, 버스킹도 하기 때문에 귀도 즐겁다.",5,92
6,사람이 많은 이유가 있는 듯하다.,6,92
7,화장실가족화장실이 있어서 아이와 같이 가도 걱정이 없음피크닉 구역사람이 많지만 쓰레기통에 먹은 것을 버리고 가시는 분들이 많아서 대체로는 깨끗하다.,7,92
0,지난 주보다 훨씬 더 공공장소 주변이 청결해진 느낌이 들었고 전단지를 버릴 큰 전용 색색별 예쁜 쓰레기통이 생겨서 보기에도 좋았습니다,0,93
1,관광지로도 더욱 더 활성화 될 한국의 맨해튼 여의도의 명성에 걸 맞는 다양한 볼거리와 공연으로 더욱더 외국인 관광객들이 많이 찾는 곳이 되었으면 좋겠습니다,1,93
0,나이트런 42km참여하면서 일몰과 일출을 다 보았는데 정말 멋졌어요...,0,94
1,진짜 아름다운 곳입니다,1,94
0,한강공원중 가장 지하철에서의 접근성이 좋음.,0,95
0,여의도 한강에서의 모임은 언제나 즐겁습니다,0,96
1,한강라면은 필수예요,1,96
0,공용주차장에 주차하고 나들이다녀왔는데 역시 주말이라그런지 다들 텐트도치고.,0,97
1,돗자리도펴고 너무 여유로워보였어요 ㅎㅎ,1,97
2,저도 간단히 맥주한캔하면서 여유를 즐겼답니다.,2,97
3,돗자리나.텐트대여하는곳도 곳곳에보이고 안내문구잘읽으셔서 텐트설치되는곳이 있고 안되는곳도있고해요 ~,3,97
4,평일에가시면 조금더 여유롭게 힐링하실수 있으세요  ~,4,97
5,돗자리대여나 편의점에서 구매하시면 따로구매하는것보다 좀더 비싸니 챙겨가시는것도 추천!!,5,97
0,아이들이 물놀이하기 정말 좋아요~,0,98
1,대신 옷을 갈아입힐만한 적당한 장소가 없어,1,98
2,아쉬워요,2,98
