,0
10,여름밤에 산책하기 최고의 장소입니다. 시원한 강바람과 잠실대교 하부의 예쁜  조명 바이크족들도 생생 달리고 걷는  도보족들과 구분되있어 안전합니다.
11,"여름에 나오기엔 너무 덥긴하지만 적당히 나무그늘아래서 텐트치고 여유롭게 쉬기좋아요, 그늘막설치장소가 따로있기때문에 지정장소에설치해야하고 바로앞에 gs편의점이 있어 편해요. 한강하면 끓여먹는 라면과 맥주한잔이면 행복한하루를 보낼수있어요"
12,아들과 한강 라면 먹으러 갔었어요. 우리는 좋았는데 사람들이 많지 않았던 이유도 알 수 있었어요. 많이 추웠어요.ㅠㅠ. 따뜻한 날에 가세요.
13,낮에 가서 자전거를 타려 했지만 부득이하게 늦어지고 해도 짧아져서 자전거도 마감되고 아쉬웠지만 야간에 간 한강은 처음이었는데 한강 대교들도 반짝이는게 이쁘고 공원 산책로를 걷는데 야경이 정말 아름다워서 야간에도 갈만한 한강입니다
14,공원이 깨끗하게 관리되어 쾌적한 환경을 누릴 수 있는 공원이다.
15,"주말 오전에 일찍 가지 않으면 그늘막 칠 곳을 찾기 어려움
서울에서 한가로이 시간을 보낼수 있는 멋진 곳!
가끔 불어오는 강바람은 정말 시원하고 기분을 좋게한다"
16,"치킨집도 있고,편의점도 있고, 따릉이도 많이 있고
한강을 즐길만한 편의시설이 많아서 좋았어요. 역에서도 가까운 잠실 한강공원"
17,"다른 한강공원보다 좋았어요
물론 날씨 좋을때지만~
주차장은 공휴일도 유료인듯..?"
18,푸른 잔디밭에서 아이들과 즐거운 시간을 보내면 스트레스가 해소됩니다. 한강을 바라보며 먹는 편의점 라면이 진짜 맛있어요.
19,"잠실 한강공원은 밤, 낮에도 이쁘고 편이점, 치킨집이 있습니다.
코로나임에도 불구하고 생각보다 사람이 많아
놀랐습니다. 마침 사진을 찍으러 왔기 때문에,
사진도 몇장 올립니다"
20,"시원한 바람 ㅡ> 서늘한 바람이 코로나로 낀 마스크 사이로 들어온다ᆞ풀냄새도 좋고 이 가을의 낙엽 빛깔도 좋다ᆞ가을의 끝자락의 정취를 놓치기 싫어 자전거로 출퇴근 한다ᆞ
천호동 출발 풍납 나들목으로 접어든 후  한강자전거 길  ㅡ길지 도 짧지도 않게
잠실나들목으로 나와서 잠실 리센츠ᆞ 트리지움을 통해 지나 삼전역 지나 탄천1교를 건너서도 가을길 풍경이 아름답다ᆞ"
21,"2호선 잠실나루역에 내려서 4번 출구로 나가시면 4번 출구를 등지고 오른쪽으로 계단이 보여요 그리로 올라가시면 사람이 걸어서 한강으로 진입할 수 있는 도보교가 만들어져 있어요.

당산철교는 밑으로 내려가지 않고 바로 연결되는데 잠실철교는 일단 4번 출구로 나가서 다시 계단을 올라야해요.

일단 계단을 올라가시면 걷기 아주좋은 데크길이 길게 만들어져 있어서 계속 걸어가면 자연스럽게 잠실한강공원으로 넘어가실 수 있구요 아니면 걸어서 한강을 건너갈 수도 있어요.

사진을 보시면 자전거도 쉽게 올라갈수있도록 가운데에 경사로가 만들어져 있어요."
22,언제나 좋아요
23,하늘도 열일했고 텐트 허용구간도 열려서 멀리 여행가지 않아도 아이들이 최고의 어린이날이었다고 하네요^^
24,"강바람이 살짝 불기는 하지만, 탁트인 시야로 가슴이 넓어지는 것 같네요. 주말에는 레저와 산책을 즐기는 많은 시민들로 활기찬 곳 이지만, 평일에도 한적한 여유를 즐기며 자전거를 타거나, 산책을 즐기는 사람들이 꽤 많습니다. 자전거 길을 따라 중간 중간에 있는 편의점 옆 파라솔 아래에서 한잔 하며 쉬어 가는 주객들과 단체로 소풍을 나온 학생들이 잔디밭에서 즐거운 시간을 보내고 있고, 그 주변에서는 연날리기 연습에 여념이 없는 아저씨와 어린이가 하늘을 쳐다보며 미세먼지를 뜷고 연줄을 감고 풀고 하네요. 위쪽 자전거 도로 옆 표지판에는 낚시금지라고 써있는데도, 아랫쪽 강가에는 낚시를 즐기는 아저씨들도 있습니다. 아마도 아랫쪽 강가로만 걸어와서 낚시금지 표지판을 못봤나 봐요. 위에서 잠시 지켜보다보면 잡아 놓은 팔뚝만한 장어를 볼 수도 있습니다. 종합운동장을 끼고 탄천 길로 가다보면 계절마다 예쁜 꽃길도 볼 수도 있구요, 자전거를 타고 한강을 따라 내려가면 여의도까지 금방이에요.. ^^"
25,"지방사는 사람들이 서울오면 꼭 가는 곳,
무료로 즐길 수 있는 야경.
무료로 쓸 수 있는 깨끗한 공중화장실.
단돈 2000원으로 맥주를 즐길 수 있는 GS편의점.
텐트치고 여유를 즐길 수 있는 곳.

A free night view.
A clean public toilet for free.
GS convenience store where you can enjoy beer for only 2,000 won.
A place where you can relax with a tent."
26,"가족, 연인들끼리 피크닉하기 좋고
자전거도로가 잘 되어있어서 조깅이나 자전거타기에 좋다.
GS편의점안에 미니카페도 있어 커피나 음료를 즐길 수 있고 편의점 바로옆에 BHC치킨집도 있어 치맥즐기기에 좋다."
27,"조용한 한강뷰 산책로 추천합니다
밤늦게산책을한다면 고라니를 만날수도 있는 천연자연환경입니다~^^"
28,"판도라라는 조개구이집 다녀왔는데, 진짜 뷰가 최고에요! 맛있었어요~"
29,"주차장에서의 접근이 쉬워 차로 방문하기 편합니다.
서쪽이 잘 보이기 때문에 특히 남산타워를 배경으로 해가 넘어가는 멋진 일몰을 볼 수 있습니다. 맑은날 저녁에 방문하는 것을 추천드립니다."
30,"한가하게 자전거 타기 좋아요
라면이랑 음료수 사마실 수 있는 매점 시절도 잘되어있어요"
31,여름의 무더위가 한풀 꺽이고 시원한 바람을 누비며 유람선타고 서울을 만끽. 주말의 여유를 즐기는 사람들 사람들~ 이것이 소확행^^한강이 있는 서울사는 소소한 기쁨^^
32,"나무그늘이 좀 더 많으면 좋겠어요 ㅎㅎ
그래도 좋아요 ㅎㅎ 잠실새내에서 걸어가기 좋아요 접근성 굳"
33,다좋은데 장애인화장실이 아쉽다. 여자장애인은 여자화장실을 이용해야만 가능해서 남편이 보조해서 들어갈때는 어쩔수가 없어서 장애인가족화장실이 있었으면 좋겠다.
34,"주간 야간 데이트 걷기 산책 잔디 피크닉 자전거 조깅
전망 물멍 비멍 트렁크 차피크닉 라면먹기
치킨먹기
아무거나 다 가능한곳"
35,"여유있는 잠실한강공원

다른 한강 공원에 비해 한적하고
주차공간이 여유있음

텐트는 저녁 9시까지만 펼수 있고,
이후에는 돗자리만 가능
한강이 야영장이 아니기 때문이라고 방송함

편의점 바로 옆에 있고,
깨끗하지 않지만 화장실 있고,
환상적인 힐링장소"
36,선선하고 경치도 좋고 주차하기도 나쁘지 않고 운동하기도 좋고 산책하기도 좋고 주말이라 많이들 나오셨네요. 다 좋았어요
37,"그늘막은 8시까지 입니다, 그 이후에는 접어야됨화장실100미터 단위마다 있음반려견 동반 환경애완견 동반가능피크닉 구역중간중간 앉아 있을곳도 많고 좋아요"
38,"잠실새내 6번출구에서 직진으로 걸어서 15분정도 걸리는 곳이라 역에서 그럴게 멀지않고 잠실역에서도 적당히 걸어서 방문가능한 한강공원이다
다만 여름철 날벌레가 너무나도 많아서 습하고 불쾌지수가 높은날에 방문하는것은 피하는 것이 좋다"
39,자전거타기 좋은 장소다. 추우면 멈췄다가 라면먹기도 좋다. 저녁에 가면 더더 좋다. 야경이 너무 멋지다. 운동하는사람도 많아서 더 부지런히 살아야겠다는 생각도 든다. 암튼 좋다.
40,"자전거, 즉석 라면, 젊은이, 아가, 강아지, 그리고꽃님이"
41,한강을 넓게보고 싶지만 시야를 가리는 건물과 나무가 많고 편의점과 치킨도 비싸서 올때마다 사기는 부담스럽지만 한두번은 좋다
42,잠실 주민으로서 언제든 방문할 수 있는 친근하고 자연친화적인 공원이 반겨주는 장소입니다. 서울에서 강을 바라볼 수 있다는 것은 참 축복입니다.
43,5시 이후 어느정도 해가 진다 싶을때 가면 강바람이라 크게 덥지도 않고 멋진 노을도 감상할수있어요! :-) 한강에서 저런 뷰를 바라보며 먹는 치킨맛은 오지쥬 bbbbb
44,"여유가 느껴졌던 이곳. 잠실한강공원
바람쐬기, 수다떨기, 먹으러가기 좋은 곳!
날씨좋을때 행복지수 업!
갈때마다 행복해♡"
45,날 따뜻할 때 광합성하기 좋음. 봄에는 장범준 노래 들으면서 산책하면 최고입니다. 근처에 치킨집이나 편의점도 있어서 접근성도 좋아요. 잠실의 명물 사우론 타워도 잘 보입니다.
46,"오늘 은 공기 가 참 좋았다 비 온 후라서인지
잠실대교 및을지나서 선착장 위에까지. 걷고가면 확 터여서 좋지"
47,"편의점 라면 4500원 4200원 치킨 23000원
싸진 않지만 경치 값이다..."
48,"한강 걷기 1인 뚜벅이인데요.
2인 이상 같이 뛰는 분들은
왜 길 안비켜주세요? 잠깐  1줄로 가는게 그렇게 싫으신건지...
난 왜 여따 풀까요 ㅠㅠ
방금도 걷다가 화딱지 진짜..."
49,가족과ㆍ친구들과ㆍ연인이 함께하기 좋은 곳
50,"자전거 라이딩 장소 코스중하나
중간에 치킨집 편의점
잔디가 있고
차다니는 도로쪽에 화장실 있습니다
사진찍기좋고
뷰가 좋습니다"
51,"롯데월드타워도 보이고, 지금 단풍도 절경이고 자전거타는 많은 사람들..여유롭고 참 좋네요"
52,요즘 이렇게 날씨 좋을 때 돗자리나 텐트 깔고 여유로운 시간을 보내기 너무 좋네요! 노을지는 하늘도 굳
53,"이랜드 크루즈를 잠실로 예약해서 처음 방문했는데 전철로 2호선 잠실새내역 7번출구에서 15분정도 였고 찾기는 어렵지 않았고, 롯데월드타워건물 야경도 이뿌고 선착장 매표소 앞에 gs25시 편의좀도 있고, 치킨과 맥주 또는 커피를 마실수 있는 까페가 분위기 있고 가격도 비싸지 않아서 좋았음."
54,"자전거로 양재천부터 잠실한강공원까지 라이딩을 했는데..
현재(2020.3.17) 편의점 두 곳이 모두 내부수리중 이라는 표지만 붙어있어서 실망스러웠음.
자전거도로와 화장실은 잘 정비되어 있음."
55,"깨끗하고 넓으며 시원시원한 강변 경치를 감상할 수 있어 좋습니다. 주차공간도 넉넉하게 제공되어 운동, 산책, 데이트 등 다양한 목적으로 찾을 수 있는 곳이라 생각합니다. 날씨 좋을 때 다시 찾고 싶은 곳입니다."
56,"한국인의 휴식공간, 한강💙
돗자리 가져가서 근처 편의점 라면을 사먹어도 좋고, 치킨을 시켜먹어도 좋고~ 그냥 여기선 뭘 해도 좋아요…"
57,"가족여인 모두가 편하게 휴식을 취할수있는곳
가깝지 않아도 편하게 갈수있음"
58,"말해입만아프죠^^
서울사람은 좋겠수다
이런곳이 지방에 더 많아야하는데
그게 좀 아쉽네요
(경치만 좋은게 아니라 접근성, 편의시설등)"
59,날도 좋고 뷰도 이쁘네요.자전거 타는 사람들이 많아 걸어다닐 때 조심하세요.편의점도 곳곳에 있어 간식 먹기도 좋아요
60,가까운 곳에 시원하게 트인 경치와 한강이 있고 휴식과 운동을 취할 수 있는 공간이 있어서...
61,"경치도 좋고  남녀노소 젊은이들도 많고
요즘같은 코르나엔 땀도 흘리고 참좋은 장소인듯"
62,꽃들도 예쁘고 산책나온 사람들도 많아 좋네요 💕…
63,강변따라 산책로가 잘 되어있네요.
64,"평일과 주말에 다 가보았으나 여의도에 비하면 뭐가 별로 없음. 대여소나 그런것도 적음. 그러나 화장실이 더 자주 있고 편의점 옆에 작게 치킨집이 딸려있음.(사람이 많으면 무용지물) 주말에 가면 공방?류와 플리마켓, 공연 등도 소소하게 하지만 딱히 볼건 없음. 평일에 사람 적은 한강을 원한다면 괜찮으나 여의도를 생각하고 가면 규모가 작은 편. 유람선을 탄다면 만 오천원에 40분간 물과 바람, 떠드는 아이들, 애매하지만 열심히 하는 밴드와 비싼 매점을 경험할 수 있다.(유람선은 정각에 탑승하고 평일/주말 시간대별로 약간 상이한 가격이다.)"
65,사람도 많지않고 남산타워와 롯데타워가 다 보여요 뷰가 좋습니다 지하철역에서 걸어갈 수는 있는데 여름엔 더워요 킥보드나 따릉이 추천합니다
66,"한여름철 가장 시원한 장소입니다 쉴장소도 많고 데크를 깔아놓아
앉아서 쉬기도 좋고
수중보쪽에서 불어오는
신선한 바람 더위가 싹
가십니다"
67,잠실대교 부근 물비린내 심해요.날벌레도 아직 있습니다. 그래도 노을은 죽이네요!!
68,한강의 조망이 한눈에 펼쳐있고 탄천과 양재천이 합류하는 지점 ㅡ 자전거 길로 라이딩하면서 잠시 쉬어가는장소
69,"깔끔하고 시원해서 좋아요.
요즘 송파둘레길 잘되어 있네요"
70,오늘 날이 너무 청명하고 맑아서 집에 있기에  너무 아까웠어요~
71,자전거 길 이 잘 되어있고 넓은 강은 보기만 해도 시원합니다
72,"자전거를 타고 한강변을 달리기에 좋은 가을. 자전거를 타고 잠실부터 반포까지 자주 방문함. 여름엔 더운데 자전거의 속도감으로 시원함을 느끼고, 가을에는 천천히 가을 풍경을 감상하면서 따뜻함을 느낄 수 있음. 가을 산책장소로 강추."
73,"주차비가 있지만 저렴합니다.
한강 공원에서 치맥하시고~
편의점 조리라면도 먹고,
사람 구경도 하고
아름다운 야경과 일출도 보고왔어요."
74,"박태기나무에 꽃이 활짝
너무 예쁜 광경에 기분까지 좋아졌네요"
75,"일출 보러 갔어요
공휴일에도 주차비 받네요
사람 많고 운동도 많이들 하시네요
바람 쐬러 가기 좋아요"
76,"데이트 코스로도 완벽하고 산책로 시설까지 좋아요
옛날에 캠핑하던 행사도 있어서 가족끼리 다녀왔습니다.
좋은 기억들이 많아요! 모두들 행복하세요"
77,편의점이나 이동식화장실도 중간 중간 있고 사람도 적당히 있어서 주말 오후를 잠시 즐기기에 좋았다..주차장 빠져나갈 때 최악 ㅋㅋㅋㅋ 너무 막히는데 따로 길 정리해주거나 하는 사람이 없다보니 그냥 막 chaos였음...앞으론 주말 저녁 즈음인 낮에는 안가는 걸로...
78,집 부근에 한강공원이 있어 텐트도 치고 재미나게 놀수 있었네요
79,"깨끗하고 다 괜찮은데 초파리?하루살이?무진장 많네요..소독차 한번 지나가야 할듯ㅠㅠ
와 진짜 한강 아래는 내려가지 마세여..엄청 많아여 여기 많아서 저리로 가면 이게 또 무리로 다녀서 이쪽 저쪽 겁나 많아여..겨울에 가면 괜찮을듯..계단에 좀 앉아야지 했는데 벌레들이 많아서 없는곳으로 계단 위로 올라가고 올라가고 여기는 좀 없네 싶어서 앉으려고 하면 이게 벌레가 또 워낙 작아서 못봤던거지 여기도 한무리 가득..결국 자리 옮기고 옮기고 옮기다가 오늘은 날도 더워서 다리도 아프고 결국 편의점에 들어가서 헤이즐넛 커피 사서 마시고 편의점 앞에 흔들의자 있길래 앉아서 쉬었다가 집 왔어요"
80,기분이 좋아지는 곳... 라이딩하기도 좋은곳...
81,너무 날씨도 좋았어요❤ 나중에도 또놀러 올게요❤
82,평일 점심때 가니 사람도 없고 너무 좋아요 평상에 돗자리 깔고 피크닉 즐기고 왔습니다
83,잘 정비된 자전거 도로와 보행로 그리고 간편하게 쉬면서 이용할수 있는 각종 편의시설이 잘 갖춰져 있습니다.
84,"자장구 탈 때 양수가기전 꼭 보급지로 들리는곳~
요즘은 나무그늘아래 돗자리 깔구 나와계신분들이 많다~"
85,"잠실부근에서 우울하다 -  한강공원에 간다!
매연 없는 곳에서 걷고 싶다 -  한강공원에 간다!
강아지 산책시킨다 - 한강공원에 간다.
편의점 라면에 맥주한잔 가볍게 마시고 싶다  -  한강공원에 간다.
자전거 타고 싶다 -  한강공원에 간다.
전동바이크를 연습하고 싶다 - 한강공원 들어오면 안된다.
- 끝 -"
86,"봄을 맞은 꽃들이 있고, 바람마저 상쾌했다."
87,날씨 좋은날 한강은 사랑 입니다 ^^ 유람선 타실려면 신분증 꼭 지참하세요
88,좋습니다. 편의점도 가깝고 잔디밭도 넓고 뚝섬보다 사람도 적어서 즐겨찾는 곳!
89,"시원하고 공기 맑고  최고지요
대중교통 이용 접근방법이 아주 쉽고요"
90,런던에 하이드파크가 있다면 서울에는 한강공원입다!!돗자리 하나면 최고예요!
91,밤에 가면 되게이뻐요! 코로나때문에 지금은 어렵지만 나중에 가보는거 추천해요~
92,바람은 선선하고 뜨끈한 라면을 먹으니 너무 좋았습니다.
93,여의도나 반포처럼 화려한 한강뷰는 아니지만 오두막?에서 여유롭게 노을과 잔잔한 서울야경을 볼수있다. 사람이 상대적으로 적어서 좋다.
94,사람많은거빼고좋아요
95,"여름, 다리 너머로 해가 지는 것을 볼 수 있는 한강공원
잠실역에서 어느정도 거리가 있으나
잠실한강공원 버스정류장이 잠실대교 위에 있으니 이용하시면 좋아요
위치가 좋아서인지 해 지는 모습을 담으려는 사진가들도 많네요~
공원에는 GS25편의점이 몇개 있습니다"
96,요약: 산책로와 뷰가 좋은 한강공원
97,매주 토요일 밤바람을 맞으며 분당서 한강 잠실선착장까지 달린다. 같은 하늘인데 날마다 다르다.
98,"도심속 힐링공간.
대한민국 넘버원 플레이스"
99,"날씨 좋은 날 가면 더 좋아요!
편의점 공사하는데 열긴 열더라구요~"
100,시원해여 근데 거리두기 3인이상집합금지 안지키는성인이많네요.. 밤되니 모기많아요 그래도 좋긴좋아요
101,라이딩하러자주가는곳. 가면 항상 편한곳. 산책하기 너무 좋다.
102,"잠실 주변에 살아서 자주 가는데 산책하러 가기에 정말 좋고, 친구들이랑 놀러 가기에도 좋고 사람들도 많아 무섭지 않아요!! 역시 한강에는 치킨이죠!! 치킨 시킬 때 잠실나들목 얘기하고 편의점 몇 호점인지 얘기하면 배달 가능할 거예요. 근데 이번에 갔을 때 네네치킨 시켜 먹었는데 닭고기도 너무 싼 닭처럼 별로였고.., 음료수도 서비스로 주지 않아서 사 먹었어요. 그리고 대부분 치킨 시킬 때 물티슈랑 젓가락 넣어달라고 하면 넣어주세요."
103,"아름다운 한강을 보며 휴식을 취하거나, 산책하기 좋은 곳. 즉석 라면이 별미임."
104,"사람이 숨쉬고 웃는 장소!
마음의 치유와 몸의 치유공간이다."
105,멋진 야경 꼭 한번 보세요
106,"언제나 시원한 바람과 아름다운 풍경을 볼수 있어요
비록 멀지만 재미있었다

맛있는 라면도 좋았습니다"
107,돗자리깔고 쥐에스에서 라면끓여먹으면 좋아요👍…
108,주차비 싸고 라면도 맛있어요 짜장면 배달도 됩니다 일몰보며 맥주한잔  좋아요 👍…
109,요즘 쌀쌀해져서 그런지 사람이 그리 많지 않았어요. 한강은 언제나 좋네요
110,자전거 운동하기 좋아요. 연인 및 가족 친구 다 괜찮아요 단 날씨가 좋으면 나오세요
111,"코로나 언니때문에 더 소중한 한강공원
쓰레기는 각자 알아서 챙기세요"
112,한강 유람선타며 요트 타는 모습 구경하기.
113,둘레길이 있어 코로나 시대에 최적화된 운동 장소입니다!
114,"요증엔 편의점서 bbq도 팔고 커피도 팔고있음.
한강의 따뜻한 햇볕은 또 강바람은 언제나 좋음."
115,한강에서 쉬었어요. 너무 좋아요 ㅋㅋ
116,나무 밑에서 돗자리 깔고 놀기 좋은 곳.
117,"판도라 눈꽃빙수 맛있어요.
아이들 보트타는것도 넘 좋아해요~"
118,이제 날이 좀 추워져가지만 아직까진 따릉이 타고 한바퀴 돌기엔 무리가 없다
119,"편의점과 화장실,벤치와 정자.시원한 강바람,그리고 즉석라면!"
120,"라이딩하다 아이스 아메리카노 한잔하기 딱 좋은 곳.
사진은 view  from  잠실한강공원"
121,"미세먼지 없을땐
술마시고
운동하고
산책하고
멍때리기 좋다"
122,"풍납동 한강에 놀이터가 없어서
여기까지 가야합니다.
서울시는 풍납동쪽 한강에도 아이들 놀이터
하나 만들 머리도 없나봐요."
123,서울의 한강공원은 어느곳이든 최고의 공원이다.
124,"가끔 오는 곳...
한강 뷰^^ 멋져요^^"
125,사계절 내내 경치가 짱이고 넓고 산책하기에 너무 좋은 것이에요ㅠㅠ 진짜 서울 여행오신 분들은 여기 밤에 꼭 와보세요! 야경도 너무 이쁘고 밖에서 보는 롯데월드의 모습이 너무 아름답습니다ㅠ
126,너무좋아요. 돗자리펴고 치킨시켜먹는거 제 버킷리스트였는데 드디어 이뤘네요 ㅠ
127,4월부터 10월까지  밤9시까지 2면 개방된 4인이하 텐트 그늘막 설치 가능
128,좋아요 선선했어요
129,상쾌한 강바람을 만끽해요
130,산책하며 강바람  쐬기 좋다 지금은 코로나로 카페나 선상 음식들이 중단된 상태다
131,"제가살고있는뚝섬유원지와잠실한강공원을가로
지르는한강공원인거같아요부지가넓고해서너도나도
운동하러나오고쉬는데도많고좋은거같아요
지적하자면뚝섬한강유원지화장실가본적있는데
더럽고위생도안좋은거같아요
그래서말인데뚝섬한강유원지도
새롭게재탄생했으면좋겠어요물론뚝섬유원지도
잠실한강공원도많은변화가있어야
가능할거같아요
특히목줄안하는강쥐도견주가
스스로치우고목줄안하는견주도처벌할거니
아시고깜방가고싶음벌금왕창내야한다는거잊지
마세요저도한강공원많이다녀본사람이라
청결하고깨끗하고스스로치우길기원합니다
견주들은자기맛에산다고하지만
강쥐가이쁘면내새끼도귀할줄안다는거죠
큰강쥐가이뻐도스스로파멸하는거니까
입마개하는게좋아요정부에서도반려견세금
내는게저도찬성해요내강쥐가안문다는식으로
울산에도큰강쥐가초등생무는거아시죠
경각심갖고강쥐가소중하믄
조용하게살라고말하고싶어요..
암튿뚝섬한강공원도잠실한강공원도
심야시간에술먹는걸자제하도록하세요..한강공원에
쓰레기가넘치고한다는데신상공개하세요
신상공개해서자기네들이먹은걸
알아서치우고가라고하세요아셔죠..
ps:한강공원에쓰레기버리고가는사람들은
비양심이없고나밖에모르는사람들은
머리가빈거라는거아실거에요휴가철마다
다먹고안가지는거..가정교육이이래서중요해요
저는일단지켜보도록하죠..."
132,"언제나 힐링되는 한강
항상 좋아하는 곳이예요"
133,그늘아래는 시원하고 먼지없는 날에는 최고.그늘막설치장소가 따로 정해져있으니 확인하고 설치해야함.
134,"유람선이용도 할수있고
가족들과함께 산책하기 좋은곳"
135,"햇살 좋은 봄날 치맥
좋네요"
136,한강과 더불어 아이들과 산책나들이하고 싶다면 좋은거같아요
137,코로나때문에 차안에만 있고 사진만 찍으러 나갔는데 악악 날씨도 넘 좋고 악악악 코로나 빨리 물러가ㅠㅠㅠㅠㅠ한강에서 치맥하디 좋은날씬데ㅠㅠㅠ엉엉
138,겨울엔 사람이 없어요.. 그리 늦은 시간대가 아닌데..^^;;;
139,날씨가 좋아 산책하기에 좋았습니다. 한강 풍경이 너무 아름다워요.
140,라이딩하기는 좋지만 여의도나 반포한강공원보다는 작다.
141,"운동으로 갔다 왔는데
깨끗하고 정돈되어 있어서
굿"
142,체육활동과 자전거 도로가 있어 접근성이 좋다-
143,"시원하고
운동하기 좋고
잔디밭에서
참 좋으네요"
144,아름다운 노을을 볼수 있는 최고의 장소
145,잔디와 강이 있고 자전거도로가 있다. 사람이 많은게 흠이지만 생기가 있는 곳이다.
146,돗자리 필곳이 많지 않아서 좀 아쉬웠지만 친구들과 추억을 많이 쌓은거 같다
147,쉬거나 운동하기에 너무 좋아요.
148,"석양과 하늘이 너무이쁘고 상쾌한 곳
연인과함께 걸어보세요"
149,크루즈 타고 내려서 앞에있는 치킨 집에서 치맥 하시면 기분 좋게 알딸딸 해져요~^^
150,숨쉬는 한강은 모든이에게 평온함을 제공하는 쉼터
151,"한강의 풍경과 주변 경치가 참 좋음.
중간중간 편의점과 화장실이 있어 편리함."
152,"15ㆍ추천합니다~^^
아들이랑 두번째 방문했어요^^"
153,"돗자리만있으면  앉은자리가 쉼터네요 바람도시원하고
화장실도 깨끗하고 편의점도 가까워좋네요
다만 좀어두워 별하나 내렸습니다"
154,10월 4일 서울체전 100주년 기념 불꽃놀이
155,"아침에 운동하기 딱 좋음
성수대교 근처까지 갔다오면 딱 10키로
강츄!"
156,"하늘도 높고, 맑고, 잔듸도 예뻐요.
여유를 느껴보아요~~"
157,야경보면서 맛있는 음식도 먹고 산책도 하고 좋았어요
158,"선선한 바람, 싱그러운 잔디, 노을까지 아름답네요♡"
159,롯데월드타워 불꽃놀이보기에 아주 좋은장소였다!
160,좋은대 사람이 너무많음
161,뚝섬유원지만 가다가 첨 가봤는데 한적하고 조용해서 나름 좋아요. 테이블이 많아 치맥과 라면먹기 좋아요
