,리뷰,rep,index
0,"맥주 몇캔들고 연인과 친구와 함께 노가리
까면서 여름을 보내기에 이보다 더좋은 장소가
없다고 생각한다.",0,7
1,"다만 분수쇼하는 주변은 꽤나
번잡한데 특히나 물가쪽에 가까울수록 사람만
많은것이 아니라 모기와 파리들도 많이 있기에
그러한 점들만 제외한다면 괜찮은 편이다.",1,7
0,"한강 공원중 화려한 분수쇼도 보며 피크닉을

즐길 수 있는 곳!!!!!",0,8
1,"분수는 시간이 정해져 있어서 검색해 참고 하고 가면

좋으며 이밖에도 서래섬 이라고 인공으로 만든 섬 도

구경할수 있고 세빛섬에도 다양한 편의시설들이 있다.",1,8
2,"앞쪽에는 푸드트럭도 있어 한강 매점 과 더불어

함께 먹거리를 이용할수 있으며 주차장이 몇 군데

있지만 주차 스트레스 받느니 지하철 고속터미널에서

걸어서 얼마 안걸리니 대중교통 이용하는게 좋음.",2,8
3,"텐트와 그늘막 칠수 있는 존 이 따로 있으며

저녁 7시 이후엔 텐트는 정리해야 한다.",3,8
0,달빛무지개분수로 유명한 반포한강공원에 다녀왔는데요.,0,9
1,무지개분수도 노래와 잘 어우러져서 보는맛이 있었지만 사람들도 많고 세빛섬이 있어 잔잔한 분위기와 함께 사람구경도 많이 할 수 있었습니다.,1,9
2,가끔 힐링이 필요할때 한번씩 들러서 야경을 즐기다가 가보세요.,2,9
0,건강관리를 위해 자주 가는데 너무 좋습니다. 👍…,0,10
0,밤 산책 하기 좋아요.,0,11
1,자전거 있는 곳이랑 도보랑 잘 확인하고 걸으세요.,1,11
2,위험해요.,2,11
0,주말에 다녀오기 좋은 장소입니다.,0,12
1,"무지개분수도 예쁘고 통닭과 즉석
라면도 맛나게 먹고 공연도 보면서 저녁의 시간을 알차게 보냈습니다.",1,12
2,푸드트럭도 보이네요,2,12
0,한강 세빛둥둥섬과 반포대교가 어울린 풍경이 아름답습니다.,0,13
0,한강시민공원 반포지구에 있는 세계에서 가장 긴 분수입니다.,0,14
1,여름철 야간에 가보면 화려한 조명과 함께 시원한 물줄기가 쏟아져 나오는 장관을 보신 수 있습니다.,1,14
2,동절기에는 작동을 중단하오니 겨울에는 가지 마십시오.,2,14
3,강추합니다.,3,14
0,"플리마켓을이용했고
푸드트럭도 있어 먹거리가 있어요",0,15
1,잠수교 분수쇼는 너무 감동적입니다,1,15
2,놀이터놀이기구가 잘 되어있고 바닥쿠션도 안전… 자세히,2,15
0,언제가든 항상 즐거운시간 보낼수가 있는 것 같아요,0,16
1,오늘은 더 스타벅스 에서 이벤트를 진행 중인 더라구요,1,16
2,그래서 저도 참여하고 맛있는 커피 와 선물을 받고 즐거운 경험을 하였습니다,2,16
0,한강을 바라보고 오른쪽으로 가면 스타벅스가 있습니다.,0,17
1,왼쪽으로 가면 세빛섬이 있습니다.,1,17
2,그 옆으로 가면 유채꽃 축제 등을 하는 곳이 있어요. 인적이 다른 곳보다 덜하고 조용해서 즐기기 좋아요.,2,17
0,가을 마지막 무지개분수쇼도 즐기고 한강라면도 먹고 멋진 하루보내기 좋은 장소,0,18
0,주말에 여러 행사도 하고 걸어서 오가다 책도 읽고 회오리감자도 사먹고 애들 놀이등 체험도 하고 좋더라고요,0,19
0,"세계 🌏 최고👍
도심 강변 공간이 ..
소규모 축제입니다",0,20
1,매일매일…,1,20
0,운치있고 편안하게 휴식하기 좋아요!,0,21
1,피크닉 장소로도 추천합니다~,1,21
2,화장실화장실은 섬?,2,21
3,공연장?,3,21
4,같은 곳 안쪽에 있어요!,4,21
0,새빛퀴진이라는 식당을 가게되었는데 생각보다 좋았습니다.,0,22
1,"여러음식들과 창밖의 한강을 보며 먹는 식사
여유로웠습니다.",1,22
2,"좋은사람들과의...
근데 유리 창 청소좀 하시길...",2,22
3,넘 드루운듯..,3,22
0,와이프랑 강아지 데리고 가끔 산책나가는데 너무 좋습니다.,0,23
0,다리에서 나오는 물분수쇼가 볼만합니다,0,24
1,산책하기도 넘모 좋고~,1,24
0,새빛둥둥섬 좋아요.,0,25
1,"최근에 옥상 오픈했고, 편의점 Gs도 들어왔어요.(주말엔 대기줄이 매우 김)",1,25
2,그리고 요트도 14시부터 유료로 이용할 수 있습니다.(추천),2,25
0,반포한강 공원은 달빛무지개분수쇼로  유명하지요.,0,26
1,하지만 낮에 가서 분수만 보았네요.,1,26
2,그리고 세빛둥둥섬에서보는 일몰도 멋있어요..,2,26
0,서울시내여서 가장 전망좋고 시원한 산책하기좋은 아름다운 장소입니다,0,27
0,"바람 덜 부는 날씨에 가서 더 만족했던 것 같기도 한데, 사람들이 많기는 했지만 공간이 넓고 여유 있어서 편하게 쉬고 힐링하다 온 거 같아요^^",0,28
1,더워지기 전에 한번 더 다녀올 예정입니다 ^^,1,28
0,놀러가기 좋은 곳 입니다.,0,29
1,작은  그늘막 텐트도  저녁  7시까지 칠수있어요.,1,29
2,주차도 가능하고 반포대교 분수도 볼 수 있어요.,2,29
3,골든블루마리나에서  요트도 탈수 있어요.,3,29
0,아직은 좀 춥습니다,0,30
1,탁 틔인 곳에서 자전거와 도보 여행이 좋아요,1,30
2,곳곳에 화장실과 주차시설이 많구요,2,30
0,축제기간 사람은 많았지만 좋네요~,0,31
1,잠수교에서 직접 분수쇼 보는것도 멋져요~,1,31
0,한강 시민 공원 중에서 가장 다채로운 경험을 할 수 있는 곳.,0,32
1,반포대교에서 쏟아지는 물줄기와 조명은 외국인들이 굉장히 흥미로워해 한다.,1,32
2,"잠수교도 가끔 차량 통제해서 문화행사도 많은 편이고, 푸드 트럭도 매력적이다.",2,32
0,바람쐬러 자주가는 곳이에요.,0,33
1,시간 맞춰가면 분수쇼도 볼수 있어서 좋아요.,1,33
0,연인과 좋은 시간 보내기 좋네요,0,34
1,하지만 ㅎ하장실이 멀고 사람이 많아요,1,34
2,분수쇼도 은근히 짧네요,2,34
0,동작역 방향으로 걸어가다보면 나오는 서래섬이 아늑해서 참 좋았어요.,0,35
1,강을 바로 앞두고 앉아 맥주 한잔하기도 좋을 것 같아요.,1,35
2,동작역 방향으로 간다면 반포 주공아파트도 꼭 걸어보세요.,2,35
3,커다란 가로수가 나란히 심어져 있는 풍경에 감탄하며 걸었어요.,3,35
4,실제로 보면 더 아름다와요😻…,4,35
0,오랫만에행사차 방문했지만 국내분들에게는 매일보는곳이라  그냥 지나칠수있지만 이번 루이비통 행사를 하면서  외국분들에는 특별한 장소가될듯 싶네요,0,36
0,한쪽만 나와서 조금은 아쉬웠음,0,37
0,야경 너뮤 이쁘고 낭만짱 👍🏻👍🏻…,0,38
0,날씨 좋은날에는 그늘막텐트나 돗자리 가지고 나가 바람쐬기 딱 좋습니다.,0,39
1,자전거 그늘막등은 유상대여도 해주는걸로 알고있습니다.,1,39
2,산책도하고 여유롭게 소풍을 즐길수있게 도심한복판의 넓은공원이 있어서 좋습니다.,2,39
3,한국을 방문한 외국친구들도 이곳을 무척 좋아합니다.,3,39
0,서울시내라 좋다 지하철 도보로 접근가능,0,40
0,주차장도 다른 한강공원보다 넓고 분수쇼 할때 맞춰가면 너무 예뻐요,0,41
0,오늘 날씨랑 하늘 진짜 맑고 좋았는데 달까지 초승달..,0,42
1,"너무 예뻐서 내 추억 한 편으로 저장할 수 있는 시간을 가졌다♡
ㅠㅠ",1,42
2,그리고 지방러로서의 꿈이 하나 생겼다..,2,42
3,꼭 어른돼서 서울 살아서 다시 한강공원 분수 보러 올 것임...! ㅠㅠ,3,42
4,아이윌 비 백..🌆🌃…,4,42
0,"세빛섬 게임존, 밤도깨비 야시장, 분수쇼, 수상모터쇼, 불꽃쇼 ...",0,43
1,등등 다른건 다 좋은데...,1,43
2,주차가 넘 어렵습니다!,2,43
3,차도 많고 대기도 길고..어떻게든 힘든거니까 대중교통을 이용하는게 훨 났다고 생각합니다!,3,43
4,화장실도 좀 여유있게 했음 좋겠네요!,4,43
5,대기줄이 어마무시하게 깁니다!,5,43
6,기다리다가 실수할거 같음! ㅉㅉ,6,43
7,뭐 사든 줄을 서고 대기해야 하며 쓰레기 버릴때 마저 줄을 서야 합니다! ㅜㅜ,7,43
0,연주회도 하고 공연도 하고~~  분위기도 좋고 시원한 가을날 너무 좋습니다.,0,44
1,다만 지금 푸드트럭 야,1,44
2,시장 행사도 있고 날도 좋아서인지 진짜 사람이 너무 많아요. ㅜ,2,44
3,4시경 들어갈때 양호했는데 8시경 나올때 보니 진짜 사람 엄청 밀리네요.,3,44
4,그래도 분위기 너무 좋습니다.,4,44
5,차는 절대 가지고오지 마세요.,5,44
0,고즈넉하고 강바람 시원해서 밤산책이 즐거웠습니다,0,45
0,서늘한 가을이 가장 빛나보이는 장소 휴식을 만끽한다라는 문장이 가감없이 가장 어울리는 공원이자 서울사람들이 사랑하는 명소이다!!,0,46
0,늦여름 - 초가을에 정말 좋다.,0,47
1,개인적으로는 반포대교 동쪽보다 서쪽을 더 선호.,1,47
2,아크로리버파크 앞에 자리 잡고 앉아서 강 건너 이촌쪽 보면서 멍 때리면 세상 평온함.,2,47
3,부대시설 음식점도 나름 다양하고 강아지랑 애기들 오가는 분위기가 평화로움.,3,47
0,평일 저녁인데도 사람이 많음.,0,48
1,관광온 외국인들이 많이 보였다.,1,48
2,돗자리에 앉아 분수쇼를 보며 배달음식을 먹고 술 마시기 좋은 분위기가 형성되어 있슴.,2,48
0,반포에서의 야시장은 가히 최고!,0,49
1,오픈을 조금 더 빨리 하면 좋겠지만 아쉽게도 6시부터 오픈..,1,49
2,야시장과 세빛둥둥섬을 제외하고는 아무것도 할 것이 없는 것도 조금 단점..?! 그래도 음식은 대부분 맛있어요😊…,2,49
0,고속터미널역에서 걸어서 25분 정도 걸렸어요.,0,50
1,주차공간도 넓으니 차로 와도 좋겠네요.,1,50
2,평일은 한산했습니다.,2,50
3,날 좋을 때 와보면 더 좋을 것 같아요.,3,50
0,불빛도 이쁘고 배경음악들도 좋습니다,0,51
1,다만 주말같을때는 주차 30~40분 대기..,1,51
2,뚜벅이가 최고요,2,51
0,"7m이상되는 대교옆단 음악분수의 현란함과 수상보트의 공연으로
볼만하고 공원이 깨끗한 편이었으나 한쪽으로만 분수가 설치되어 구경인파가 몰려있고 공원크기에 비해 외부에 화장실,쓰레기처리시설,편익시설 등이 부족한 듯 보였습니다.",0,52
0,사람들이 많이 찾는 곳이라 그런지 주변환경이 깔끔하게 잘 정리되어 있습니다.,0,53
1,여름밤 더위 식히기 딱 좋은 곳,1,53
0,낮에 와서 좀 허전했어요,0,54
1,그러나 걷으면서 둘려볼때 장식품 디자인 보는것 좋았어요,1,54
2,저녁에 밤에 오면 주변이 더 이쁘고 좋을것 같아요,2,54
3,바람세려 운동으로 느끼는 한강의 멋 느끼고요,3,54
0,자전거 타시는분 낚시하시는분 가족끼리 나들이 나오신분 사람이 꽤 많아요~~^^,0,55
1,관리가 잘되는듯 합니다.,1,55
2,깨끗하고 좋아요~,2,55
0,선선한 날씨여서 지금가기 딱 좋습니다~,0,56
0,사람이 많고 편의점이나 화장실 이용할때마다 줄을 서야 할 정도로 몰리니 참고하시고 저녁에 주차된 차량들 빠지는데 한참 걸립니다...,0,57
1,그래도 시원하고 좋네요,1,57
0,"동작대교 쪽에서가는길 에 구름까페
와 노을까페가 눈앞에 보이네요",0,58
1,"멋지
군요 좀더가보면 더리버까페가 있죠",1,58
2,멋진배도 있고커피도 한잔할수있어 좋아요,2,58
3,오늘은 공사중이군요,3,58
4,"좀
아쉬워 요",4,58
0,"음악이 나오는 무지개분수를 볼 수 있어서
정말 낭만적이에요",0,59
1,잠수교 산책하기에도 좋구요,1,59
2,세빛둥둥섬 안에 있는 pim이라는 키즈카페도 잘되어있어요,2,59
3,단지 비용은 비쌉니다,3,59
4,세빛둥둥섬 반대편 쪽으로 계속 가다보면 아이들 무료놀이터 있어요,4,59
5,거기도 아이들이 좋아해서 자주갔네요,5,59
6,"주말에는 주차하는 차가 많아서
잠수교 길이 많이 막혀요",6,59
0,돗자리 없이도 앉을 곳이 많아 편하고 안에 건물들도 적당히 화려하게 꾸며놔서 좋다.,0,60
1,산책하기가 좋아 날씨 맑을 때마다 항상 생각나는 곳.,1,60
0,서울 한강에서 즐기는 피크닉.,0,61
1,무엇보다 그늘막 텐트 설치가 가능한 공원이라는 점이 매력적이다.,1,61
2,날씨만 좋으면 진짜 최고의 한강 경치를 만끽할 수 있는 곳.,2,61
3,"당연하지만 배달음식도 가능하고 근처 편의점에서 라면이나 분식도 구매 가능하며, 저녁에는 새빛둥둥섬과 반포대교의 라이트 점등으로 무척 멋진 야경을 볼 수 있는 장소.",3,61
4,연인들에게 가족들에게 정말 좋은 휴식처가 되어주는 곳이다.,4,61
5,"주차는 반포대교 노상 공영 주차장을 이용하면 되고, 화장실은 미니스탑 편의점 옆에 위치해 있으며 공간은 많지 않지만 깨끗하게 관리되고 있다.",5,61
6,"반포대교 달빛 무지개 분수는 평일 정오, 오후8시, 오후 8시30분, 오후9시 4번 운영하며, 주말에는 오후 7시 30분에 추가 운영하고 매 운영시 20분간 계속된다.",6,61
0,매주 금토 저녁에 야시장이 열리고 있다.,0,62
1,"야시장이라지만 먹거리 위주의 시장이고, 특색있는 푸드트럭이 많다.",1,62
2,명동보다 훨씬 저렴하고 양도 만족스러워서 관광객들에게도 께 도움이 될 것.,2,62
3,길 건너 새빛둥둥섬이 있다.,3,62
0,분수가 나오는 시간이 있는데 찾아보고 오는게 좋을듯.,0,63
1,우연히 본 분수쇼가 너무 예뻣음.,1,63
2,반포한강공원 말해뭐해.,2,63
3,화장실휴지도 있고… 자세히,3,63
0,버스잘못타서 반대로 가야는데 건너질못해 반포대교 고아되버렸어요 ㅠㅠ,0,64
1,그덕에 반포대교 운동하시는 분들 구경 실컷했네요,1,64
2,시원시원한곳이었네요,2,64
3,근처 아파트도 뜨아~~~,3,64
0,낮에도 밤에도 예쁜 반포한강공원.,0,65
1,잠수교에서 시내버스 이용도 가능.,1,65
2,아들을 잃은 아픈 사고가 있었던 장소.,2,65
0,와인시음회 참여후 연예인 차 타고 지하철까지,0,66
0,금토 밤도깨비야시장이.,0,67
1,열리고 공원에서 시원한 바람을 느끼며 먹는 야식은 굿.,1,67
2,새빛섬구경도하고 멋진 한강 야경은 보나스,2,67
0,자전거 타기 좋습니다.,0,68
1,피크닉도 좋음,1,68
0,"""미교""버스킹도 봤당!!",0,69
1,목소리 감성울림ㅜㅜ!!,1,69
2,맛있는푸드 트럭  천지~~ 차도 많구 사람두 많구 씐나고 맞다 차갖구가믕..... 핡...,2,69
3,한숨100번나옴 들어가는 입구찾아 3번 왔다갔다..,3,69
4,네비잘 찍으셔야함,4,69
5,"화장실 미리 갔다 출발해야하고 물티슈 필수템 돗자리,텐트는 개인취향~",5,69
0,언제나 야경이 멋있는 곳이에요~,0,70
0,환상의 산책공간.반려견 최고의 산책길.반려견 동반 환경환상의 산책공간,0,71
0,한강  야경은 역시 반포입니다,0,72
0,반포한강공원은 이번에 처음 가봤는데 너무 깨끗하고 이뻐서 놀랐어요.,0,73
1,특히 늦은 오후에 잔디위에 돗자리깔고 앉아서 음식 먹으며 한강구경을 하니 해외 유명한 공원들 하나도 부럽지않을 정도로 너무 좋았습니다.,1,73
0,"잠수교뚜벅뚜벅축제기간 이라아이 들과나온 부모 님,연인 들,기후 온난 화개선 에적극 참여 하는자원 봉사자등, 많은 분들 이음식 포차를곁들인음악을 감상하 시면서축제를 즐기고 있습니다.",0,74
1,한강이이 정도로 즐길문화가 다양 하리라고는…,1,74
0,야경좋고 밤도깨비 야시장 음식도 맛있습니다.,0,75
1,대체로 웨이팅이 좀 있지만 기다리는 시간도 즐겁네요.,1,75
2,지금같은 날씨에 더할나위없이 즐겁습니다.,2,75
0,마음이 편해집니다.,0,76
1,한강공원은 힐링 공간~,1,76
0,"코로나에도 불구하고 사람들이 한가득이었던 날좋은 한강 세빛섬🤞🏻
연날리는 가족들, 돗자리 깔고 누워 여유를 즐기던 커플들과 친구들,
여러 모임들의 사람들이 해를 만끽하며 즐기는 모습이 좋았던 곳이다",0,77
1,"날이저물어 세빛섬 안에 바디프렌즈파크에 들어가서
한강 뷰를 즐기며 10분에 2천원밖에 안하는 마사지도 받고,
꿀같은 힐링을 즐기고 나왔지롱",1,77
0,야경이 이쁘고 사진 찍을 곳이 많아 연인들에겐 추천.,0,78
1,다만 대중교통을 이용할 것을 권장함.,1,78
2,자가로 이동시 주차공간 찾기도 힘들고 주차장 빠져나갈때도 한시간 가까이 소요됨,2,78
0,강바람을 느끼며 답답한 도시에서 잠시나마 쉴수있는장소,0,79
0,아름다운 풍경 아름다운 일몰 참 멋지고 아름다운 곳이죠,0,80
1,다만 주차장이 부족하다는 게 흠입니다,1,80
0,낚시도하고 캠핑도하고 자전거라이딩도하고 오토바이벙개 모임도 많이함.,0,81
1,"운동하기좋고 라면 핫바도 맛있고
무엇보다 저녁노을이 멋있음",1,81
0,평일저녁 주말 산책코스로 최고!!,0,82
0,주차장이 넓어서 편하게 이용할 수 있어요,0,83
1,자전거 도로가 있어서 좋은것같아요,1,83
0,밑에 층에 치킨집도 있으며 금방 튀겨낸 친킨은 정말 맛있을수 밖에 없지요~~^^,0,84
0,잠수교 전면통제되던날 뻘이 주차장 젤바깥쪽 차선까지 넘쳤던데.,0,85
1,그새 싹다치우고 벌써 잔디밭에 한강텐트족들 인스타불빛 반짝반짝 대한민국 빠름빠름 👍…,1,85
0,힐링 보다는 차분히 생각을 정리 할수 있는 장소~~!!,0,86
0,다양한 이유로 많은사람들이 모이는곳.,0,87
1,잔디에서 먹는 치맥은 기본.,1,87
2,"쇼핑몰 모델,  웨딩촬영.",2,87
3,드라마촬영.,3,87
4,자전거 라이딩.,4,87
5,보드.,5,87
6,등 다양한 활동들이 분수와 어우러져있는 장소.,6,87
7,생각없이 물멍도 좋다.,7,87
8,항상 바람이 불기때문에 옷은 안춥게 입어야 한다.,8,87
0,역시 한강은 밤에 가야죠ㅋㅋㅋㅋㅋ,0,88
1,"낮에가도 되지만 밤에가면 더 분위기가 좋아서 데이트나 운동, 모임 등 많은 일을 할 수 있습니다!",1,88
2,편의점 음식으로 끼니 해결해도 되고 주변에서 배달 시켜도 음식 잘 배달 되니까 편한대로 끼니 해결하세요!,2,88
0,여름엔 밤도깨비야시장 사람이 많지만 한번쯤 겪어볼만 합니다.,0,89
1,그 외에도 무지개분수등 기타 볼거리들이 많아요.,1,89
0,반포대교 분수쇼 tv에서 보는 것 이상으로 만족스러운 장소입니다,0,90
1,감동은 직접 느껴보세요,1,90
2,바람불면 분수쇼는 쉽니다,2,90
3,참고하세요,3,90
0,반포한강공원에 도깨비야시장이 열려서 너무 좋더라구요!,0,91
1,예전에는 뭘 시켜먹거나 싸와야 했는데 이제는 맛있는 것도 먹고 좋은 구경거리들도 많아져서 데이트하기 정말 좋아졌습니다~,1,91
2,불꽃놀이도 운 좋으면 볼 수 있어서 아주 좋습니다,2,91
3,:),3,91
0,새빛섬 분위기도 좋고 산책하기 좋아요,0,92
1,ᆢ 저녁엔 추워요~,1,92
0,세빛둥둥섬과 야간에 펼쳐지는 분수쇼.,0,93
1,강추.,1,93
0,"너무쾌적하고 거리두기도완벽
화장실은 시간이 늦어질수록 더러워지긴했지만..그래도깨끗한편
Gs25편의점은 24시간이 아님",0,94
1,"여름밤 와인과함께한 한강
너무시원하고 좋았다.",1,94
0,날씨좋을때 강을 보면서 치킨 등 음식 과 맥주한잔하기 매우 좋아요.,0,95
1,"텐트를 잔디에 치고서 여유롭게 있는분들도 많고, 푸드트럭과 간이콘서트등 볼거리도 풍부합니다.",1,95
2,가급적이면 대중교통을 이용해야 쾌적해요.,2,95
0,"저녁이면 바람 적당히 불어서 선선하고, 얘기하고 맥주한잔 하면서 놀기 좋아요.",0,96
1,"다만, 배달 전단지는 많지 않아요",1,96
0,사진보시면 왜 가야되는지 알수있어요,0,97
1,"한강에서의 여유로움
밤에는 무지개분수, 야경
금요일 토요일에는 밤도깨비야시장
아주 좋은추억만들기 좋은곳",1,97
0,"확트여서 힐링하기좋아,,,  잔디위에서 텐트치고 쉴 수도 있어서 더할나위 없다,,,",0,98
1,요트도 탈 수 있고 넘좋다,1,98
0,8시맞춰서 분수쇼보면서 분위기 즐기다옴.,0,99
1,야시장도 하는데 추워서그런지.,1,99
2,날씨가 꾸물해서 그런지 야시장 트럭이 별로 없었는데 그게 더좋았던?ㅋㅋㅋ,2,99
3,북적이지않고 한산해서 좋음.,3,99
4,편안하게 두리번거리며 산책하기 좋다.,4,99
5,여의도 한강공원이랑은 또 다른 맛임,5,99
0,세금둥둥섬의 야경이 이쁜곳.,0,100
1,데이트하기 좋음,1,100
0,깔끔하고 주차공간이 여유있음,0,101
1,평일 오전에는 한가해서 바람쐬기 좋음,1,101
2,"주변에 자전거 라이딩하는 사람이 많아서
도로는 분리되어있지만 횡단보도를 건너며
약간의 주의는 필요",2,101
0,편의점도 가까이있구 화장실에 휴지도 잘 되어있어서 좋았습니다,0,102
1,주차도 할수있고 낮이던 밤이던 언제든지 친구들과 혹은 애인과 좋은 시간을 보낼수있어서 좋았습니다😍…,1,102
0,텐트 대여 후 소중한 사람과 같이 있을 수 있다면 그 얼마나 좋은 공원인지 :) 여름이나 가을에 완전 추천!,0,103
0,"사람들이 많다 커플죽어

그리고 세빛섬 앞에 있는 꼬치 개맛없음",0,104
1,걍 분위기 내려고 먹으셈,1,104
0,가끔 바람맞으러 자전거 라이딩합니다.,0,105
1,도심에서 쉬러가기 좋은 한강입니다,1,105
2,사진은 반포 지나서...,2,105
0,"사람 없을 때 갈 수 있는 꿀팁
1. 미세먼지 많은 날 가기
2. 평일에 가기
3. 첫 타임 맞춰서 가기",0,106
0,세빛섬 정말로 예쁘고 좋아요.,0,107
1,산책하고 놀기에 너무 좋네요.,1,107
2,세빛섬에서 바라보는 반포대교도 너무 예쁘고 보트도 탔는데 직접 운전하는 작은 동그란 모터보트라 운전재미도 있었습니다.,2,107
3,다만 밤 12시에는 불도 다끄고 출입을 제한하네요.,3,107
4,세개의 섬에 있는 건물 조명은 10시쯤 끄는것 같아요.,4,107
5,너무 늦게 가면 예쁜 모습 보기 힘드니 최소 8시정도에는 가시는게 좋습니다.,5,107
6,강바람도 시원하고 무엇보다 물이 가까워서 참 좋습니다.,6,107
0,요트투어를 꼭 하세요...,0,108
1,조금 비싸도 그만한 가치가 있어요ㅎㅎ,1,108
2,저는 7시 요트 탔는데 비눗방울 선장님의 비지엠이 특히 좋았어요 ㅎㅎ,2,108
0,반포 한강공원 새빛둥둥섬이 있는곳 요즘엔 미세먼지때문에 많이 못 간다능,0,109
1,새빛둥둥섬은 그냥 식당이었음 ㅠㅠ,1,109
0,반포를 사랑하는 이유 중 하나♡♡ 너무 예쁘고 잘해놨어용,0,110
1,언제가도 기분좋은곳이에요 ♡,1,110
0,"항상 새롭고, 힐링을 주는 공간!",0,111
1,"선선한 저녁날 이곳에서 사랑하는 사람들과  시원한 음료, 맛있는 음식을 먹는다면 깊은 행복을 느낄 수 있을 거에요",1,111
0,밤도깨비야시장 구경 갔어요.,0,112
1,반포다교 분수쇼와 분위기 즐길만 합니다.,1,112
2,푸드트럭 먹거리의 맛은 기대에는 못 미칩니다.,2,112
