,리뷰,rep,index
0,드론쇼를 보기위해 뚝섬공원에 많은 임파가 모였어요,0,8
1,드론쇼가 나름 멋있어요,1,8
0,"드론쇼보러~
요즘 한강 가기 좋은날씨라
기분좋게 피크닉하고 드론쇼도 너무 환상이였음",0,9
0,드론라이트쇼 보러갔다.,0,10
1,상당히 예뻤지만 인파가 너무 많아서 나무에 가려져서 제대로 못본게 아쉽다.,1,10
0,덥지않고 조용히 피크닉ㆍ물놀이 하기 좋은곳으로 가족단위ㆍ연인들 데이트 딱 좋다,0,11
1,ㆍ멀리 잠실운동장과 롯데 타워가 보인다,1,11
0,15분 거리에 이렇게 좋은 공원이 있다는 게 행복.,0,12
1,간단하게 돗자리만 들고가서 싸간 빵이랑 연어랑 먹고 옴.,1,12
2,비 올랑말랑 불안했는데 그래도 다행히 안와서 잘 놀고 옴,2,12
0,"날씨도 좋았고😆아는동생에초대로가게된곳
텐트치고 아름다운하늘 가을을 즐기고온곳…",0,13
0,추석 연휴때 저녁8시에 뚝섬유원지에서 드론쇼가 열린다는 소식을 듣고 구경하러 갔음.,0,14
1,주차장이 따로 있어서 차량을 가지고 가는 것도 가능했으나 워낙 사람들이 많이 구경올 것 같아서 차량이동은 포기하고 지하철을 이용했음.,1,14
2,7호선 뚝섬유원지역에서 내리니 벌써 사람들이 몰려들어서 경찰까지 출동하여 질서 유지하느라 고생이 많고 난리가 아니었음.,2,14
3,그래도 이태원 참사기억이 남아있는 기간이라 그런지 대체로 질서를 지키며 이동을 하는 모습으로 무사히 한강변으로 이동하여 드론쇼를 관람하였음.,3,14
4,"약 1천대의 드론이 하늘로 떠오르는 모습 자체가 장관이었고, 10분간 펼쳐지는 드론쇼의 하늘영상이 환상적이었음.",4,14
5,"다만, 너무 사람들이 많아서 정신이 없었음.",5,14
6,"다른 지인은 한강 반대편 잠실 측에서 구경을 했다는데, 한강변 하늘 공연이라 맞은편 한강변에서 여유있게 관람하는 방법도 추천함.",6,14
0,한강라면이 먹고싶다면 편의점가까운 3주차장이용!,0,15
1,단..,1,15
2,"공간이 부족
아이랑 간다면 편의점 화장실 놀이터가까운 3주차장 이용하면 좋음!",2,15
0,산책과 자전거와 밥먹는게 딱좋음,0,16
0,강아지와 산책하기 좋음,0,17
1,바람이 살짝살짝 불때 돗자리 펴놓구 누어있으면 시원하다,1,17
0,공원이 잘 정비돼 있어서 좋아요.,0,18
1,여러가지 사회활동도 열려서 좋네요.,1,18
2,It's a nice park which is clean and set up well.,2,18
3,There are lots of social works on here too.,3,18
0,전철역 7호선 뚝섬유원지역과 연결되어 있으며 넓은 잔디밭과 주차장 편의점 화장실등 편의시설이 잘 갗추어져 있어 남녀노소 누구나 즐기기에 좋음,0,19
0,이따금씩 생각나면 찾게되는 한강공원이죠.,0,20
1,접근성도 역앞이라 좋고 물멍 때리기도 적당하고 친구들이랑 매트깔고 배달음식 시켜먹거나 라면먹기 딱 좋은 곳이라고 생각합니다,1,20
0,산책하기 좋은 공원이에요.,0,21
1,느긋하게 시간 보낼때 오면 좋을것 같습니다.,1,21
2,다만 주변에 식당이나 상점이 적어서 그거까지 고려하고 와야 편합니다.,2,21
0,가볍게 나들이 가기 좋아요~,0,22
1,음식가격은 좀 비싸요,1,22
0,서울로 바람쐐고 싶을 때 즐겨 가는 곳입니다.,0,23
1,텐트나 돗자리 펴고 노는 사람들도 많고 활기차네요.,1,23
0,"자전거 타기도 좋고 걷기도 좋고, 라면은 꿀맛.",0,24
1,뚝섬유원지역에서 가깝고 역 앞에 자전거 대여서도 있고 따릉이도 있어요.,1,24
0,불꽃놀이도 하고 드론쇼도 하고 정말 즐겁고 재밌는 추억과 시간을 보낼 수 있는 곳이예요.*^^* 앞으로도 쭉~ 한강과 제 몸이 함께였으면 좋겠네요.♡☆,0,25
0,지하철 7호선 바로 앞이라 접근성이 좋습니다.,0,26
1,그리고 한강을 볼 수 있어 좋습니다.,1,26
2,화장실화장실이 잘 갖춰져 있습니다.,2,26
0,조각 전시가 있어서 좋아요~,0,27
1,재미있어요,1,27
0,요즘 5월 잠깐 피크닉하기 좋아요.,0,28
1,텐트는 오후 7시 이후 이용 할 수 없어요.,1,28
2,시간 미리 확인 필피크닉 구역7시 이후 텐트 … 자세히,2,28
0,평일 저녁엔 굳이 돗자리없어도 될듯합니다,0,29
1,벤치나 데크가 잘되어있어 간단한 마실것만 사서와도 좋을듯합니다,1,29
2,시원한바람 맞으며 이곳에서 시간보내면 지상낙원이 따로 없습니다,2,29
0,가족과 다니기 좋아요,0,30
1,놀이터와 매점이 있는 곳은 3주차장으로 넓은 주차장과 잔디가 필요한 곳은 2주장으로 가시면 좋아요,1,30
0,산책하거나 돗자리 펴고 쉬기 좋다.,0,31
1,한강 바라보며 배달 음식이나 도시락을 먹는 것도 좋다.,1,31
2,봄이나 가을에 날씨 좋은 날은 사람이 너무 많아 자리 잡게 어렵다.,2,31
3,바람 많이 부는 날은 앉아 있기 어려울 때도 있다.,3,31
4,원래는 씨름장인 공간에는 이제는 모래놀이터가 되어 어린 아이들이 놀기 좋다.,4,31
5,모래놀이터에서는 한 낮에는 해를 가릴만한 양산등이 필요하다.,5,31
6,(최근 파라솔 하나가 설치되었는데 부족하다.),6,31
0,산책 또는 소풍하기 좋은 곳.,0,32
1,7호선 역세권이라 그런지 사람이 되게 많다.,1,32
2,청담대교 밑으로 지나가는 전철을 보고 있자면 여기가 서울이라는 사실이 실감난다.,2,32
3,뚝섬자벌레라는 카페도 있는데 가볼만하다.,3,32
0,밤에도 낮에도 예쁜 곳.,0,33
1,미세먼지만 없다면 산책하기 넘 조앙,1,33
0,아침 워킹 러닝 산책하기에 이만한 장소없죠,0,34
1,한강이 집근처라서 너무 좋아요♡,1,34
0,낮과 밤 모두 시각적 정서적 만족을 줄 수있는 편리한 곳입니다.,0,35
1,접근성이 좋고 데이트를 하거나 조용히 자연을 바라보기에도 좋은 곳입니다.,1,35
0,금요일에 드론쇼 사람 무지많고 편의점줄 엄청길고,0,36
0,이런 저런 행사도 많이 하고 아이들이 놀기 좋은곳인데..,0,37
1,정해진 흡연장소가 아닌곳에서 흡연하는 사람이 꽤 있었음.,1,37
0,오늘아침 미세먼지 때문에 한강너머 롯데타워가 안보일 정도.,0,38
1,어떻게 하면 맑은 하늘이 가능할지...,1,38
0,드론쇼 멋졌어요^^,0,39
0,금요일 드론쇼 너무 멋짐,0,40
0,가보고 느껴보고 즐기시면 됩니다,0,41
1,"마음편하게~ 공중도덕 지키면서~
시민공원이잖아요",1,41
0,12시 이후엔 사람 많아요,0,42
1,텐트도 빠글빠글해요,1,42
0,퇴근후 치맥이 땡겨 급작스레 한강으로 남친과 갔는데 생각보다 쫌 추워서 업체에서 피크닉세트 안했으면 정말 추웠었을것같아요,0,43
1,그래도 올만에 퇴근후 한강보며 먹은 치맥과 라면은 하루일과에대한 보상인 기분이였습니다,1,43
2,:),2,43
0,"터가 넓은 공원이라
여름엔 야외 행사(달리기)
겨울엔 아이들 전용(?) 썰매장이 있습니다.",0,44
0,"뚝섬한강공원가봤지만모든가로등을환하게밝힐수
있도록하세요",0,45
1,뚝섬한강공원은모든사람들이이용할수있지만모든치안을강화하고순찰대가오고갈수있도록하세요,1,45
2,"치안을강화하고특히각구역마다쓰레기통설치하고
넣을수있도록하세요",2,45
3,"특히뚝섬한강공원보니까그때
어떤할머니가외부쓰레기갖고가라고해서킹받았어요",3,45
4,"아무튼모든구역마다쓰레기통을구역별로하되
외부쓰레기갖고가라고하지않으셨음좋겠어요",4,45
5,"내가이용하는맘대로쓰레기를못버린다는게납득이가지않은거같아
남겨요",5,45
6,"뚝섬한강공원도과태료60만원물수있도록하고
쓰레기가져가지않는다고각구역마다공지하세요",6,45
7,내가두고볼거니까요,7,45
0,굉장히 오랜만에 다시 왔는데 이전보다 시설이 많이 좋아지고 편해졌는데 길은 그래도 아직 걷기 불편한 점이 많아서 아쉽다,0,46
0,"바람 쐬면서 배달 시켜 먹고, 지역 축제도 즐기기 좋습니다",0,47
0,항상 산책하기좋은 곳입니다.,0,48
1,곳곳에 화장실과 편의점이 잇어서 사용하기 편합니다.,1,48
0,뚝섬한강공원은 모든 배달 음식을 주문 할 수 있고 근처 편의점을 이용하여 소풍 기분을 낼 수 있습니다.,0,49
1,많은 젊은이들이 또는 연인들이 한강 뷰가 주는 탁트인 전망과 여유로움을 느끼기 위해 많이 찾는 곳 입니다.,1,49
2,"돗자리, 텐트를 칠 수 있습니다.",2,49
3,다만 사람이 많이 몰리기 때문에 화장실 갈때 줄을 서야 하는 불편은 있습니다.,3,49
4,그리고 뚝섬한강공원부터 서울 타워를 바라보며 서울의 숲까지 걸어 볼만 하고 반대 방면으로 롯데타워를 바라보며 광나루까지 걷는 코스가 참 좋습니다.,4,49
5,화장실사람들이 워낙 많아 줄을 서야 합니다.,5,49
6,남녀 화장실 모두..피크닉 구역돗자리가 있다면 훨씬 편합니다.,6,49
0,벚꽃이 절정인 휴일 오후에 다녀왔는데 사람들이 많이 찾아 그늘과 앉을 자리가 부족한 느낌입니다.,0,50
1,텐트 칠 수 있는 곳과 나무밑 자리만 깔 수 있는곳 모두 만원이고 벤치도 부족합니다.,1,50
2,시설 확충이 되면 좋겠습니다.,2,50
3,놀이터보드 탈 수 있는 공간이 있습니다.,3,50
4,화장실여자 화장실 수가 부족한듯 줄 서있는 모습이 보입니다.,4,50
5,반려견 동반 환경중소형 반려견 동반한 사람이 자주 눈에 띕니다.,5,50
6,거의 빠짐없이대 목줄을 사용합니다.,6,50
7,"피크닉 구역나무밑 자리깔 수 있는곳, 텐트칠 수 있는 곳 구분되어 있는데 자리가 부족합니다.",7,50
0,여기서여러가지행사 를하는 것같 습니다,0,51
0,캡모자 안에도 수영모 착용해야해요.,0,52
1,참고하세요!,1,52
2,현장에서 구매하니 1개에 7천원 받더라고요..,2,52
0,한강바람 쐬기 좋은 곳.,0,53
1,주차장 및 지하철 접근성 좋아요^^,1,53
0,여기는 서울의 강북과 강남을 이어주는  청남대교 북단에서 강남쪽을 바라보는 야경이 특히 멋진 곳이기도 하다.,0,54
1,"청담대교의 야경과 경치도 좋고, 뚝섬 한강 공원 이 바오 뒤에있고 앞으로는 아리랑 웨딩하우스란 곳이 있다.",1,54
2,아마도 이곳에서 강위의 웨딩을 하는 곳인가 보다.,2,54
3,"지난번에 롯데 타워가 몇년간의 공사를 완료 완공하여 그 기념으로 롯데 타워에서 아마도 언뜻 기억으로는 3만 5천발 이상의 불꽃을 터뜨렸다는 기사를 언뚯 보아서, 이모습을 담기 위해, 이곳이 가장 잘 보이는 곳이라 하여 방문하여, 촬영 하게 되었다.",3,54
4,엄청 많은 사진 동호인 들이 이곳을 방문하여 엄청 고생한 기억이 있다.,4,54
0,한강이 있씀에 늘감사하는맘으로살아요~^^,0,55
0,시원한 강 바람을 맞으며 휴식을 취하기 좋은곳,0,56
0,날씨 좋을때가면 좋은곳 ㅋ,0,57
0,저녁 22시경에  약1시간 걸었어요,0,58
1,"공기가 좋고, 강바람 시원해요",1,58
2,나무들의 향기도 아주좋아요,2,58
3,놀이터캔맥주 사서 시원한 저녁에 한…,3,58
4,자세히,4,58
0,한강은 언제나 좋다.,0,59
1,하지만 눈오는 겨울에는 더 좋다.,1,59
2,이쁘니까.,2,59
0,운동하기 좋아요,0,60
0,15년만에 가 보았는데 전보다 더욱 좋았어요,0,61
0,친구들과 자전거 라이딩하며 지나가서 현지현황은 잘 알지못합니다,0,62
0,편의시설 볼거리 쉼터 나들이 데이트 휴식 산책  여름에는 수영장 운영 겨울은 눈설매장 미니 놀이기구 가족나들이 하기 좋아요,0,63
0,"잠실대교와영동대교사이의강변 북단 에있는 광진구의한강공원으로,1982 ∼1987년에뚝섬유원지를개편하여설립 된공원이 다.",0,64
1,"접근성이좋은것
도인기요인이다 .",1,64
2,뚝섬한강 공원은서울 광진구에자리잡고 있다 .,2,64
3,"365
일연중무휴 로운영 하고입장료는'0원' 이다.*",3,64
4,대중교통 :7호선)뚝섬유원지역2.3 번출구~,4,64
0,사시사철 그냥 좋다.,0,65
0,넓다..,0,66
1,좋다.,1,66
2,시원하다.,2,66
3,모든게 평화롭다.,3,66
4,내 마음도,4,66
0,좋아요,0,67
1,오리보트타고 놀이터투어하고 그늘막도 칠수있고.,1,67
2,자전거 농규.,2,67
3,킥보드 놀기 좋아요.,3,67
0,봄..,0,68
1,가을은 한강이지~~♡,1,68
0,"한강공원 걷기운동 후
차 한잔에 휴식시간이
정말 좋아요!",0,69
0,"주차장, 교통수단, 시설 모두 굿 산책로도 꽤나 좋았습니다.",0,70
1,마라톤도 잘했그요,1,70
0,"드론쇼가 수변 공원에서 공연한다기에 일찍자리잡고
구경 잘하고 왔습니다.",0,71
0,야경이 좋은 한강공원,0,72
0,날좋으면 바람쐬기 좋아요,0,73
0,2023 드론 라이트쇼,0,74
0,날이 시원해서 좋네여~},0,75
0,좋아요,0,76
1,야경멋지네요,1,76
0,넘 좋아요,0,77
1,몇 년 전에 와보니 이동네로 이사했지요,1,77
0,드론쇼,0,78
1,잘보고왓어요!,1,78
0,그냥좋아그냥좋아좋다교요쿼댜,0,79
1,놰ㅓ비ㅏㅂㅌ뉴ㅣ ㅂㅇ투윹ㅇㅌ버ㅠㄷ텁듀탭ㅇ쳐ㅐㅗㅂㄹ처ㅔㄹ저ㅣㄹㅈ칱뷰ㅗㅔㅈㅌ오ㅔㅓㅂㄷ차듀뱌ㅔㅏㅏㅠㅠ1ㅌ디ㅓㅠㅇ1튜ㅓ튜ㅠㅌ버ㅠㅓㅈㅈㅍ정퓨 ㅇ튜ㅣㅍ되ㅓㅌㅍㅂ터ㅣㅍㄷ터ㅣㅍㅂㄷ티ㅓㄴㅂ ㅣㅠㅇㅌ법ㅍ디ㅓㅠㅂㄷ티ㅓㅇㅌ쟈ㅔ종티ㅠㅈ이ㅓㅠㅇ2탸ㅗㅂ래ㅓ1래걷돕엪ㅂ디ㅓㅠㅇㅂ탖뉴,1,79
0,산책도 하고 구경도 하고,0,80
0,가볍게 산책하기 좋아요,0,81
1,한강공원에서 치맥하거나 자전거 타기 최적,1,81
0,"숲과 강과 사람이 어우러져
휴일에 힐링하기 좋은 곳이다",0,82
0,애견수영장,0,83
0,"드론쇼 관람
분수쇼",0,84
0,"라이딩 날씨도 모처럼 너무좋고
라이딩도 잘 했네요",0,85
0,"가성비 가심비 굿, 사람 많고 화장실 깨끗하지 않은것이 단점",0,86
0,수영장은 아이 있는 분들이 오는게 나을듯,0,87
0,드론쇼 기대기대,0,88
0,뚝섬 한강 수영장 아이들 놀기 좋아요!,0,89
0,여유롭게 시간 보내기 좋아용,0,90
0,2월은 추워서 좀더 따뜻할때 방문하면좋을듯화장실몇군다 다 막아놨어요 ㅠㅠ,0,91
0,여유 있는 서울을 느끼고 싶을 때 가시오,0,92
0,가족단위 피크닉에 최적의 장소입니다.,0,93
0,밤분수쇼!,0,94
1,환상적입니다,1,94
0,아이들과 다녀왔어요,0,95
1,한강보고 좋았어요,1,95
0,운동하려고 다녀와네요,0,96
0,좋아요~,0,97
0,굿,0,98
0,물에서 물비린내가 심하게남,0,99
0,힐링되는 강아지 산책 공원 입니다!,0,100
0,청소하는아줌마가 불친절해요,0,101
0,넘 좋아요,0,102
0,야경이 매우 아름다움,0,103
0,BTS 공연굿  폭쭉 굿,0,104
0,좋은 자전거 타새요반려견 동반 환경건강하세요,0,105
0,매일 위킹 갑니다,0,106
1,화장실그런대로 관리가 잘되고있음… 자세히,1,106
0,괜찮았어요,0,107
1,굿 피크닉 나이스,1,107
0,마음의 고향같은 곳,0,108
0,황홀한 밤풍경 + 사람들..,0,109
0,내가 운동시작하는곳...,0,110
0,자전거 타기 좋음,0,111
0,편의시설 부족,0,112
0,좋아요~~~~,0,113
0,한강라면 먹으러 갑니다.,0,114
0,걷기 좋아요!,0,115
0,드론쇼 구경,0,116
0,멋집니다,0,117
0,힐링,0,118
0,야경 좋음,0,119
0,좋아용,0,120
0,산책..!,0,121
0,좋아요,0,122
0,뚝섬 한강공원 마라톤대회장 으로 많는 많이 분주합니다,0,123
0,아!,0,124
1,"고구려 역사지키기 마라톤 대회
하프코스 참여
2024.02.25",1,124
0,서울시 한복판 눈놀이장..,0,125
1,이곳은 현지 한국인들에게만 잘 알려진 숨겨진 보석입니다..,1,125
2,성인과 어린이 모두에게 적합합니다..,2,125
3,원래는 수영장이었던 것 같은데 겨울에는 눈놀이장으로 바뀌는 것 같아요..,3,125
4,해외카드는 안되기 때문에 현금을 많이 가져가시는게 좋아요..,4,125
5,여기 많은 사람들이 영어를 하지 못하기 때문에 의사소통이 조금 어렵습니다..,5,125
6,"놀이 공간은 신나고, 우리 아이는 여기서 노는 것을 정말 좋아합니다..",6,125
7,전반적으로 훌륭합니다! 👍,7,125
0,미끄럼틀과 스노우파크는 겨울(12월 초순~2월경)에만 개장합니다.,0,126
1,"입장료는 6,000원(36개월 이상 어린이는 유료)

이 지역 내에는 더 많은 비용을 지불해야 하는 몇 가지 다른 게임/명소가 있습니다.",1,126
2,놀이터슬라이딩 파크 앞에 놀이터가 있습니다.,2,126
3,(무료입니다.),3,126
0,나는 드론 쇼를 위해 거기에 갔다.,0,127
1,그들이 조직한 쇼는 정말 대단했다.,1,127
2,하지만 차량을 타고 공연 날짜와 시간을 정한다면 일찍 가세요.,2,127
3,그렇지 않으면 지하철이 최선의 선택입니다.,3,127
4,"또한 이 사이트에서 롯데타워 건물 전망을 즐길 수 있으며, 또한 일몰 및 기타 서울 주요 랜드마크를 볼 수 있습니다.",4,127
5,이 장소.,5,127
0,"강변을 따라 산책도 하고, 스포츠 연습도 하기 좋은 곳...",0,128
1,다양한 이벤트도 진행하고 있으니 미리 확인하고 즐기시는 걸 추천드려요,1,128
0,비용은 없습니다.,0,129
1,아무때나 가세요.,1,129
2,부두에 정박한 해적선에는 711 커피숍과 치킨집이 있습니다.,2,129
3,"3인이 30,000원에 자전거를 빌려 타고 피크닉을 즐기고 오리 패들 보트를 타는 등 많은 일을 할 수 있습니다.",3,129
0,"녹지 공간, 동상, 등산용 벽이 있는 한강변의 아름다운 공원",0,130
0,뚝섬한강공원은 아름다운 한강을 즐길 수 있는 공원 중 하나이다.,0,131
1,우리는 서울 페스타 2023의 유명한 한강 드론 쇼를 즐기기 위해 그곳에갔습니다.,1,131
2,드론 쇼는 8시 30분부터 8시 40분까지 10분 동안 진행되며 기다릴만한 가치가 있었습니다!,2,131
3,좋은 자리를 잡기 위해 7시에 도착했는데 이미 많은 사람들이 와 있었습니다🤣,3,131
4,그래도 좋은 자리를 잡을 수 있었고 드론 뷰는 정말 멋졌습니다.,4,131
5,뚝섬 지하철이 바로 거기에 있어요.,5,131
6,어떤 교통수단을 이용해도 갈 수 있습니다.,6,131
7,하지만 밤에는 버스가 자주 다니지 않기 때문에 지하철을 이용하는 것이 더 좋습니다.,7,131
8,드론샷 구경해보세요 🙌…,8,131
0,한강을 따라 자전거 타기 하루를 시작하기에 좋은 장소입니다.,0,132
1,시간당 3000부터 임대하세요.,1,132
2,주말에는 수영장이 매우 혼잡합니다.,2,132
3,평일에 방문하는 것이 더 좋습니다.,3,132
0,별거 없습니다.,0,133
1,전망대 타워는 오늘 문을 닫습니다.,1,133
2,롯데타워가 보입니다.,2,133
3,사람들은 여기서 자전거를 타요.,3,133
0,"멋진 드론 쇼다, 미친 사람들아!",0,134
0,휴식과 피크닉을 위한 놀라운 장소.,0,135
1,앉아서 분위기를 즐길 수 있는 벤치가 많이 있습니다.,1,135
2,놀이터여름에는 아이들이 이곳에서 놀 수 있습니다.,2,135
3,관광 명소는 좋고 안전합니다.,3,135
4,자세히,4,135
0,저녁에 산책하기 좋은 곳.,0,136
0,이야기하고 휴식을 취하기에 좋은 장소입니다.,0,137
0,훌륭하고 훌륭한 쇼 😃…,0,138
0,스케이트보더라면 이 공원을 꼭 방문해보세요.,0,139
1,많은 스케이터들을 만날 수 있는 국내 최대 규모의 공원입니다.,1,139
2,그냥 가서 타세요.,2,139
0,뚝섬에서 강변길을 ​​따라 자전거를 타고 찾아온 경치 좋은 광장!,0,140
0,정말 아름다운 공원이에요.,0,141
1,"남준이가 여기서 'Reflection'이라는 곡을 썼다고 해서 특별히 방문했는데, 경치가 너무 좋았어요.",1,141
2,화장실… 자세히,2,141
0,한강의 풍경을 감상하고 산책하며 휴식을 취할 수 있는 최고의 장소,0,142
0,피크닉을 즐기기에 좋은 장소입니다.,0,143
0,겨울에는 강남 근처에서 눈놀이놀이터겨울에는 눈이 쌓인 땅,0,144
0,드론쇼는 완벽했어요,0,145
0,재미있다,0,146
0,항상 좋다,0,147
0,41명의 그룹이 편안하게 식사를 제공합니다.,0,148
1,화장실사용 가능,1,148
0,후라이드치킨을 먹을 수 있는 완벽한 장소 🙌…,0,149
0,서울 최고의 장소 중 하나놀이터모든 종류의 놀이터,0,150
0,정말 크고 전망도 좋아요,0,151
0,나는 이곳을 좋아한다!!,0,152
0,한번도 없었어,0,153
0,표면적으로는 용납됩니다.,0,154
