,리뷰,rep,index
1,"고양이도 평화롭게 잠들고,^^",1,112
0,매주 다양한 축제를 해서 즐거운 곳.,0,113
1,교통편도 나름 괜찮고 시설도 잘 되어있다 주변에 하늘공원도 있어 같이 보고 오면 더 좋을 듯 하다,1,113
0,제가 아주많이 방문을 하였습니다.,0,114
1,"행사도하고,가수도옵니다.",1,114
2,텐트를치고 쉬면 좋습니다.,2,114
3,"아이들 에게는 자전거,줄넘기,원반 등등이 좋습니다.",3,114
0,시간이 없어 그냥 지나치듯 왔지만 복작복작한 서울에서 지내다가 넓고 산뜻한 초록색 공원에 다녀오니 자연적으로 힐링이 되었어요.,0,115
1,다음에 아이들과 마음껏 뛰어놀다 와야겠습니다~~^^,1,115
0,코로나 때문에 집에만 있다가 오랜만에 날씨도 좋고해서 나들이 나왔는데 아이들이랑 자전거도타고 공놀이도하고 가족끼리 소풍나오기 넘좋아요^^,0,116
1,담주에도~~,1,116
0,피크닉하기에 아주 좋은 장소였습니대!,0,117
0,돚자리 펴놓고 놀았었는데 진짜 좋았어요!,0,118
0,우거진 나무숲도 있고 공원도 넓고 애기들 모래 놀이터도 있어서 가족나들이에 좋을 것 같다!,0,119
1,대중교통으로 교통 접근성이 떨어져서 그렇지..,1,119
0,나는 집이 멀어서 별로임,0,120
0,너무 그늘이 없어서 힘들었음,0,121
0,되게 넓어서 마음이 탁 트이는 기분.,0,122
1,가을에 한강변의 코스모스 정말 많고 야생(?)의 느낌이라 매우 아름답다.,1,122
2,근데 교통편이 없어서 차 없는 사람들은 힘들듯.,2,122
0,여유롭고 편의점 라면에 맥주하나 개꿀띠,0,123
0,날도 더운데 도서도할겸 갔는데 정말 좋았어요.,0,124
1,바람도 불고 그늘만 있으면 도서하긴 정말 좋아요~,1,124
2,담에 또 가려고요.,2,124
0,할리스에서 주최하는 공연보러,0,125
0,야구하기 딱 좋은 곳이다.,0,126
0,좋네요~~,0,127
1,돗자리펴고 굿뜨,1,127
0,2021 마지막 벚꽃^.~,0,128
0,지금아주 파릇파릇합니다,0,129
1,최고에요,1,129
0,윌드컵대교 건설 현장,0,130
0,페스티벌 많이 여는 곳!,0,131
0,페스티벌때문에 갔는데 좋았으나 장소가 협소하다..,0,132
0,"서울의 생명을 탄생 시키는 곳~ 늘 그렇지만..... 난, 저 예쁜 한강을 볼적마다 지금은 다른 별에 가 계실...",0,133
1,보고싶기만한 엄마가 생각난다.....,1,133
2,아니...그냥 보고 있노라면 어느새 눈앞이 흐려진다...,2,133
3,"그렁그렁한 눈으로 주위에 계신 분들 안들리게 ""엄마..."" 하고 나직히 불러본다....",3,133
4,엄마라는 약하고 예쁜 여자들을 통해서 '쑤프림 비잉(Supreme Being)' 께서는~!!,4,133
5,절대자님께서는~!!,5,133
6,생명을 만드시는 것처럼... (한강을~! 이 지구별을~! 모든 것들을~~!!),6,133
7,한강은 늘 우리 곁에서 서울의 모든 것들을 위하고 지켜준다...,7,133
8,한강이여~!,8,133
9,땡큐유~ 고맙쯤당~♥️,9,133
0,피톤치드를 즐길 수 있늑 곳,0,134
0,코로나 기간동안의 답답함이 좀 풀리네요,0,135
0,난지 한강공원에서 행주산성 방향 1km,0,136
0,난지한강공원은 서울의 서쪽에 위치한 공원 중 가장 주목할만한 공원이라고 할 수 있습니다.,0,137
1,"한강과 함께 조화를 이루고 있는 수풀은 굉장히 아름다우며, 강변을 따라 천천히 거닐며 주변의 분위기를 느끼는 일 또한 즐거운 일입니다.",1,137
2,"단지 난지한강공원 자체를 즐기러 가는 것도 좋지만, 그 주변에 있는 하늘공원, 서울월드컵경기장 등 다른 공원/시설들과 함께 코스에 넣어 즐긴다면 좀 더 효율적이고 알찬 경험을 할 수 있을 것입니다.",2,137
3,"개인적인 팁을 적자면, 따뜻한 계절에 방문하시는 분의 경우 주변 공원을 거닐다 보면 가족이 함께 나와 피크닉을 즐기는 것을 쉽게 볼 수 있는데, 이런 따뜻한 광경을 쉽게 볼 수 있다는 점이 이 장소의 또다른 장점이라고 생각합니다.",3,137
0,난지 한강공원이 예전과 다르게 꽃과 나무들을 방치해 두어 속상했어요.,0,138
1,이사가서 자주갈 수 없어  오랜만에 들렀더니 형편없음요.,1,138
2,캠핑장은 시끄럽고 고기타는 냄새로 힘들었음 ㅠㅠ,2,138
0,"탁 트인 공원, 공연 혹은 페스티벌 장소로도 쓰임",0,139
0,언제나 즐거운 곳이에요.,0,140
1,다만 가을철 페스티벌 있을 때 차 가지고 간다면 주차대란과 교통체증에 접근조차 어렵지만~,1,140
0,서울 도심에서 놀기 너무나 좋습니다.,0,141
1,차가 있으면 더 좋겟지만 버스 등이 있어서 대중교통도 갈만합니다.,1,141
0,성산대교~양화대교‥..,0,142
1,산책로와 자전거길이 옛날과는 다르게 잘 정비되어 있다.,1,142
2,강변으로 접근하기가 어렵게 되어 있는 점이 아쉽다.,2,142
0,넓은잔디광장.충분한나무그늘.중간주간쉴만한벤치.걷거나 자전거타기좋은도로 시민이 쉬기좋은장소잎니다,0,143
0,카버타기좋아요,0,144
0,가을 에 오면  넓은 잔디밭에서 축구,0,145
0,"자가용으론 가기 편한데, 대중교통편은 좀 불편해요.",0,146
1,여의도 한강공원과는 좀 다른 분위기인데 여의도보단 좀더 가족단위로 많이 오는 것 같아요.,1,146
0,상쾌하고 좋았어요,0,147
0,참 편안해서 자주찿는곳이기도하죠,0,148
1,하지만 이곳에는 주인이있는듯합니다,1,148
2,벌목?풀베는사람들이왕이죠ㅋㅋ,2,148
3,즉 주인이죠ㅋㅋ,3,148
0,푸르른 숲,0,149
0,한강 조망권이 우수 합니다.,0,150
1,걸어서 하늘공원까지 갈 수 있어 좋아요.,1,150
0,2022어썸뮤직페스티벌 참여하려고 방문했는데 좋았어요,0,151
0,"좋다,바람도 하늘도,공기도...근데 그늘이 많았으면 좋겠다 추석연휴에 주차비 다 무료던데 여기는...아쉽다",0,152
0,쉽게 캠핑을 즐길수 있고 왠만한 부자재들은 실내 마트에서 구입가능.,0,153
1,하지만 시설이 오래되었고 너무 밀집해 있음,1,153
0,가끔 라이딩을 가는데 갈 때마다 좋아요 😀…,0,154
0,여름에 캠핑과 수영장을 이용할수있고 자전거도로를 따라 산책이 좋았어요,0,155
0,시원하고 깔끔한 냉면이 먹고 싶을때는 항상 가는 곳입니다.,0,156
0,정열이형 기타 잘쳐,0,157
0,조금더 있어야 할듯,0,158
0,한강에서   방화대교   방향으로   가가보면   공기도   좋고   주변경치도   넘  좋아요,0,159
1,많은분들이   함께  즐기셨으면   해요,1,159
0,탁트인 한강 풍경을 맘껏 즐길 수 있습니다.,0,160
1,서로 매너있게 공간을 즐기시면 더없이 좋은 곳입니다.,1,160
0,Iam 데이트에요,0,161
0,한적하니 좋아요,0,162
0,난지한강공원 넓고 다양한 즐길거리 좋아요,0,163
0,잔디가 많이 없어져서 아쉬워요,0,164
0,넓은 잔디밭과 수풀이 아울러진 공원.,0,165
1,산책코스로도 손색이없다.,1,165
0,풍경 좋아요,0,166
0,서울에서 불 피우며 피크닉 할 수 있는 몇 안되는 공간.,0,167
1,캠핑으론 별로. 시장바닥임.,1,167
