,리뷰,rep,index
0,가볍게 산책하기는 좋아요,0,39
0,친절하고.부드럽게대해주시네요,0,40
0,다른 한강공원보다는 조경?이 좀 덜 된 느낌,0,41
0,매점이나 편의점등이 없는것만 제외하면 괜찮음,0,42
0,라이딩 휴식하기좋아요.,0,43
0,버드나무 갈대숲 따라 걷기 좋아요,0,44
0,장애인들이 체험하기는 좀 불편한것같음,0,45
0,한강을 끼고 걷기 운동하기 좋아요,0,46
0,"자전거도로 굿,강가로갈수있는 오솔길",0,47
0,자연생태계를 탐방할 수 있습니다.,0,48
0,생태공원 잘 정비되었어요,0,49
0,자전거도로좋아요,0,50
0,도심근처에 수변습지가 살아있습니다.,0,51
0,증조할아버지의 묘에 절을 올리고 왔습니다,0,52
0,너무너무좋고  아주좋아요,0,53
0,만보산책공원으로 추천합니다,0,54
0,자전거 최고의 힐링 코스,0,55
0,시원하고 좋아요~,0,56
0,정비가 잘돼있음,0,57
0,사람이다,0,58
1,"소많지만 그래도좋으곳,",1,58
0,신책코스로 좋아요,0,59
0,공원 잘 되어 있음,0,60
0,삼책하기 좋아요.,0,61
0,산책하기 좋음,0,62
0,한번쯤 가볼만한곳~~~,0,63
0,부대시설이 너무없음,0,64
0,아주좋아요.,0,65
0,별로 볼게 없다,0,66
0,자전거라이딩 다녀왔습니다.,0,67
0,여긴 진짜 좋음,0,68
0,볼게 없어요,0,69
0,한적하고 아름다운 곳,0,70
0,공원으로 기능충실,0,71
0,별루 안좋던데....,0,72
0,굿,0,73
0,좋앗어요,0,74
0,좋아요,0,75
0,한강 자전거길,0,76
0,산책하기 짱,0,77
0,자전거하이킹,0,78
0,분위기굿,0,79
0,지역 명물,0,80
0,좋아요,0,81
0,좋아요,0,82
0,서울의 놀라운 야경을 감상할 수 있는 매우 유명한 공원입니다.,0,83
1,신선한 공기가 있는 최고의 야간 산책 장소.,1,83
2,저녁 시간에는 바다 전망이 더 아름답습니다.,2,83
3,사람들은 여기 산책을 좋아합니다.,3,83
0,깨끗하게 정비되어 산책에 적합한 공원!!,0,84
0,자전거 라이더에게 좋습니다.,0,85
0,서울시의 자연.,0,86
0,섹시한,0,87
0,감독자,0,88
